티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
371160,항셈테,-0.25,-3.4313725490196068,0.5260213057254567,<0,<0%,항셈테(371160)
EIS,EIS,-0.5,-5.7097221399824205,0.491212542414346,<0,<0%,EIS
XLY,XLY,-2.0,-1.8445054337098865,0.49078839427786347,<0,<0%,XLY
VWO,VWO,-1.25,-0.059599712692171014,0.45163256398145163,<0,<0%,VWO
ARKK,ARKK,-2.0,-3.1521653504870906,0.4367293345509131,<0,<0%,ARKK
EWG,EWG,-3.0,-2.241399816545353,0.4239916633669595,<0,<0%,EWG
IBIT,IBIT,-0.75,-15.849709924245847,0.4200731643918935,<0,<0%,IBIT
TUR,TUR,-5.25,-7.719722583193144,0.39468322999296057,<0,<0%,TUR
ITA,ITA,-3.5,-0.7844051279967457,0.3931173992162369,<0,<0%,ITA
XLB,XLB,-6.5,-2.595218732774529,0.3720414261797152,<0,<0%,XLB
EWW,EWW,-4.5,-4.676672490361922,0.3703460426030668,<0,<0%,EWW
INDA,INDA,-8.25,-3.611709860143364,0.3579667627584571,<0,<0%,INDA
GRID,GRID,-5.0,-2.8661905600983695,0.3268749468860486,<0,<0%,GRID
QMOM,QMOM,-5.75,-3.679461944387641,0.3240978712273434,<0,<0%,QMOM
TLT,TLT,-10.0,-2.2910506951296816,0.30404986785458654,<0,<0%,TLT
EZA,EZA,-6.5,-12.908470682548579,0.2720356943906815,<0,<0%,EZA
KSA,KSA,-10.5,-5.965362786037454,0.2691668535273327,<0,<0%,KSA
TAN,TAN,-6.0,-2.790277692796894,0.2676692433551965,<0,<0%,TAN
PICK,PICK,-4.25,-9.874120360829563,0.26571725999102297,<0,<0%,PICK
453810,인디아,-11.0,-4.317921283912874,0.2562708581316856,<0,<0%,인디아(453810)
ICLN,ICLN,-7.25,-6.543716539715438,0.23138297308857567,<0,<0%,ICLN
VNM,VNM,-12.0,-8.468798096292007,0.22958256046577233,<0,<0%,VNM
BOTZ,BOTZ,-11.25,-5.245969512347781,0.2232382627004935,<0,<0%,BOTZ
455850,반소부,-3.75,-5.179355783308937,0.21931125943440863,<0,<0%,반소부(455850)
SRVR,SRVR,-9.25,-13.60874961546319,0.20844942236781616,<0,<0%,SRVR
GLD,GLD,-10.0,-17.35393287706646,0.19540266931353928,<0,<0%,GLD
102970,증권주,-6.25,-26.652892561983464,0.18367615164627335,<0,<0%,증권주(102970)
478150,우주방,-12.0,-6.701708278580821,0.18270275133804278,<0,<0%,우주방(478150)
UNG,UNG,-11.0,-4.285715541374957,0.1768518608702654,<0,<0%,UNG
COPX,COPX,-7.0,-13.399456964802303,0.1746199551739508,<0,<0%,COPX
411060,금현물,-12.0,-16.95447409733124,0.15552871993093353,<0,<0%,금현물(411060)
PTF,PTF,-6.0,-6.2256127175665865,0.15200421619887244,<0,<0%,PTF
117460,에너지,-8.0,-22.650459531574263,0.15037567512120384,<0,<0%,에너지(117460)
091180,자동차,-9.75,-9.043690803544147,0.13738216365910128,<0,<0%,자동차(091180)
XME,XME,-9.5,-17.015415451421212,0.1301595916261003,<0,<0%,XME
0051G0,에셈알,-11.25,-19.138335287221576,0.1239581793977298,<0,<0%,0051G0
0048K0,중로봇,-12.0,-6.923076923076921,0.12205131715632132,<0,<0%,0048K0
LIT,LIT,-10.5,-16.605521085817553,0.11321756370765408,<0,<0%,LIT
0023A0,양자컴,-9.5,-6.090549766439091,0.1019885602221431,<0,<0%,0023A0
475050,K팝,-12.0,-27.102330293819655,0.08649478244424046,<0,<0%,K팝(475050)
117680,철강주,-9.5,-33.955338023860506,0.0759756687762466,<0,<0%,철강주(117680)
305720,이차전,-9.0,-28.38125665601704,0.06632224095427568,<0,<0%,이차전(305720)
377990,신재생,-8.75,-23.703829210437142,0.061988463449045524,<0,<0%,신재생(377990)
244580,바이오,-11.5,-35.56782334384858,0.05923708344757575,<0,<0%,바이오(244580)
117700,건설주,-9.25,-36.09729132117192,0.04592134910001032,<0,<0%,건설주(117700)
449450,방산주,-10.25,-30.367802811476984,0.0437370053180626,<0,<0%,방산주(449450)
URA,URA,-12.0,-30.437105781998998,0.04061007971282114,<0,<0%,URA
SLV,SLV,-11.0,-30.35343182636493,0.03775929885373326,<0,<0%,SLV
139230,조선주,-10.75,-23.619271445358404,0.034579356966362614,<0,<0%,조선주(139230)
229200,코스닥,-10.25,-30.537084398976976,0.030789540640339914,<0,<0%,코스닥(229200)
434730,원자력,-10.75,-28.41854934601664,0.022471251509564274,<0,<0%,원자력(434730)
469070,ai로봇,-10.75,-35.742705570291776,0.01794411131299212,<0,<0%,ai로봇(469070)
REMX,REMX,-11.5,-28.97595431241674,0.011281783727342022,<0,<0%,REMX
XLU,XLU,6.5,-0.3841153875071779,0.6674165802401032,0~7,<0%,XLU
EWM,EWM,6.5,-1.632870531868158,0.6651131662146336,0~7,<0%,EWM
ARKF,ARKF,6.75,-5.158644294424263,0.657712706354212,0~7,<0%,ARKF
EWA,EWA,6.25,-3.40322773116134,0.6575381022422904,0~7,<0%,EWA
