티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
117700,건설주,-2.0,-11.360799001248445,0.4559559889029502,<0,<0%,건설주(117700)
229200,코스닥,-1.5,-23.865456486919378,0.388067304652864,<0,<0%,코스닥(229200)
377990,신재생,-3.25,-26.391382405745066,0.38417385246109165,<0,<0%,신재생(377990)
305720,이차전,-0.5,-29.997535124476215,0.37106933255039043,<0,<0%,이차전(305720)
QQQ,QQQ,-2.0,-3.7369126789559837,0.34818845015857514,<0,<0%,QQQ
434730,원자력,-5.0,-19.200805910006714,0.34551198562425045,<0,<0%,원자력(434730)
XLK,XLK,-1.0,-4.858130038739395,0.3370262863546027,<0,<0%,XLK
449190,나스닥,-1.5,-3.9755351681957207,0.3292387773353169,<0,<0%,나스닥(449190)
469070,ai로봇,-4.5,-30.239704978488014,0.3182029122906528,<0,<0%,ai로봇(469070)
147970,티모멘,-2.75,-22.507258102898486,0.3153064800869343,<0,<0%,티모멘(147970)
244580,바이오,-3.25,-21.27949183303085,0.3088275875460554,<0,<0%,바이오(244580)
CARZ,CARZ,-1.25,-11.409053739542497,0.30828897618361767,<0,<0%,CARZ
EWZ,EWZ,-1.75,-0.08354218880533004,0.3075122740419031,<0,<0%,EWZ
SRVR,SRVR,-2.5,-7.74546501583645,0.30276301215645635,<0,<0%,SRVR
091180,자동차,-4.25,-28.647859922178988,0.27761749095599925,<0,<0%,자동차(091180)
TLT,TLT,-4.25,-2.6702425373134386,0.2537274024049491,<0,<0%,TLT
117460,에너지,-5.5,-18.939626110940853,0.24877121818122774,<0,<0%,에너지(117460)
GRID,GRID,-5.0,-7.07515408919045,0.24272368071422298,<0,<0%,GRID
MTUM,MTUM,-6.25,-4.246223995440301,0.22548985416671063,<0,<0%,MTUM
SMH,SMH,-6.5,-7.197836141118308,0.21878403886685704,<0,<0%,SMH
BOTZ,BOTZ,-7.0,-10.70983810709838,0.21230679417015802,<0,<0%,BOTZ
139230,조선주,-8.0,-26.079641054402693,0.2113995614396335,<0,<0%,조선주(139230)
PDP,PDP,-7.0,-5.334640156818827,0.20895455833621737,<0,<0%,PDP
0051G0,에셈알,-6.75,-15.555555555555555,0.20398768809178655,<0,<0%,0051G0
PAVE,PAVE,-5.5,-1.2076007813887402,0.19494980061068104,<0,<0%,PAVE
