티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
434730,원자력,-1.25,-8.504331965344281,0.4787499622716935,<0,<0%,원자력(434730)
449190,나스닥,-1.5,-0.13449899125757003,0.4515089855330537,<0,<0%,나스닥(449190)
305720,이차전,-2.75,-5.171299288946352,0.44554271525568123,<0,<0%,이차전(305720)
SMH,SMH,-0.75,-7.419373130310136,0.4208040446901197,<0,<0%,SMH
EMGF,EMGF,-1.0,-0.013909241720344578,0.40181938024481884,<0,<0%,EMGF
CARZ,CARZ,-2.0,-5.665395281301711,0.39027870008177307,<0,<0%,CARZ
139230,조선주,-4.5,-14.271813168991244,0.3867987405717264,<0,<0%,조선주(139230)
VNM,VNM,-3.5,-4.028315975284835,0.371408107371971,<0,<0%,VNM
0023A0,양자컴,-0.25,-30.45371540946762,0.3638611094300131,<0,<0%,0023A0
0038A0,미로봇,-3.25,-16.78951678951679,0.3503501362883227,<0,<0%,0038A0
241180,니케이,-2.5,-13.737500000000002,0.3460220704476054,<0,<0%,니케이(241180)
325020,케모멘,-4.25,-3.737240698057298,0.32019052903345574,<0,<0%,케모멘(325020)
377990,신재생,-6.75,-10.580645161290326,0.319661984447096,<0,<0%,신재생(377990)
487230,전력인,-3.25,-27.025537387470145,0.3093062246156831,<0,<0%,전력인(487230)
KRE,KRE,-3.5,-1.649318913843234,0.3032305341584758,<0,<0%,KRE
PTF,PTF,-2.75,-18.484013722910152,0.3000859205489717,<0,<0%,PTF
446770,톱반도,-3.75,-20.305110602593434,0.2966790687443201,<0,<0%,톱반도(446770)
HYG,HYG,-5.75,-0.17342700965166102,0.2948385802858005,<0,<0%,HYG
PDP,PDP,-6.0,-9.067705237265555,0.2835439236848353,<0,<0%,PDP
GRID,GRID,-6.0,-4.879557151980373,0.28098137922443595,<0,<0%,GRID
495050,밸류업,-4.25,-17.59918616480163,0.27955267896983965,<0,<0%,밸류업(495050)
DIA,DIA,-6.0,-0.16880707071542655,0.27346087903312977,<0,<0%,DIA
KBE,KBE,-5.0,-1.289072669617819,0.2712883393749221,<0,<0%,KBE
449450,방산주,-4.25,-14.64317322391182,0.27092619648863386,<0,<0%,방산주(449450)
069500,코스피,-3.75,-20.891092692460823,0.2631578667664611,<0,<0%,코스피(069500)
411060,금현물,-5.5,-1.6390489913544637,0.2580560660434517,<0,<0%,금현물(411060)
XLP,XLP,-6.0,-1.9422067056268144,0.2519134251000778,<0,<0%,XLP
147970,티모멘,-6.5,-17.509910285833506,0.23144761925090337,<0,<0%,티모멘(147970)
ICLN,ICLN,-6.5,-14.257813191215984,0.22893065058996143,<0,<0%,ICLN
229200,코스닥,-7.25,-15.205395462906191,0.22758284311670335,<0,<0%,코스닥(229200)
TLT,TLT,-8.5,-5.936894446014184,0.22402283466418638,<0,<0%,TLT
QMOM,QMOM,-7.0,-6.321634502192364,0.21974979178421253,<0,<0%,QMOM
BOTZ,BOTZ,-8.25,-3.970593989108384,0.21062681991409854,<0,<0%,BOTZ
EWW,EWW,-8.5,-0.6098449275693474,0.20600785561729448,<0,<0%,EWW
KSA,KSA,-9.0,-1.7069366980671297,0.20588581262863465,<0,<0%,KSA
469070,ai로봇,-7.75,-6.5901360544217695,0.20548659362053104,<0,<0%,ai로봇(469070)
453810,인디아,-6.75,-13.959680486877135,0.19141561352762176,<0,<0%,인디아(453810)
JETS,JETS,-6.5,-13.115764436333254,0.18950573151917668,<0,<0%,JETS
INDA,INDA,-9.5,-3.24400680173651,0.17564629940466941,<0,<0%,INDA
EWL,EWL,-7.25,-3.4571438473360416,0.17563380884653276,<0,<0%,EWL
XLB,XLB,-8.5,-2.2869393519056036,0.17426468346987062,<0,<0%,XLB
