티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
ETHA,ETHA,-0.75,-17.162471845329296,0.4910412886111568,<0,<0%,ETHA
QMOM,QMOM,-0.25,-3.571879527134636,0.43460880373636174,<0,<0%,QMOM
GLD,GLD,-3.5,-10.1735886490394,0.4045229042029779,<0,<0%,GLD
PDBC,PDBC,-1.25,-6.032098345303782,0.3953786299073025,<0,<0%,PDBC
478150,우주방,-0.5,-2.7976723366159306,0.3932377642331841,<0,<0%,우주방(478150)
URA,URA,-0.5,-22.272564058638768,0.38854435990120323,<0,<0%,URA
SLV,SLV,-2.75,-23.20230371969808,0.38601382680608354,<0,<0%,SLV
IBIT,IBIT,-3.5,-19.16391405558546,0.3777940179292428,<0,<0%,IBIT
244580,바이오,-1.25,-25.23605150214592,0.36227622221614014,<0,<0%,바이오(244580)
ARKK,ARKK,-1.5,-3.715877577536175,0.3436755013823246,<0,<0%,ARKK
VNM,VNM,-1.25,-11.380879857877924,0.33897557717541665,<0,<0%,VNM
377990,신재생,-1.0,-39.88807912545549,0.3110893744838757,<0,<0%,신재생(377990)
434730,원자력,-1.5,-37.693989071038246,0.3109635673994119,<0,<0%,원자력(434730)
453810,인디아,-3.25,-1.1995201919232312,0.30793893107458964,<0,<0%,인디아(453810)
449450,방산주,-2.5,-26.195286195286194,0.2966258491566165,<0,<0%,방산주(449450)
117460,에너지,-3.0,-29.181494661921704,0.29371887060111446,<0,<0%,에너지(117460)
229200,코스닥,-1.25,-32.30309072781655,0.28435356463015404,<0,<0%,코스닥(229200)
411060,금현물,-6.25,-11.25265392781316,0.2789965018737838,<0,<0%,금현물(411060)
325020,케모멘,-3.25,-7.60450160771704,0.2784058301400108,<0,<0%,케모멘(325020)
139230,조선주,-2.5,-34.926108374384235,0.2720048972717872,<0,<0%,조선주(139230)
305720,이차전,-2.5,-39.70856102003643,0.27138389435534743,<0,<0%,이차전(305720)
PTF,PTF,-1.25,-12.757681550881127,0.27069689853587275,<0,<0%,PTF
TUR,TUR,-8.0,-10.173612074558847,0.26804423395261995,<0,<0%,TUR
147970,티모멘,-2.5,-19.278645036220798,0.26101338969291016,<0,<0%,티모멘(147970)
TLT,TLT,-9.25,-2.4499123266764955,0.25974546767640694,<0,<0%,TLT
371160,항셈테,-4.25,-9.1626213592233,0.2553938572171707,<0,<0%,항셈테(371160)
0051G0,에셈알,-4.25,-19.15776986951364,0.254545378123811,<0,<0%,0051G0
0048K0,중로봇,-1.0,-17.487794052374618,0.24041756599476993,<0,<0%,0048K0
ICLN,ICLN,-5.25,-14.23165465454147,0.23207643079636703,<0,<0%,ICLN
EWY,EWY,-3.5,-11.07255409910688,0.2274407986383876,<0,<0%,EWY
091180,자동차,-4.0,-21.543624161073826,0.2190198505896556,<0,<0%,자동차(091180)
XLU,XLU,-8.5,-1.7468906608181123,0.2179126919459936,<0,<0%,XLU
0038A0,미로봇,-5.25,-12.228412256267408,0.19828592280983126,<0,<0%,0038A0
446770,톱반도,-2.25,-7.777777777777772,0.18793738226943693,<0,<0%,톱반도(446770)
TAN,TAN,-7.0,-17.22634550454176,0.18079073788153194,<0,<0%,TAN
487230,전력인,-4.75,-20.06079027355623,0.13299621961879923,<0,<0%,전력인(487230)
455850,반소부,-6.25,-37.563527653213754,0.13212313992187816,<0,<0%,반소부(455850)
495050,밸류업,-4.75,-16.4916109671259,0.12570211351054938,<0,<0%,밸류업(495050)
