티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
EWM,EWM,-0.5,-2.6735179585737123,0.5624653372487131,<0,<0%,EWM
SRVR,SRVR,-0.25,-8.951366538167193,0.45342584804269587,<0,<0%,SRVR
ARKF,ARKF,-5.0,-0.3178510104283938,0.4449728360603522,<0,<0%,ARKF
GLD,GLD,-0.5,-10.248915551608818,0.4316872855116551,<0,<0%,GLD
TUR,TUR,-2.0,-6.747080403717732,0.4105205212887453,<0,<0%,TUR
EIS,EIS,-4.5,-6.634773866475241,0.39780949718475844,<0,<0%,EIS
371160,항셈테,-6.75,-5.009392611145902,0.3894920115465406,<0,<0%,항셈테(371160)
475050,K팝,-6.0,-20.844189682126103,0.38774375491309315,<0,<0%,K팝(475050)
SLV,SLV,-2.5,-18.368286097133822,0.3792598040525723,<0,<0%,SLV
XME,XME,-3.0,-9.972480484138845,0.3770289175458442,<0,<0%,XME
KSA,KSA,-5.5,-4.1965477458516975,0.3636915035989406,<0,<0%,KSA
INDA,INDA,-8.0,-0.2855382278890706,0.36259273301511896,<0,<0%,INDA
117460,에너지,-1.75,-28.57932559425097,0.3594414721879876,<0,<0%,에너지(117460)
117680,철강주,-2.25,-36.303153022852186,0.34715721750115014,<0,<0%,철강주(117680)
XLC,XLC,-8.5,-6.375158148367166,0.32082063893404184,<0,<0%,XLC
411060,금현물,-6.75,-13.17152103559871,0.30008393539215544,<0,<0%,금현물(411060)
EZA,EZA,-8.75,-4.7873318567351,0.2886310660131858,<0,<0%,EZA
GRID,GRID,-7.75,-3.8624419116974673,0.2856485461310192,<0,<0%,GRID
TLT,TLT,-10.5,-1.165029032988807,0.26248342335918834,<0,<0%,TLT
091180,자동차,-6.5,-13.58703958428855,0.25659080096970655,<0,<0%,자동차(091180)
469070,ai로봇,-4.75,-35.49295774647887,0.2475241272897959,<0,<0%,ai로봇(469070)
XLY,XLY,-11.0,-4.946193390786025,0.2373934181496082,<0,<0%,XLY
UNG,UNG,-4.75,-0.39408830892960767,0.22794877879354344,<0,<0%,UNG
BOTZ,BOTZ,-10.75,-7.963647684349517,0.2154625729097559,<0,<0%,BOTZ
ARKK,ARKK,-10.5,-1.359989142664808,0.21084771264000418,<0,<0%,ARKK
147970,티모멘,-4.5,-9.381055511227633,0.20905744112107555,<0,<0%,티모멘(147970)
URA,URA,-6.5,-23.766307127778873,0.2087151768217644,<0,<0%,URA
453810,인디아,-12.0,-3.1471282454760052,0.2015541057221334,<0,<0%,인디아(453810)
305720,이차전,-5.75,-36.15439942459842,0.19880512310829868,<0,<0%,이차전(305720)
434730,원자력,-4.25,-37.609871534820826,0.19357681076851804,<0,<0%,원자력(434730)
102970,증권주,-9.5,-30.92196132596685,0.19051109036638572,<0,<0%,증권주(102970)
139230,조선주,-4.5,-35.876543209876544,0.19035340962035988,<0,<0%,조선주(139230)
ICLN,ICLN,-9.25,-12.16034290091017,0.1884432454583789,<0,<0%,ICLN
PTF,PTF,-3.75,-8.11989590436183,0.18839515992005815,<0,<0%,PTF
377990,신재생,-3.75,-36.966022839419146,0.180758345023502,<0,<0%,신재생(377990)
LIT,LIT,-9.0,-18.9784724598424,0.17202634883342455,<0,<0%,LIT
449450,방산주,-5.5,-35.12047432824523,0.17190452576496332,<0,<0%,방산주(449450)
091160,반도체,-6.0,-0.7099553286534777,0.16865804028113543,<0,<0%,반도체(091160)
0051G0,에셈알,-8.0,-20.94964028776979,0.16837316028358115,<0,<0%,0051G0
TAN,TAN,-11.5,-8.125441278301547,0.15266742376804637,<0,<0%,TAN
487230,전력인,-7.75,-10.359365589239111,0.13560680201652744,<0,<0%,전력인(487230)
VNM,VNM,-12.0,-13.177468557124183,0.12372393585660595,<0,<0%,VNM
0038A0,미로봇,-11.5,-9.860383944153572,0.12348928220655181,<0,<0%,0038A0
244580,바이오,-9.25,-37.45082612116444,0.12193164669058879,<0,<0%,바이오(244580)
0048K0,중로봇,-11.25,-13.81514257620452,0.09313105777236116,<0,<0%,0048K0
0023A0,양자컴,-12.0,-11.520821867547237,0.056568158996828516,<0,<0%,0023A0
455850,반소부,-9.0,-30.974842767295595,0.055666355812771844,<0,<0%,반소부(455850)
229200,코스닥,-10.25,-37.34881470730528,0.048058539608929626,<0,<0%,코스닥(229200)
REMX,REMX,-12.0,-31.98733115792899,0.0086778978103828,<0,<0%,REMX
GUNR,GUNR,7.0,-3.52616479336324,0.728580228214157,0~7,<0%,GUNR
FXI,FXI,2.5,-2.187953911227525,0.6594323586773293,0~7,<0%,FXI
228790,화장품,4.0,-7.099879663056563,0.6291330181995238,0~7,<0%,화장품(228790)
EWZ,EWZ,3.75,-6.309244194162378,0.6154820436336743,0~7,<0%,EWZ
IBIT,IBIT,1.0,-13.988303022775039,0.5650598180621479,0~7,<0%,IBIT
ETHA,ETHA,2.0,-12.700298485904804,0.5579959464544981,0~7,<0%,ETHA
PICK,PICK,1.75,-2.2495192703990363,0.5520300919857084,0~7,<0%,PICK
EIDO,EIDO,0.5,-17.652952738650907,0.4325385792867652,0~7,<0%,EIDO
117700,건설주,0.25,-34.16050686378036,0.4211706565922121,0~7,<0%,건설주(117700)
EWH,EWH,9.75,-0.7789619462251762,0.8222936938077289,8~10,<0%,EWH
PDBC,PDBC,10.25,-6.270269445470866,0.7158465768177561,8~10,<0%,PDBC
XLE,XLE,12.5,-0.42202452790570666,0.8395446232458813,11+,<0%,XLE
GMOM,GMOM,11.5,-0.7094606652551683,0.7874001979925122,11+,<0%,GMOM
DBA,DBA,11.5,-1.7431510511519588,0.7072917684501258,11+,<0%,DBA
IWM,IWM,-0.75,7.911863297717159,0.5147168455276124,<0,0~15%,IWM
IGV,IGV,-3.25,7.6059727414293565,0.5122710854178327,<0,0~15%,IGV
VUG,VUG,-1.5,0.9584732713855404,0.4598249287330592,<0,0~15%,VUG
QMOM,QMOM,-0.25,1.0076844201244661,0.4449280098898867,<0,0~15%,QMOM
325020,케모멘,-0.75,4.4122901036084405,0.44094767422048187,<0,0~15%,케모멘(325020)
HYG,HYG,-3.75,0.4175075805474826,0.4291812000885237,<0,0~15%,HYG
EWJ,EWJ,-3.0,5.98687517186729,0.42690710861154707,<0,0~15%,EWJ
XLK,XLK,-2.5,9.677480990424026,0.415020303075199,<0,0~15%,XLK
EWT,EWT,-2.0,12.180289964235747,0.4119811790580252,<0,0~15%,EWT
MTUM,MTUM,-0.5,8.985641077769557,0.410594293950631,<0,0~15%,MTUM
VWO,VWO,-4.75,0.37741866543918867,0.39376366058411627,<0,0~15%,VWO
ARKW,ARKW,-4.0,2.2071347650560957,0.39327378682058184,<0,0~15%,ARKW
449190,나스닥,-5.0,3.8591413410516084,0.38215974269297853,<0,0~15%,나스닥(449190)
PDP,PDP,-1.0,2.067460588849035,0.374784405367186,<0,0~15%,PDP
QQQ,QQQ,-4.5,3.2195575909112373,0.37273063389548333,<0,0~15%,QQQ
EMGF,EMGF,-3.25,2.1820288561930523,0.37023233750004003,<0,0~15%,EMGF
SMH,SMH,-2.0,9.802234384267017,0.3460831912520429,<0,0~15%,SMH
ITB,ITB,-6.0,3.1867906098219434,0.3417695558000881,<0,0~15%,ITB
478150,우주방,-8.5,0.9545983701979122,0.321846165193731,<0,0~15%,우주방(478150)
CARZ,CARZ,-4.75,0.7919704468724698,0.28411489954348534,<0,0~15%,CARZ
241180,니케이,-5.0,4.130273871206525,0.2737162805763276,<0,0~15%,니케이(241180)
495050,밸류업,-3.5,8.95900118103594,0.24790925643515416,<0,0~15%,밸류업(495050)
EWY,EWY,-2.5,4.702513587070989,0.24512986911632778,<0,0~15%,EWY
069500,코스피,-3.5,7.472067039106145,0.2296065461604026,<0,0~15%,코스피(069500)
EWI,EWI,7.5,9.350880096439983,0.760357326301814,0~7,0~15%,EWI
