티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
244580,바이오,-0.75,-19.27133269415149,0.44395610701769717,<0,<0%,바이오(244580)
478150,우주방,-1.25,-8.543897216274088,0.4292945295674612,<0,<0%,우주방(478150)
EWM,EWM,-1.5,-3.7529853292391557,0.4283212794986554,<0,<0%,EWM
XLC,XLC,-0.25,-4.840654608096462,0.3796624945377962,<0,<0%,XLC
EIDO,EIDO,-0.5,-3.9755351681957207,0.3703977232402701,<0,<0%,EIDO
FXI,FXI,-4.5,-2.3126219002507664,0.3341071094328183,<0,<0%,FXI
VNM,VNM,-3.75,-9.852476290832456,0.3326615205417532,<0,<0%,VNM
EWH,EWH,-4.0,-5.874947545111198,0.3235567949109203,<0,<0%,EWH
0051G0,에셈알,-1.25,-14.249444620755314,0.32047645450021117,<0,<0%,0051G0
XLU,XLU,-4.0,-2.1777777777777674,0.2965791529951561,<0,<0%,XLU
139230,조선주,-0.75,-29.588119921546653,0.2681749228945124,<0,<0%,조선주(139230)
0038A0,미로봇,-3.0,-14.915908464295558,0.2364621739665388,<0,<0%,0038A0
IBIT,IBIT,-5.0,-16.81818181818181,0.22988255048914163,<0,<0%,IBIT
UNG,UNG,-7.0,-10.856134157105036,0.20919007763425332,<0,<0%,UNG
TLT,TLT,-9.25,-3.0396580384706717,0.19258089050272567,<0,<0%,TLT
487230,전력인,-1.0,-20.400622325943207,0.18823434430892286,<0,<0%,전력인(487230)
EWW,EWW,-10.25,-4.293059125964016,0.17906740315565547,<0,<0%,EWW
ICLN,ICLN,-4.75,-20.0180342651037,0.17700361313903984,<0,<0%,ICLN
453810,인디아,-11.5,-4.245094112935521,0.1256296716059389,<0,<0%,인디아(453810)
102970,증권주,-5.0,-35.95628415300547,0.10544441818804713,<0,<0%,증권주(102970)
EWZ,EWZ,-11.5,-8.94352877600647,0.08363030463504306,<0,<0%,EWZ
TAN,TAN,-7.5,-23.111316682084492,0.08159991074584476,<0,<0%,TAN
371160,항셈테,-12.0,-8.632640201638308,0.05636088457850562,<0,<0%,항셈테(371160)
475050,K팝,-10.0,-26.92750287686997,0.030677122813225908,<0,<0%,K팝(475050)
PICK,PICK,6.75,-2.5515829264451173,0.6612666073888488,0~7,<0%,PICK
EZA,EZA,6.0,-1.6993847055376654,0.6442814597690714,0~7,<0%,EZA
GLD,GLD,3.5,-4.422168397323678,0.5890838051123681,0~7,<0%,GLD
LIT,LIT,4.0,-12.277790945721733,0.5615890819417756,0~7,<0%,LIT
URA,URA,3.5,-10.724519033974623,0.5533719377800105,0~7,<0%,URA
117460,에너지,4.0,-15.85441085749537,0.5474730729270009,0~7,<0%,에너지(117460)
XLY,XLY,5.5,-1.9713563605728734,0.5441584594771264,0~7,<0%,XLY
HYG,HYG,3.75,-0.46307884856070514,0.5305378811706234,0~7,<0%,HYG
BOTZ,BOTZ,4.75,-7.81841109709962,0.5206394340794129,0~7,<0%,BOTZ
SLV,SLV,3.0,-17.293016558675312,0.519627900316414,0~7,<0%,SLV
SRVR,SRVR,2.75,-7.855688100087277,0.5059039168859552,0~7,<0%,SRVR
411060,금현물,2.5,-8.96586012595293,0.4988491925581832,0~7,<0%,금현물(411060)
EIS,EIS,5.25,-7.881847637706285,0.48432890698506653,0~7,<0%,EIS
117680,철강주,2.0,-27.932436659368154,0.47946720673757853,0~7,<0%,철강주(117680)
CARZ,CARZ,7.0,-6.118564507032231,0.47196112744647617,0~7,<0%,CARZ
REMX,REMX,2.0,-20.010449320794155,0.46238546627708293,0~7,<0%,REMX
229200,코스닥,1.0,-24.764721699381553,0.46149389207781816,0~7,<0%,코스닥(229200)
469070,ai로봇,1.5,-25.07298086279598,0.45656085630361554,0~7,<0%,ai로봇(469070)
0048K0,중로봇,0.5,-20.93311312964492,0.44954168927104393,0~7,<0%,0048K0
305720,이차전,1.25,-26.7248215701824,0.44722935504668376,0~7,<0%,이차전(305720)
117700,건설주,2.75,-24.467437614120513,0.4455516602148592,0~7,<0%,건설주(117700)
377990,신재생,2.75,-30.449521002210755,0.4419319540533814,0~7,<0%,신재생(377990)
PTF,PTF,7.5,-10.847381064821471,0.4340592686391928,0~7,<0%,PTF
EWY,EWY,7.75,-8.781246647355424,0.42610053992853925,0~7,<0%,EWY
ETHA,ETHA,2.0,-10.588235294117643,0.4079110188896211,0~7,<0%,ETHA
449450,방산주,1.5,-20.599739243807036,0.4032674124310474,0~7,<0%,방산주(449450)
325020,케모멘,5.0,-9.65318842895957,0.40013238180440014,0~7,<0%,케모멘(325020)
241180,니케이,3.5,-0.5982053838484491,0.3889086273499254,0~7,<0%,니케이(241180)
0023A0,양자컴,1.0,-18.764921215979623,0.35950559803593213,0~7,<0%,0023A0
455850,반소부,2.25,-24.62841617388525,0.3295355252290164,0~7,<0%,반소부(455850)
091180,자동차,2.0,-24.358638743455497,0.3239147263377117,0~7,<0%,자동차(091180)
434730,원자력,0.0,-31.811043407249194,0.30519870609808236,0~7,<0%,원자력(434730)
147970,티모멘,1.0,-19.41666666666667,0.29843578974384705,0~7,<0%,티모멘(147970)
446770,톱반도,3.5,-9.200567644276259,0.28761944989100835,0~7,<0%,톱반도(446770)
069500,코스피,3.5,-17.865268974483996,0.25654152284274295,0~7,<0%,코스피(069500)
495050,밸류업,2.0,-16.788916055419723,0.2514637926157646,0~7,<0%,밸류업(495050)
091160,반도체,2.25,-23.72985368689642,0.2390478538154408,0~7,<0%,반도체(091160)
XME,XME,10.5,-1.516727335760093,0.772247343445514,8~10,<0%,XME
EMGF,EMGF,10.5,-1.0547039797496827,0.6418541968464473,8~10,<0%,EMGF
449190,나스닥,9.0,-0.04513653802753481,0.6195622267300681,8~10,<0%,나스닥(449190)
GRID,GRID,9.5,-3.780500575976542,0.6177466023746806,8~10,<0%,GRID
GUNR,GUNR,11.25,-0.8623853211009114,0.7504954068009726,11+,<0%,GUNR
KSA,KSA,11.0,-1.5774502198086404,0.7266435845043749,11+,<0%,KSA
PDBC,PDBC,12.0,-0.6007646095030017,0.7133226559698181,11+,<0%,PDBC
QMOM,QMOM,11.5,-0.6879450990547764,0.6119020632989822,11+,<0%,QMOM
EPHE,EPHE,-1.0,2.4766544863986883,0.3709443285627556,<0,0~15%,EPHE
COPX,COPX,7.0,3.071549024331488,0.6959230044062974,0~7,0~15%,COPX
DIA,DIA,6.5,5.92315795750431,0.6167781351790006,0~7,0~15%,DIA
TUR,TUR,7.0,7.899754835194761,0.6152177337094514,0~7,0~15%,TUR
XLB,XLB,6.0,3.5185925629747983,0.6146603168156674,0~7,0~15%,XLB
EWQ,EWQ,5.5,2.7472527472527375,0.614090136894447,0~7,0~15%,EWQ
THD,THD,7.75,1.394257316399794,0.6135420362424684,0~7,0~15%,THD
EWA,EWA,5.0,2.1386685063815136,0.5924779582223165,0~7,0~15%,EWA
ENZL,ENZL,4.0,5.980648064806493,0.5787133814380291,0~7,0~15%,ENZL
EWU,EWU,3.0,1.7321504013519062,0.5622179806297692,0~7,0~15%,EWU
INDA,INDA,1.5,2.810743285446593,0.49607299711048153,0~7,0~15%,INDA
EWL,EWL,2.0,0.09546539379474694,0.4849696886845913,0~7,0~15%,EWL
JETS,JETS,3.25,12.296296296296294,0.4728461630085148,0~7,0~15%,JETS
ITB,ITB,2.5,6.0118916538207445,0.4703546538090218,0~7,0~15%,ITB
SMH,SMH,7.75,0.3328167922800551,0.46955783897469305,0~7,0~15%,SMH
091170,은행주,2.75,3.4770979605483143,0.40770637361263423,0~7,0~15%,은행주(091170)
VNQ,VNQ,1.0,0.9827247336298806,0.4004749451346427,0~7,0~15%,VNQ
IGV,IGV,9.0,10.250865051903112,0.804766326525389,8~10,0~15%,IGV
XLF,XLF,10.5,11.811328049487745,0.76763969171405,8~10,0~15%,XLF
EWI,EWI,9.5,6.341132587317744,0.7044749704810759,8~10,0~15%,EWI
SPY,SPY,10.5,3.3296531667384777,0.6959802458386217,8~10,0~15%,SPY
VGK,VGK,9.5,3.1433077963046285,0.691489328192052,8~10,0~15%,VGK
XLK,XLK,10.5,3.930571108622627,0.6741188495373877,8~10,0~15%,XLK
XLP,XLP,8.5,1.0866997401370204,0.6544196144171592,8~10,0~15%,XLP
QQQ,QQQ,10.5,0.41986816139731875,0.6519859189318746,8~10,0~15%,QQQ
VWO,VWO,9.5,1.601362862010225,0.6513917742762321,8~10,0~15%,VWO
PAVE,PAVE,9.0,5.078841217455077,0.6510451651754817,8~10,0~15%,PAVE
VUG,VUG,9.0,0.43438500228623056,0.6399149434358444,8~10,0~15%,VUG
