티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
TUR,TUR,-3.25,-3.640086472276216,0.3218108661939363,<0,<0%,TUR
478150,우주방,-3.25,-5.627326472520256,0.292110825034616,<0,<0%,우주방(478150)
ICLN,ICLN,-0.5,-14.203563299046706,0.2710117066880373,<0,<0%,ICLN
0048K0,중로봇,-0.5,-20.18739352640545,0.22102742741074272,<0,<0%,0048K0
UNG,UNG,-4.0,-9.796996153148818,0.21063208705028283,<0,<0%,UNG
446770,톱반도,-1.75,-6.473482121430285,0.21055129525347685,<0,<0%,톱반도(446770)
TAN,TAN,-1.5,-17.726292413696875,0.20807884387484185,<0,<0%,TAN
475050,K팝,-1.25,-21.81719260065288,0.19850671039068146,<0,<0%,K팝(475050)
0038A0,미로봇,-2.0,-14.106412005457026,0.1960450344037486,<0,<0%,0038A0
TLT,TLT,-7.75,-0.3718353240605432,0.18031797185781365,<0,<0%,TLT
455850,반소부,-0.25,-24.48445171849427,0.17428822513151393,<0,<0%,반소부(455850)
IBIT,IBIT,-5.75,-19.299423437697616,0.16273811788673986,<0,<0%,IBIT
453810,인디아,-7.5,-3.2309533306741134,0.15101478812142405,<0,<0%,인디아(453810)
495050,밸류업,-4.25,-11.694174072506701,0.14566618641173942,<0,<0%,밸류업(495050)
371160,항셈테,-7.5,-8.601485148514854,0.12430971002561653,<0,<0%,항셈테(371160)
091160,반도체,-5.0,-18.459745690098362,0.1129622865919922,<0,<0%,반도체(091160)
069500,코스피,-5.5,-11.902730375426618,0.11278284725987568,<0,<0%,코스피(069500)
487230,전력인,-5.0,-23.995656894679694,0.10422566399330181,<0,<0%,전력인(487230)
102970,증권주,-5.25,-31.005536702982674,0.08351192782444415,<0,<0%,증권주(102970)
EWZ,EWZ,-10.75,-5.345308216040245,0.06063714855375747,<0,<0%,EWZ
GLD,GLD,6.0,-2.9380070249885204,0.5994756937069706,0~7,<0%,GLD
SLV,SLV,5.25,-13.945105269398628,0.585045505714442,0~7,<0%,SLV
PDBC,PDBC,7.75,-3.97635543712207,0.5630665966011061,0~7,<0%,PDBC
URA,URA,5.0,-9.553375583034418,0.549487273543615,0~7,<0%,URA
117700,건설주,5.25,-19.63007159904535,0.5306275491839196,0~7,<0%,건설주(117700)
244580,바이오,4.25,-19.46547884187082,0.5241917589566069,0~7,<0%,바이오(244580)
LIT,LIT,5.25,-9.788703791171404,0.5179791790484123,0~7,<0%,LIT
117460,에너지,3.25,-16.542473919523104,0.5056926312887342,0~7,<0%,에너지(117460)
117680,철강주,3.5,-28.130511463844798,0.5029228887670569,0~7,<0%,철강주(117680)
QMOM,QMOM,6.0,-4.265902182828629,0.4864069010772568,0~7,<0%,QMOM
469070,ai로봇,3.5,-27.178864257515944,0.48149037370084885,0~7,<0%,ai로봇(469070)
EIDO,EIDO,4.0,-8.822437453604659,0.4812249643075003,0~7,<0%,EIDO
449450,방산주,2.5,-16.980036297640655,0.47189557575615754,0~7,<0%,방산주(449450)
411060,금현물,2.75,-8.09968847352025,0.4619489581551957,0~7,<0%,금현물(411060)
377990,신재생,4.25,-27.115895016219405,0.44680696386902224,0~7,<0%,신재생(377990)
EWM,EWM,1.75,-2.8061975166223108,0.43785845274855817,0~7,<0%,EWM
305720,이차전,3.0,-26.76056338028169,0.4291915146409894,0~7,<0%,이차전(305720)
EIS,EIS,3.5,-8.765571846404407,0.4286888754268334,0~7,<0%,EIS
SRVR,SRVR,2.0,-8.143600996751898,0.4269115633923881,0~7,<0%,SRVR
FXI,FXI,2.75,-1.8235798673113424,0.41974154934710034,0~7,<0%,FXI
DBA,DBA,3.0,-0.5749186052847244,0.4127532120330788,0~7,<0%,DBA
229200,코스닥,2.25,-22.503293807641633,0.41091125744347934,0~7,<0%,코스닥(229200)
EWY,EWY,2.25,-2.3426156922218833,0.3904653685079091,0~7,<0%,EWY
VNM,VNM,0.75,-7.634185053762089,0.38740813618785847,0~7,<0%,VNM
434730,원자력,1.75,-26.03272111828496,0.38640918352929504,0~7,<0%,원자력(434730)
325020,케모멘,4.0,-4.727746984023473,0.383722687432597,0~7,<0%,케모멘(325020)
CARZ,CARZ,3.5,-6.8280755606412225,0.37472903045501366,0~7,<0%,CARZ
EWH,EWH,0.0,-5.035329554815549,0.35537883631652084,0~7,<0%,EWH
XLC,XLC,1.5,-4.205258010700108,0.35487214779071347,0~7,<0%,XLC
PTF,PTF,1.75,-7.894298625905105,0.3477042671170213,0~7,<0%,PTF
139230,조선주,1.25,-25.46309095935858,0.34416212774498833,0~7,<0%,조선주(139230)
147970,티모멘,1.5,-13.998932194340629,0.3428159734521842,0~7,<0%,티모멘(147970)
0051G0,에셈알,0.0,-12.152991980259099,0.33018189102835455,0~7,<0%,0051G0
REMX,REMX,1.5,-19.74733328682644,0.3237990892903986,0~7,<0%,REMX
091180,자동차,0.25,-23.602884367756893,0.3149695498251131,0~7,<0%,자동차(091180)
ETHA,ETHA,0.25,-14.319812287763368,0.2970478902304353,0~7,<0%,ETHA
0023A0,양자컴,0.0,-18.409586056644876,0.2302605339795206,0~7,<0%,0023A0
EZA,EZA,9.75,-0.5489360388793996,0.6675399516103572,8~10,<0%,EZA
GRID,GRID,8.75,-0.1331922777077721,0.6028889922297063,8~10,<0%,GRID
BOTZ,BOTZ,8.75,-5.545632193133299,0.5985658448684206,8~10,<0%,BOTZ
GMOM,GMOM,13.25,-0.20230867629870142,0.7102991566466706,11+,<0%,GMOM
GUNR,GUNR,11.5,-0.5499945326054023,0.6949501362409601,11+,<0%,GUNR
VNQ,VNQ,-3.5,3.771082878898846,0.27781239613602365,<0,0~15%,VNQ
XLU,XLU,-9.75,0.28298052871338353,0.12573761322472563,<0,0~15%,XLU
INDA,INDA,7.75,4.323810951590867,0.5941313405669728,0~7,0~15%,INDA
EMGF,EMGF,7.25,2.886900735153164,0.5519004272835667,0~7,0~15%,EMGF
EWW,EWW,5.25,0.6041929535086865,0.5119856114188661,0~7,0~15%,EWW
MTUM,MTUM,5.5,5.564582335724189,0.49720892363799213,0~7,0~15%,MTUM
PDP,PDP,5.0,1.1303490090520008,0.4771305553444718,0~7,0~15%,PDP
091170,은행주,6.5,5.136757838559047,0.4586324470011317,0~7,0~15%,은행주(091170)
SMH,SMH,4.5,5.701543871004899,0.44849479815348314,0~7,0~15%,SMH
241180,니케이,5.5,3.903211868068568,0.4249779728841104,0~7,0~15%,니케이(241180)
XLP,XLP,1.5,0.4321311718242793,0.4157716149640463,0~7,0~15%,XLP
XME,XME,10.5,1.7998509139939056,0.7523280560431844,8~10,0~15%,XME
PICK,PICK,10.75,3.019780624288604,0.7383949254504442,8~10,0~15%,PICK
XLE,XLE,10.25,2.424152750782449,0.6853631185099621,8~10,0~15%,XLE
KSA,KSA,10.25,0.33565488560232115,0.6317908906702978,8~10,0~15%,KSA
ENZL,ENZL,9.5,8.361022550614038,0.6304211824930452,8~10,0~15%,ENZL
QQQ,QQQ,9.5,2.4161034837829165,0.5877160893044054,8~10,0~15%,QQQ
449190,나스닥,10.25,0.8142954082786646,0.5785565171909097,8~10,0~15%,나스닥(449190)
IGV,IGV,15.0,13.313902360525631,0.8580075053392622,11+,0~15%,IGV
EWP,EWP,16.0,14.821976047962604,0.8309979064832131,11+,0~15%,EWP
EWG,EWG,16.0,8.86052470366987,0.8299465329770165,11+,0~15%,EWG
SCHD,SCHD,16.0,8.454354208945713,0.8149754167824053,11+,0~15%,SCHD
VTV,VTV,16.0,9.685684522617088,0.8014857813193145,11+,0~15%,VTV
EWC,EWC,16.0,7.886532407478142,0.794755136117775,11+,0~15%,EWC
EFA,EFA,16.0,8.498083192405792,0.7906484478953563,11+,0~15%,EFA
IJH,IJH,16.0,8.511185394703013,0.7900567514871144,11+,0~15%,IJH
COPX,COPX,11.5,8.072201332809282,0.7900123267657139,11+,0~15%,COPX
VYM,VYM,16.0,7.43185659302974,0.7897156739633774,11+,0~15%,VYM
XLB,XLB,16.0,5.721868383766626,0.7892528029567675,11+,0~15%,XLB
VGK,VGK,15.0,9.189548540280533,0.776694243788323,11+,0~15%,VGK
SCZ,SCZ,16.0,4.7305327605278835,0.7757041751412351,11+,0~15%,SCZ
EWJ,EWJ,15.5,8.18316065855238,0.7745618642747155,11+,0~15%,EWJ
XLI,XLI,14.5,9.08628871281547,0.7537246698926876,11+,0~15%,XLI
EWQ,EWQ,13.0,10.351505545770024,0.753006945818698,11+,0~15%,EWQ
IWM,IWM,14.5,9.2974887865495,0.7455681098692989,11+,0~15%,IWM
PAVE,PAVE,14.0,6.6837715272829445,0.7407309097872763,11+,0~15%,PAVE
EWI,EWI,12.5,11.974254413912133,0.7363724056022799,11+,0~15%,EWI
449180,에센피,14.5,3.321364452423703,0.7128488349794294,11+,0~15%,에센피(449180)
THD,THD,14.0,5.681081826265633,0.7109802681435455,11+,0~15%,THD
ARKF,ARKF,15.0,6.104424664463637,0.7092439512049539,11+,0~15%,ARKF
SPY,SPY,13.5,4.869223263789824,0.7082089037598844,11+,0~15%,SPY
XLF,XLF,11.0,13.576503292656007,0.6960486478410501,11+,0~15%,XLF
EWU,EWU,11.0,7.531306252759573,0.6903248732794528,11+,0~15%,EWU
EPHE,EPHE,11.25,7.254092030564729,0.6811738191468596,11+,0~15%,EPHE
HYG,HYG,13.5,1.6787512752944878,0.6738428463617772,11+,0~15%,HYG
VWO,VWO,12.5,3.7165550142799653,0.6721476897780926,11+,0~15%,VWO
XLK,XLK,11.25,7.367179256584855,0.6697478044547329,11+,0~15%,XLK
DIA,DIA,11.0,8.964362809933446,0.664002532136025,11+,0~15%,DIA
EWA,EWA,11.0,5.907333686761418,0.6613592403335471,11+,0~15%,EWA
XLY,XLY,12.5,2.288721479954181,0.6505158809963799,11+,0~15%,XLY
VUG,VUG,12.0,2.0802519033267464,0.6472359198122087,11+,0~15%,VUG
ARKK,ARKK,11.25,8.885178429532449,0.6429487863637827,11+,0~15%,ARKK
ARKW,ARKW,11.5,5.604083738562182,0.6417620512422837,11+,0~15%,ARKW
EWL,EWL,12.0,6.013830489185756,0.6331086814303625,11+,0~15%,EWL
JETS,JETS,7.0,24.726133907965654,0.570686519081303,0~7,15~30%,JETS
EWT,EWT,10.75,16.58632733580001,0.6700100753095135,8~10,15~30%,EWT
KBE,KBE,10.0,15.272032205094256,0.660631582391305,8~10,15~30%,KBE
KRE,KRE,8.5,15.724370348768257,0.6313750468678188,8~10,15~30%,KRE
228790,화장품,15.0,18.619791666666675,0.8936445093115652,11+,15~30%,화장품(228790)
CIBR,CIBR,16.0,27.573234650330257,0.8866418848654503,11+,15~30%,CIBR
IBB,IBB,16.0,19.779471587292676,0.8458329399031729,11+,15~30%,IBB
EWS,EWS,16.0,18.980048976954976,0.8457639451128453,11+,15~30%,EWS
XLV,XLV,15.5,15.427567092543782,0.8286693921623938,11+,15~30%,XLV
GREK,GREK,13.5,18.39041888540054,0.82584696543001,11+,15~30%,GREK
ITA,ITA,14.5,15.78517816302023,0.8064452733115782,11+,15~30%,ITA
SVXY,SVXY,16.0,17.12089189510109,0.7692240411792354,11+,15~30%,SVXY
XBI,XBI,13.0,21.574566519655637,0.7184172643120752,11+,15~30%,XBI
ITB,ITB,11.25,15.841110140020099,0.6596425109891232,11+,15~30%,ITB
