티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
495050,밸류업,-0.5,-12.353094802820575,0.47326283706015737,<0,<0%,밸류업(495050)
XLP,XLP,-0.25,-1.0644519826880305,0.4157594973394588,<0,<0%,XLP
434730,원자력,-1.5,-11.272495394643611,0.4032505228307515,<0,<0%,원자력(434730)
147970,티모멘,-1.25,-15.103790147681506,0.3633289924151099,<0,<0%,티모멘(147970)
446770,톱반도,-2.0,-13.439083498567971,0.34694551827615433,<0,<0%,톱반도(446770)
LIT,LIT,-3.75,-3.0833551084400335,0.33972545895804224,<0,<0%,LIT
CARZ,CARZ,-4.75,-1.6858086003777806,0.321459044341724,<0,<0%,CARZ
MTUM,MTUM,-5.25,-0.01967729240456295,0.3171183960369996,<0,<0%,MTUM
SMH,SMH,-4.0,-0.6831199313376835,0.31027200747930056,<0,<0%,SMH
475050,K팝,-1.75,-13.710162357185807,0.29895002288447486,<0,<0%,K팝(475050)
241180,니케이,-4.0,-7.227001985440107,0.29234064374269153,<0,<0%,니케이(241180)
377990,신재생,-3.0,-19.529719137818425,0.2761641511759795,<0,<0%,신재생(377990)
XLU,XLU,-7.5,-2.090909090909099,0.2757618378552591,<0,<0%,XLU
PDP,PDP,-7.25,-1.7605887870697723,0.26838104199942336,<0,<0%,PDP
HYG,HYG,-7.25,-0.39008430854410303,0.2663609372117424,<0,<0%,HYG
VNQ,VNQ,-6.5,-1.6994266994267093,0.256488087900489,<0,<0%,VNQ
BOTZ,BOTZ,-6.25,-0.8002207505518721,0.2564520328681895,<0,<0%,BOTZ
139230,조선주,-4.25,-18.436934218467105,0.2432649403021741,<0,<0%,조선주(139230)
EPHE,EPHE,-6.0,-1.1414594374235643,0.23988297928791616,<0,<0%,EPHE
GRID,GRID,-8.0,-1.3774863628850054,0.23159509937319747,<0,<0%,GRID
REMX,REMX,-6.5,-11.124163044755075,0.22980942059559847,<0,<0%,REMX
ICLN,ICLN,-7.5,-10.52366565961732,0.21891147603980632,<0,<0%,ICLN
TLT,TLT,-9.5,-3.1456173421300693,0.21795417718545088,<0,<0%,TLT
QMOM,QMOM,-7.75,-1.6080664612086237,0.20223960880617067,<0,<0%,QMOM
411060,금현물,-8.75,-4.927330733782343,0.18240921308501418,<0,<0%,금현물(411060)
PAVE,PAVE,-8.5,-0.25316455696202667,0.18187021831953562,<0,<0%,PAVE
229200,코스닥,-6.5,-21.84290868720511,0.1621702488293335,<0,<0%,코스닥(229200)
487230,전력인,-6.0,-19.910240718074256,0.16162933955996672,<0,<0%,전력인(487230)
102970,증권주,-7.5,-24.154886293792256,0.1514237412830673,<0,<0%,증권주(102970)
SRVR,SRVR,-12.0,-7.585373224539149,0.1236763488749877,<0,<0%,SRVR
0051G0,에셈알,-9.75,-9.251700680272112,0.1200815199819477,<0,<0%,0051G0
PTF,PTF,-8.25,-16.143751177344747,0.11825861426585339,<0,<0%,PTF
469070,ai로봇,-8.25,-23.456790123456795,0.11478599722742822,<0,<0%,ai로봇(469070)
0038A0,미로봇,-10.0,-17.435320584926885,0.07678104513695262,<0,<0%,0038A0
453810,인디아,-12.0,-9.900199600798398,0.06789205396482317,<0,<0%,인디아(453810)
091180,자동차,-11.0,-25.634414438865516,0.05316115720688009,<0,<0%,자동차(091180)
TAN,TAN,-11.0,-18.796484110885725,0.045753088866127,<0,<0%,TAN
0023A0,양자컴,-9.5,-32.227279400969024,0.037707825732991224,<0,<0%,0023A0
244580,바이오,-11.5,-16.326530612244895,0.02437825263264409,<0,<0%,바이오(244580)
449450,방산주,-11.0,-18.59549677216187,0.02345371164174619,<0,<0%,방산주(449450)
371160,항셈테,-12.0,-16.6030534351145,0.015425900066746295,<0,<0%,항셈테(371160)
478150,우주방,-12.0,-21.97195070123247,0.0,<0,<0%,우주방(478150)
0048K0,중로봇,-12.0,-25.758969641214346,0.0,<0,<0%,0048K0
117700,건설주,6.5,-0.06734006734007147,0.6068465133575903,0~7,<0%,건설주(117700)
325020,케모멘,7.25,-5.310431768042867,0.5850687950154985,0~7,<0%,케모멘(325020)
UNG,UNG,3.5,-8.492201039861335,0.5586804954510177,0~7,<0%,UNG
117460,에너지,5.75,-7.6523994811932505,0.49770903610887524,0~7,<0%,에너지(117460)
069500,코스피,0.75,-11.831824862690487,0.49766511232767885,0~7,<0%,코스피(069500)
455850,반소부,2.25,-24.210526315789473,0.48712500000000003,0~7,<0%,반소부(455850)
091160,반도체,1.5,-18.830745525660774,0.4837558904659652,0~7,<0%,반도체(091160)
117680,철강주,2.25,-7.28260869565217,0.4433549567291206,0~7,<0%,철강주(117680)
305720,이차전,1.5,-13.982558139534884,0.38720984037636746,0~7,<0%,이차전(305720)
THD,THD,-0.25,1.5076071922544898,0.4390272757917964,<0,0~15%,THD
SLV,SLV,-1.75,3.7460978147762836,0.41856946298261444,<0,0~15%,SLV
GLD,GLD,-0.5,8.593624859843029,0.4184039677773714,<0,0~15%,GLD
CIBR,CIBR,-0.25,13.621621621621616,0.41106981849694946,<0,0~15%,CIBR
VGK,VGK,-1.0,5.825354712192876,0.4005196134351889,<0,0~15%,VGK
TUR,TUR,-0.5,1.7375518672199108,0.40029521130359197,<0,0~15%,TUR
EWI,EWI,-1.0,5.455165359699965,0.3812055379036705,<0,0~15%,EWI
EWL,EWL,-2.25,3.3562540929928053,0.3744464579228697,<0,0~15%,EWL
IWM,IWM,-3.5,4.949477043077466,0.3368699459384358,<0,0~15%,IWM
EWM,EWM,-4.5,1.845151953690305,0.3217352654611833,<0,0~15%,EWM
IJH,IJH,-3.75,2.9871011541072523,0.3190794190177775,<0,0~15%,IJH
EWQ,EWQ,-5.5,0.9500662836942064,0.2604422127430954,<0,0~15%,EWQ
XLY,XLY,-5.5,1.2512115604899066,0.2586959198341899,<0,0~15%,XLY
XLI,XLI,-6.75,3.3066132264529147,0.2328937988805789,<0,0~15%,XLI
JETS,JETS,-6.75,5.688073394495419,0.1686085582621666,<0,0~15%,JETS
ITB,ITB,-8.5,0.34191687146061245,0.16592978386324203,<0,0~15%,ITB
ITA,ITA,-9.5,0.32907902343577433,0.11748353004452357,<0,0~15%,ITA
