티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
455850,반소부,-2.5,-14.29840142095915,0.4256568635991739,<0,<0%,반소부(455850)
XLP,XLP,-0.25,-0.3779789815577361,0.40413285737896454,<0,<0%,XLP
091160,반도체,-3.25,-18.31413578005875,0.40134868932990997,<0,<0%,반도체(091160)
069500,코스피,-3.25,-14.60075124197262,0.368692966730588,<0,<0%,코스피(069500)
117700,건설주,-0.75,-6.99790062981106,0.34481214217025835,<0,<0%,건설주(117700)
LIT,LIT,-3.25,-2.666740745857321,0.3378989654258261,<0,<0%,LIT
CARZ,CARZ,-4.75,-1.6865326343987186,0.3076166069685798,<0,<0%,CARZ
SMH,SMH,-4.0,-0.6831135489586138,0.2955916757965847,<0,<0%,SMH
TLT,TLT,-7.0,-2.0222885645604705,0.28521236060248845,<0,<0%,TLT
495050,밸류업,-4.75,-13.014736262222836,0.27699563854088655,<0,<0%,밸류업(495050)
XLU,XLU,-7.0,-1.4657079380596238,0.2728547136783883,<0,<0%,XLU
475050,K팝,-4.0,-7.891246684350128,0.26593388862871986,<0,<0%,K팝(475050)
VNQ,VNQ,-5.5,-0.8330146755406997,0.2619440269587096,<0,<0%,VNQ
411060,금현물,-6.5,-3.6382903567643954,0.25551039573416123,<0,<0%,금현물(411060)
377990,신재생,-4.5,-20.36911615306468,0.25487164097130593,<0,<0%,신재생(377990)
PDP,PDP,-7.25,-1.7605905951951772,0.25369513888532325,<0,<0%,PDP
147970,티모멘,-4.75,-14.929125434608181,0.24157077957537265,<0,<0%,티모멘(147970)
BOTZ,BOTZ,-6.25,-0.7506095088648634,0.2391659104717915,<0,<0%,BOTZ
229200,코스닥,-7.25,-16.54589371980676,0.22628409918069695,<0,<0%,코스닥(229200)
REMX,REMX,-6.5,-11.124155875534669,0.2160887911092372,<0,<0%,REMX
GRID,GRID,-8.0,-0.9796191869588688,0.21565448150859587,<0,<0%,GRID
434730,원자력,-5.75,-16.911548633558628,0.21135012182681934,<0,<0%,원자력(434730)
ICLN,ICLN,-7.5,-10.283511329590834,0.2036882189323172,<0,<0%,ICLN
SRVR,SRVR,-10.25,-5.6167441207702336,0.18656979598807757,<0,<0%,SRVR
QMOM,QMOM,-7.75,-1.6080613353045892,0.18584795946975477,<0,<0%,QMOM
PAVE,PAVE,-8.5,-0.07824514175963637,0.16461630705535038,<0,<0%,PAVE
446770,톱반도,-8.5,-15.190662360473684,0.15443282566134806,<0,<0%,톱반도(446770)
0051G0,에셈알,-10.5,-10.317997293640058,0.1290473914836486,<0,<0%,0051G0
241180,니케이,-9.5,-8.15217391304348,0.1270776928274046,<0,<0%,니케이(241180)
139230,조선주,-9.0,-21.37759851070431,0.10448957508299508,<0,<0%,조선주(139230)
PTF,PTF,-8.25,-16.141994629274294,0.09883929020549391,<0,<0%,PTF
469070,ai로봇,-10.0,-19.521912350597614,0.09191824544881519,<0,<0%,ai로봇(469070)
244580,바이오,-11.0,-13.619696176008379,0.08450364718442764,<0,<0%,바이오(244580)
102970,증권주,-10.5,-22.353446424736955,0.07381340240061568,<0,<0%,증권주(102970)
453810,인디아,-12.0,-8.230616302186878,0.07259325673266195,<0,<0%,인디아(453810)
0038A0,미로봇,-11.0,-17.16375914462578,0.059819907263002514,<0,<0%,0038A0
449450,방산주,-11.0,-16.60558677416728,0.05552423372631949,<0,<0%,방산주(449450)
091180,자동차,-10.5,-22.5925925925926,0.050829028456603004,<0,<0%,자동차(091180)
TAN,TAN,-11.0,-18.79648235389777,0.02565993561994833,<0,<0%,TAN
487230,전력인,-10.5,-22.174270448006574,0.025483928241419852,<0,<0%,전력인(487230)
0023A0,양자컴,-10.5,-29.45415516712665,0.02247053248296562,<0,<0%,0023A0
371160,항셈테,-12.0,-14.29479034307497,0.016833518253882046,<0,<0%,항셈테(371160)
478150,우주방,-12.0,-18.294026890015424,0.004951843095115391,<0,<0%,우주방(478150)
0048K0,중로봇,-12.0,-29.47092260603411,0.0,<0,<0%,0048K0
117460,에너지,3.5,-2.6748971193415683,0.562757656778869,0~7,<0%,에너지(117460)
UNG,UNG,3.5,-8.492197101177156,0.5546815297721153,0~7,<0%,UNG
305720,이차전,3.0,-9.029690847872661,0.5288119290948984,0~7,<0%,이차전(305720)
117680,철강주,1.0,-4.584742577978207,0.4678897488348051,0~7,<0%,철강주(117680)
325020,케모멘,3.0,-3.542009884678743,0.4323915899122368,0~7,<0%,케모멘(325020)
SLV,SLV,-1.75,3.746097560055839,0.41165898369403864,<0,0~15%,SLV
GLD,GLD,-0.5,8.593625819674177,0.40947858672516313,<0,0~15%,GLD
CIBR,CIBR,-0.25,13.71932100261879,0.3964888970033712,<0,0~15%,CIBR
VGK,VGK,-1.0,7.266713946092529,0.39178757990621615,<0,0~15%,VGK
EWI,EWI,-1.0,7.53605185637003,0.3729476772963111,<0,0~15%,EWI
EWL,EWL,-2.25,5.184227708904521,0.3649416908619454,<0,0~15%,EWL
EWM,EWM,-2.0,3.957536810425921,0.3589043095107118,<0,0~15%,EWM
IWM,IWM,-3.5,5.1990680984225435,0.3237199278298334,<0,0~15%,IWM
IJH,IJH,-3.75,3.2437128607121224,0.30513872724543223,<0,0~15%,IJH
MTUM,MTUM,-5.25,0.09077617840704821,0.3031816374150014,<0,0~15%,MTUM
EWQ,EWQ,-4.75,3.360027904731444,0.2640437571193666,<0,0~15%,EWQ
EPHE,EPHE,-5.0,0.7937777641067401,0.24599919789674873,<0,0~15%,EPHE
XLY,XLY,-5.5,1.452978752612366,0.24347346211027981,<0,0~15%,XLY
XLI,XLI,-6.75,3.560783079081209,0.2164810549043432,<0,0~15%,XLI
JETS,JETS,-6.75,5.688070594717609,0.1642759670017863,<0,0~15%,JETS
ITB,ITB,-8.5,0.5067563981445034,0.14813134233682088,<0,0~15%,ITB
