티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
UNG,UNG,-3.0,-10.221465076660996,0.49790124987839046,<0,<0%,UNG
305720,이차전,-2.75,-11.070889894419311,0.4149311542354399,<0,<0%,이차전(305720)
434730,원자력,-0.25,-17.760563380281692,0.41290579334777944,<0,<0%,원자력(434730)
EIS,EIS,-3.75,-0.28462226559322623,0.4094360379139755,<0,<0%,EIS
455850,반소부,-2.5,-22.22222222222222,0.38138350399345283,<0,<0%,반소부(455850)
VNM,VNM,-4.0,-5.122615803814723,0.38126857789749574,<0,<0%,VNM
EMGF,EMGF,-0.5,-6.9865541787503265,0.3807367233032362,<0,<0%,EMGF
VWO,VWO,-3.5,-2.5506006253085522,0.3590558579679351,<0,<0%,VWO
COPX,COPX,-1.0,-1.0411792232101091,0.3585601561616888,<0,<0%,COPX
KSA,KSA,-4.25,-3.0569948186528473,0.3445145297266885,<0,<0%,KSA
091160,반도체,-4.0,-33.42536303060872,0.341882923094486,<0,<0%,반도체(091160)
069500,코스피,-4.0,-28.634019749924168,0.3200193649708564,<0,<0%,코스피(069500)
PICK,PICK,-4.5,-2.3525671594341047,0.3149210030330176,<0,<0%,PICK
449190,나스닥,-6.5,-4.9423035053342,0.3079404220946555,<0,<0%,나스닥(449190)
495050,밸류업,-4.5,-25.643143733773897,0.29845067047382656,<0,<0%,밸류업(495050)
117460,에너지,-4.75,-5.177206393328704,0.2932914185263465,<0,<0%,에너지(117460)
QQQ,QQQ,-5.75,-4.871594069833385,0.28814484601075474,<0,<0%,QQQ
HYG,HYG,-8.0,-2.0372453443319727,0.2823706337199507,<0,<0%,HYG
ICLN,ICLN,-4.5,-17.345971563981045,0.25710604688198935,<0,<0%,ICLN
EWW,EWW,-9.75,-4.267425320056894,0.25102351143134977,<0,<0%,EWW
CARZ,CARZ,-4.5,-13.596026092524415,0.23799118653705068,<0,<0%,CARZ
XLB,XLB,-9.5,-2.0845396641575142,0.23729004807698084,<0,<0%,XLB
VNQ,VNQ,-9.0,-1.5278359146086329,0.23557046538642182,<0,<0%,VNQ
MTUM,MTUM,-4.25,-11.523691362401035,0.2350125024265829,<0,<0%,MTUM
139230,조선주,-6.0,-22.684766214177976,0.2329074900098976,<0,<0%,조선주(139230)
EWL,EWL,-9.0,-1.760965269851622,0.22501566307525,<0,<0%,EWL
INDA,INDA,-9.0,-4.01371520774505,0.22271767274894486,<0,<0%,INDA
IWM,IWM,-7.5,-3.5353022768023212,0.21994416934532263,<0,<0%,IWM
147970,티모멘,-6.75,-25.112450952244238,0.21940817277875901,<0,<0%,티모멘(147970)
