티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
XLC,XLC,-2.25,-0.6150280773687511,0.4900888990040492,<0,<0%,XLC
475050,K팝,-0.25,-17.42424242424242,0.482431676840257,<0,<0%,K팝(475050)
EWW,EWW,-0.75,-3.227880658436222,0.4233899296260193,<0,<0%,EWW
VGK,VGK,-3.0,-0.5007232669411388,0.37999935260548234,<0,<0%,VGK
GLD,GLD,-3.25,-0.047913251796749545,0.36277116958812966,<0,<0%,GLD
INDA,INDA,-3.25,-2.3345513601299217,0.353333162911734,<0,<0%,INDA
XLU,XLU,-3.25,-4.962002682163613,0.34996902526266027,<0,<0%,XLU
UNG,UNG,-4.5,-10.84864391951006,0.3367514900641633,<0,<0%,UNG
IWM,IWM,-3.25,-2.35541677979908,0.3356006523884947,<0,<0%,IWM
FXI,FXI,-5.5,-2.1646254628310935,0.3261089215478856,<0,<0%,FXI
XLB,XLB,-5.0,-3.314285714285714,0.3237227017995673,<0,<0%,XLB
PDP,PDP,-2.0,-10.02215211116333,0.32123853348085646,<0,<0%,PDP
377990,신재생,-0.25,-25.686542254589597,0.3188149587344965,<0,<0%,신재생(377990)
EPHE,EPHE,-3.75,-7.498087222647287,0.3154660244433622,<0,<0%,EPHE
SLV,SLV,-3.0,-9.40601859146053,0.31504524787692206,<0,<0%,SLV
IJH,IJH,-4.0,-3.0199579831932777,0.31430806785687504,<0,<0%,IJH
GRID,GRID,-2.25,-7.9033515198752795,0.30924175804168796,<0,<0%,GRID
HYG,HYG,-8.0,-1.7741129435282388,0.30677007787632854,<0,<0%,HYG
XLP,XLP,-7.75,-2.7959756668226476,0.2937633331571862,<0,<0%,XLP
TLT,TLT,-9.0,-5.762949136724216,0.271076288146643,<0,<0%,TLT
QMOM,QMOM,-4.0,-9.038831807490233,0.2667094695685263,<0,<0%,QMOM
EWL,EWL,-7.25,-2.237354085603116,0.25862491026631074,<0,<0%,EWL
VNQ,VNQ,-9.0,-3.7824575751379985,0.2578519626943055,<0,<0%,VNQ
EWQ,EWQ,-7.0,-2.469945355191261,0.2560444438588573,<0,<0%,EWQ
PTF,PTF,-1.0,-25.97808984633483,0.2348759223643252,<0,<0%,PTF
XLY,XLY,-9.0,-5.574765961035677,0.22158924037497715,<0,<0%,XLY
BOTZ,BOTZ,-5.5,-9.124183006535958,0.2198833140523045,<0,<0%,BOTZ
LIT,LIT,-8.0,-14.593244529019977,0.20993427294740882,<0,<0%,LIT
241180,니케이,-4.75,-16.362281028699222,0.2059347744299891,<0,<0%,니케이(241180)
XLI,XLI,-7.75,-4.550033579583612,0.20146499501367318,<0,<0%,XLI
PAVE,PAVE,-7.0,-8.26886711363246,0.19217625265392274,<0,<0%,PAVE
469070,ai로봇,-5.0,-22.608695652173914,0.1795079414623613,<0,<0%,ai로봇(469070)
229200,코스닥,-6.75,-24.018665934669226,0.1758208779249352,<0,<0%,코스닥(229200)
SRVR,SRVR,-10.25,-11.153846153846148,0.1578223793247087,<0,<0%,SRVR
102970,증권주,-6.75,-26.073682067982908,0.15617792169797368,<0,<0%,증권주(102970)
411060,금현물,-12.0,-9.109624292331443,0.14488302588436375,<0,<0%,금현물(411060)
JETS,JETS,-7.5,-8.60144451739987,0.13349618638177355,<0,<0%,JETS
REMX,REMX,-9.75,-25.2554443182991,0.12145711788145108,<0,<0%,REMX
ITB,ITB,-10.0,-9.135853331960043,0.11530882080664115,<0,<0%,ITB
0038A0,미로봇,-9.5,-20.40983606557377,0.11363259955400537,<0,<0%,0038A0
487230,전력인,-4.75,-26.94610778443114,0.11075388884273968,<0,<0%,전력인(487230)
0051G0,에셈알,-9.0,-18.121231355125357,0.10609416261352055,<0,<0%,0051G0
TAN,TAN,-8.25,-24.97607655502393,0.09212770863408998,<0,<0%,TAN
449450,방산주,-7.25,-27.60492795990812,0.08453058084933221,<0,<0%,방산주(449450)
0023A0,양자컴,-7.0,-34.28196147110333,0.07662186775210708,<0,<0%,0023A0
453810,인디아,-12.0,-14.938080495356033,0.07206820168508248,<0,<0%,인디아(453810)
ITA,ITA,-11.5,-8.037068239258637,0.06431131873416057,<0,<0%,ITA
091180,자동차,-10.0,-27.72290443139349,0.05588749971649496,<0,<0%,자동차(091180)
371160,항셈테,-12.0,-17.089018843404812,0.027009501090553372,<0,<0%,항셈테(371160)
478150,우주방,-12.0,-23.57066950053135,0.007413813267032076,<0,<0%,우주방(478150)
244580,바이오,-12.0,-23.463957426221583,0.007237538472100022,<0,<0%,바이오(244580)
0048K0,중로봇,-12.0,-29.755434782608692,0.0,<0,<0%,0048K0
VNM,VNM,5.0,-0.6622516556291425,0.6181224768315577,0~7,<0%,VNM
