티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
ARKF,ARKF,-0.5,-0.6622487875614147,0.5024432383402804,<0,<0%,ARKF
QMOM,QMOM,-1.5,-1.3150309324555187,0.4861885603866122,<0,<0%,QMOM
BOTZ,BOTZ,-0.5,-6.832671248700528,0.4835879856734297,<0,<0%,BOTZ
XME,XME,-2.25,-10.435822361518966,0.47742709394024146,<0,<0%,XME
EIS,EIS,-2.25,-8.46991688559584,0.4723745091625525,<0,<0%,EIS
XLC,XLC,-2.5,-4.301007930110245,0.44734137658407563,<0,<0%,XLC
371160,항셈테,-2.5,-5.9509202453987715,0.4041023260219386,<0,<0%,항셈테(371160)
VNM,VNM,-2.0,-9.528691427933788,0.39109711315820633,<0,<0%,VNM
IBIT,IBIT,-2.0,-19.845819016315648,0.38674486955533677,<0,<0%,IBIT
URA,URA,-2.25,-24.475643536939128,0.37595145343090536,<0,<0%,URA
453810,인디아,-2.75,-1.9261006289308158,0.37525000253944496,<0,<0%,인디아(453810)
PTF,PTF,-3.0,-7.052152441058846,0.36612774855283653,<0,<0%,PTF
117680,철강주,-2.25,-35.932203389830505,0.3306627258083739,<0,<0%,철강주(117680)
GLD,GLD,-4.0,-13.324682632876383,0.329707494436745,<0,<0%,GLD
ARKK,ARKK,-4.5,-1.5013450075241463,0.3277763075827924,<0,<0%,ARKK
117700,건설주,-1.25,-32.93256664924202,0.3254406169431906,<0,<0%,건설주(117700)
SLV,SLV,-3.5,-24.804467458127565,0.3169778849710452,<0,<0%,SLV
325020,케모멘,-3.5,-4.304089709762538,0.2954213724344848,<0,<0%,케모멘(325020)
EWY,EWY,-5.25,-3.173974885630304,0.2797567213980416,<0,<0%,EWY
ICLN,ICLN,-6.0,-10.72189990173552,0.27574806917900146,<0,<0%,ICLN
TUR,TUR,-9.75,-9.04383679277031,0.2685496804373165,<0,<0%,TUR
XLU,XLU,-8.75,-1.6142158749223312,0.2583786058447048,<0,<0%,XLU
