티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
478150,우주방,-2.0,-3.941541186891051,0.37051275694917535,<0,<0%,우주방(478150)
EWH,EWH,-1.75,-4.6151808514276915,0.35490379728818383,<0,<0%,EWH
ICLN,ICLN,-0.25,-13.693019572625719,0.34096513286875635,<0,<0%,ICLN
ETHA,ETHA,-5.0,-11.06250286102295,0.2657505127271566,<0,<0%,ETHA
TAN,TAN,-1.5,-16.195494794440158,0.2595541760676094,<0,<0%,TAN
0048K0,중로봇,-0.5,-21.032745591939552,0.2470650424943423,<0,<0%,0048K0
0038A0,미로봇,-1.0,-11.574846967167506,0.24051851602849894,<0,<0%,0038A0
UNG,UNG,-2.75,-13.60485008677692,0.24037357688943423,<0,<0%,UNG
TLT,TLT,-7.5,-0.0043969394345588775,0.22469496035970402,<0,<0%,TLT
495050,밸류업,-1.25,-8.935629587803506,0.21809450929680987,<0,<0%,밸류업(495050)
069500,코스피,-2.0,-8.969789545145957,0.19897716480248986,<0,<0%,코스피(069500)
091160,반도체,-2.0,-15.504273504273502,0.176194760175025,<0,<0%,반도체(091160)
453810,인디아,-9.5,-1.5776699029126262,0.16252662758743983,<0,<0%,인디아(453810)
487230,전력인,-3.25,-19.199255121042835,0.1553781580884008,<0,<0%,전력인(487230)
371160,항셈테,-9.0,-6.056782334384858,0.1443858184777657,<0,<0%,항셈테(371160)
102970,증권주,-2.25,-29.593318809005087,0.1375848932923043,<0,<0%,증권주(102970)
475050,K팝,-3.25,-24.215246636771305,0.1259195859994499,<0,<0%,K팝(475050)
IBIT,IBIT,-10.5,-17.57408207146568,0.11086266537243905,<0,<0%,IBIT
EWZ,EWZ,-11.5,-7.20879439710107,0.09216148733159142,<0,<0%,EWZ
URA,URA,5.25,-7.046015373198545,0.6170664441802852,0~7,<0%,URA
GLD,GLD,5.5,-4.653108419928531,0.6092899908368888,0~7,<0%,GLD
