티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
GRID,GRID,-2.25,-4.655980167786733,0.3916700624714332,<0,<0%,GRID
HYG,HYG,-3.5,-0.918577490263639,0.3279716840514101,<0,<0%,HYG
QMOM,QMOM,-4.0,-5.4580859191809665,0.30615280589529553,<0,<0%,QMOM
434730,원자력,-1.0,-10.652290280645405,0.30330200890566816,<0,<0%,원자력(434730)
241180,니케이,-1.0,-14.976208364638122,0.3013687995673075,<0,<0%,니케이(241180)
ICLN,ICLN,-3.25,-12.374241389946794,0.2837578619493998,<0,<0%,ICLN
147970,티모멘,-3.5,-16.23113728376886,0.2724640732960842,<0,<0%,티모멘(147970)
BOTZ,BOTZ,-6.0,-4.259358841093752,0.2674867564747667,<0,<0%,BOTZ
DIA,DIA,-5.5,-1.0774159298601371,0.2652581999415976,<0,<0%,DIA
305720,이차전,-6.25,-10.747663551401864,0.26092395608584446,<0,<0%,이차전(305720)
VNM,VNM,-5.25,-5.6644928156537215,0.2551702681660732,<0,<0%,VNM
469070,ai로봇,-4.5,-6.3036020583190355,0.24794434099874543,<0,<0%,ai로봇(469070)
TLT,TLT,-6.5,-6.926040993815896,0.2339981966029662,<0,<0%,TLT
475050,K팝,-7.0,-10.491803278688527,0.23018956119514994,<0,<0%,K팝(475050)
377990,신재생,-5.0,-12.004144464179989,0.21924596119878062,<0,<0%,신재생(377990)
JETS,JETS,-3.0,-14.600972078908415,0.21638997628943213,<0,<0%,JETS
INDA,INDA,-7.25,-2.2976841421375793,0.21613745400328355,<0,<0%,INDA
XLI,XLI,-6.5,-5.873526898304382,0.2133185164066116,<0,<0%,XLI
XLP,XLP,-7.25,-2.051554394821009,0.21107739644025084,<0,<0%,XLP
KBE,KBE,-6.5,-4.889047317374295,0.2090766785635848,<0,<0%,KBE
139230,조선주,-5.0,-15.50459321921882,0.20376848637732772,<0,<0%,조선주(139230)
PAVE,PAVE,-6.5,-9.103291224475162,0.20344833174695987,<0,<0%,PAVE
0048K0,중로봇,-4.25,-21.951698409581777,0.20340516774794606,<0,<0%,0048K0
SRVR,SRVR,-7.0,-7.53142013075363,0.2000842729706518,<0,<0%,SRVR
EWL,EWL,-6.0,-4.553361372514209,0.1969990966449032,<0,<0%,EWL
IWM,IWM,-7.25,-5.456626353003835,0.18932484351645354,<0,<0%,IWM
KSA,KSA,-9.0,-1.6137582610147083,0.18715109970287216,<0,<0%,KSA
XLY,XLY,-7.25,-3.0395190831034147,0.18506610345005203,<0,<0%,XLY
411060,금현물,-4.75,-3.717135086128742,0.1836401090139942,<0,<0%,금현물(411060)
IJH,IJH,-9.5,-4.280206691494126,0.18254712612880344,<0,<0%,IJH
EWW,EWW,-8.0,-3.5470368894041537,0.18038532305800895,<0,<0%,EWW
KRE,KRE,-8.5,-5.309908104436123,0.17918058892523953,<0,<0%,KRE
XLB,XLB,-8.5,-2.1097144184638483,0.1774732649161585,<0,<0%,XLB
371160,항셈테,-4.0,-13.020134228187919,0.1741608725186815,<0,<0%,항셈테(371160)
453810,인디아,-5.5,-15.392805536542697,0.1687706434842074,<0,<0%,인디아(453810)
EWQ,EWQ,-8.5,-3.40933620380095,0.15248497587241014,<0,<0%,EWQ
449450,방산주,-5.25,-16.54009847283652,0.14494697868128395,<0,<0%,방산주(449450)
102970,증권주,-8.5,-17.207641658165628,0.1399697452613017,<0,<0%,증권주(102970)
TUR,TUR,-9.0,-4.362242477529055,0.1286365116221459,<0,<0%,TUR
VNQ,VNQ,-9.5,-7.317321733746107,0.11032748280886924,<0,<0%,VNQ
URA,URA,-9.5,-3.6705631303515895,0.10522298051476825,<0,<0%,URA
LIT,LIT,-8.25,-7.9690420434608615,0.10388688811708012,<0,<0%,LIT
478150,우주방,-6.5,-21.2478184991274,0.10252527218585407,<0,<0%,우주방(478150)
EPHE,EPHE,-11.0,-6.40973609800104,0.08589417860598862,<0,<0%,EPHE
TAN,TAN,-9.25,-20.75637564428796,0.07652507347197383,<0,<0%,TAN
ITA,ITA,-10.5,-10.43868333925534,0.06799843901091164,<0,<0%,ITA
ITB,ITB,-9.75,-13.879267405491014,0.06557488997059503,<0,<0%,ITB
XLU,XLU,-12.0,-13.328399867882712,0.051325269457750386,<0,<0%,XLU
0051G0,에셈알,-9.0,-20.59864821371098,0.0479139288228114,<0,<0%,0051G0
REMX,REMX,-9.0,-20.536226619383758,0.04745986044867987,<0,<0%,REMX
244580,바이오,-10.0,-20.528455284552848,0.03123876910153569,<0,<0%,바이오(244580)
091180,자동차,-11.5,-18.65974363134837,0.013759799108304941,<0,<0%,자동차(091180)
0038A0,미로봇,4.5,-12.946303849807228,0.5759172288472113,0~7,<0%,0038A0
446770,톱반도,6.5,-16.980803507406115,0.5746509431866482,0~7,<0%,톱반도(446770)
069500,코스피,7.75,-16.89070074922874,0.5646909597660629,0~7,<0%,코스피(069500)
UNG,UNG,2.25,-4.899391116928642,0.5617228669784845,0~7,<0%,UNG
PTF,PTF,4.75,-14.16216942594618,0.5563633655645662,0~7,<0%,PTF
CARZ,CARZ,3.0,-4.892537584233459,0.5307243078258281,0~7,<0%,CARZ
495050,밸류업,6.25,-14.54677603571799,0.5183915390014099,0~7,<0%,밸류업(495050)
PDP,PDP,2.0,-6.388325503837855,0.5086367800427778,0~7,<0%,PDP
325020,케모멘,3.5,-2.51342927249818,0.4570876209619407,0~7,<0%,케모멘(325020)
0023A0,양자컴,3.5,-22.514215460273558,0.4481085285336227,0~7,<0%,0023A0
487230,전력인,2.75,-24.483944954128447,0.44191073991552354,0~7,<0%,전력인(487230)
229200,코스닥,0.25,-15.320167564332731,0.3566431981177262,0~7,<0%,코스닥(229200)
XBI,XBI,0.0,-0.11585012801748062,0.32722745720827884,0~7,<0%,XBI
SMH,SMH,10.5,-4.837179700145644,0.725998715383553,8~10,<0%,SMH
MTUM,MTUM,9.0,-2.5022971409560224,0.7054598945265587,8~10,<0%,MTUM
455850,반소부,9.0,-2.895991523927244,0.6634874418124976,8~10,<0%,반소부(455850)
091160,반도체,9.75,-16.97466071375773,0.6286657085598378,8~10,<0%,반도체(091160)
EWY,EWY,8.25,-6.000003090387662,0.5811824430723611,8~10,<0%,EWY
EWS,EWS,-1.75,11.733160966477785,0.43022205761411897,<0,0~15%,EWS
SCZ,SCZ,-0.25,3.505351904878462,0.4041683216561242,<0,0~15%,SCZ
117460,에너지,-3.75,1.9039857756704803,0.3865532279516037,<0,0~15%,에너지(117460)
117680,철강주,-0.25,4.609475032010235,0.3675651871477437,<0,0~15%,철강주(117680)
EWH,EWH,-2.5,6.359754019916086,0.34125700542587944,<0,0~15%,EWH
EFA,EFA,-1.75,1.304984188826075,0.34013557294059954,<0,0~15%,EFA
EWP,EWP,-1.5,1.8909318597682967,0.33092654346991107,<0,0~15%,EWP
EWC,EWC,-2.0,3.7571747857874094,0.32292970393994963,<0,0~15%,EWC
SCHD,SCHD,-3.5,5.059380878177078,0.3137021649455217,<0,0~15%,SCHD
EWU,EWU,-3.0,2.036833359976975,0.3049316714137022,<0,0~15%,EWU
VTV,VTV,-5.0,1.0165306226967985,0.29779878587882636,<0,0~15%,VTV
EWI,EWI,-3.0,1.8163294815747966,0.29728654362725593,<0,0~15%,EWI
PICK,PICK,-1.5,5.814359557995319,0.2959055495602335,<0,0~15%,PICK
COPX,COPX,-0.75,14.906259881118844,0.2948931064996945,<0,0~15%,COPX
FXI,FXI,-5.75,8.35699023143941,0.2904331804822152,<0,0~15%,FXI
EZA,EZA,-0.75,4.76191163616233,0.28601194294668386,<0,0~15%,EZA
GLD,GLD,-1.25,6.592875141304644,0.28323435392576823,<0,0~15%,GLD
EWG,EWG,-3.75,2.2966005856347893,0.2749178283461256,<0,0~15%,EWG
