티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
434730,원자력,-0.75,-8.750287334303886,0.4905120103305962,<0,<0%,원자력(434730)
325020,케모멘,-0.75,-4.662457503642548,0.45858580650853153,<0,<0%,케모멘(325020)
475050,K팝,-3.0,-3.083391730903995,0.4297623961097965,<0,<0%,K팝(475050)
SMH,SMH,-0.75,-7.419375686680018,0.4294247652752879,<0,<0%,SMH
EMGF,EMGF,-1.0,-0.013906271728536534,0.41004047280948586,<0,<0%,EMGF
CARZ,CARZ,-2.0,-5.667654023708968,0.4004501209367593,<0,<0%,CARZ
495050,밸류업,-1.0,-20.521844660194176,0.38787975699222305,<0,<0%,밸류업(495050)
VNM,VNM,-3.5,-4.0283070223190105,0.3783603937835031,<0,<0%,VNM
139230,조선주,-2.75,-14.895697522816164,0.3495230458384717,<0,<0%,조선주(139230)
KRE,KRE,-3.5,-1.6493172907935616,0.31543576498206954,<0,<0%,KRE
PTF,PTF,-2.75,-18.48581318375907,0.31125510337919227,<0,<0%,PTF
PDP,PDP,-6.0,-9.067705534658788,0.295487925290892,<0,<0%,PDP
GRID,GRID,-6.0,-5.261759234653207,0.2919892951416819,<0,<0%,GRID
229200,코스닥,-4.5,-11.625708884688091,0.29189172408078456,<0,<0%,코스닥(229200)
KBE,KBE,-5.0,-1.2890798636834955,0.2837363903512918,<0,<0%,KBE
HYG,HYG,-6.25,-1.6530995616781397,0.2825560397484622,<0,<0%,HYG
305720,이차전,-5.25,-3.0701754385964897,0.2792676771211876,<0,<0%,이차전(305720)
DIA,DIA,-6.0,-0.5091414024531282,0.2791760251049656,<0,<0%,DIA
377990,신재생,-5.75,-12.636045010145725,0.27274080601983575,<0,<0%,신재생(377990)
147970,티모멘,-5.0,-19.210218309500792,0.2708634713075932,<0,<0%,티모멘(147970)
XLP,XLP,-6.0,-1.9422074846044524,0.26459190159275275,<0,<0%,XLP
453810,인디아,-4.75,-14.65063861758077,0.25905163444017126,<0,<0%,인디아(453810)
449450,방산주,-2.75,-14.245439469320065,0.2529775535983957,<0,<0%,방산주(449450)
ICLN,ICLN,-6.5,-14.25781250000001,0.2398883081702284,<0,<0%,ICLN
371160,항셈테,-5.5,-10.586648685097778,0.23720873954308824,<0,<0%,항셈테(371160)
QMOM,QMOM,-7.0,-6.322147651006727,0.2322804286422074,<0,<0%,QMOM
TLT,TLT,-8.5,-7.015335317006177,0.22538376438011842,<0,<0%,TLT
BOTZ,BOTZ,-8.25,-4.018589393110982,0.22186839552841264,<0,<0%,BOTZ
0048K0,중로봇,-5.5,-24.953617810760665,0.2203992887728212,<0,<0%,0048K0
EWW,EWW,-9.0,-0.6098387315354392,0.20855750279888616,<0,<0%,EWW
469070,ai로봇,-7.25,-4.709986916703013,0.20454062161117123,<0,<0%,ai로봇(469070)
JETS,JETS,-6.5,-13.115763546798021,0.20386922479569256,<0,<0%,JETS
KSA,KSA,-10.0,-1.7069327731092376,0.1985757068806398,<0,<0%,KSA
EWL,EWL,-7.25,-3.457147451358733,0.1913982811217756,<0,<0%,EWL
XLB,XLB,-8.5,-2.286942924159485,0.1885879423881856,<0,<0%,XLB
INDA,INDA,-9.5,-3.244005641748937,0.18853022203196196,<0,<0%,INDA
478150,우주방,-5.5,-19.368974583698506,0.1674299551126221,<0,<0%,우주방(478150)
XLY,XLY,-9.5,-3.510906404797076,0.16192987291202263,<0,<0%,XLY
IJH,IJH,-10.0,-3.669482576557548,0.1599075040263872,<0,<0%,IJH
IWM,IWM,-10.0,-4.243486467356494,0.1563937574330813,<0,<0%,IWM
VNQ,VNQ,-9.5,-4.2263684156272685,0.1490860938045599,<0,<0%,VNQ
XLI,XLI,-9.5,-5.804339381832313,0.14466281021718258,<0,<0%,XLI
EWQ,EWQ,-9.5,-2.520071364852816,0.13740462423299982,<0,<0%,EWQ
PAVE,PAVE,-9.5,-9.33059407635678,0.13369585202732376,<0,<0%,PAVE
LIT,LIT,-9.5,-10.6577113166899,0.12540327692368025,<0,<0%,LIT
102970,증권주,-11.5,-19.291428571428572,0.11525866522537018,<0,<0%,증권주(102970)
URA,URA,-11.5,-6.864937388193204,0.10139222931198118,<0,<0%,URA
TUR,TUR,-10.25,-5.763397371081902,0.09681266716778732,<0,<0%,TUR
EPHE,EPHE,-11.0,-4.47087776866284,0.08742082788688038,<0,<0%,EPHE
SRVR,SRVR,-11.0,-10.205197527301447,0.0840802291997166,<0,<0%,SRVR
XLU,XLU,-12.0,-9.749670619235829,0.07643593858609513,<0,<0%,XLU
244580,바이오,-10.25,-13.325991189427311,0.05704812086057146,<0,<0%,바이오(244580)
ITB,ITB,-10.25,-15.398761130468442,0.055298827953619775,<0,<0%,ITB
ITA,ITA,-11.5,-9.462720690969128,0.05120881722936653,<0,<0%,ITA
091180,자동차,-11.5,-16.23079437724747,0.028015750067089677,<0,<0%,자동차(091180)
TAN,TAN,-11.0,-21.492434662998626,0.026234357871746387,<0,<0%,TAN
0051G0,에셈알,-11.0,-23.158884362268882,0.0172077008242834,<0,<0%,0051G0
REMX,REMX,-11.0,-23.833682585199067,0.016827511330697084,<0,<0%,REMX
455850,반소부,5.75,-8.129215477458285,0.6182066167117325,0~7,<0%,반소부(455850)
449190,나스닥,3.5,-0.3108348134991168,0.5891165656802518,0~7,<0%,나스닥(449190)
091160,반도체,5.0,-25.81441940884266,0.5598772022099764,0~7,<0%,반도체(091160)
0038A0,미로봇,1.0,-15.299944964226754,0.4858272628588044,0~7,<0%,0038A0
UNG,UNG,0.25,-11.253196930946297,0.48124176305302413,0~7,<0%,UNG
MTUM,MTUM,0.0,-5.721506653268782,0.4634568276367528,0~7,<0%,MTUM
446770,톱반도,0.0,-23.166971769920032,0.43826223402351283,0~7,<0%,톱반도(446770)
241180,니케이,1.25,-16.656644618159955,0.43613451536411185,0~7,<0%,니케이(241180)
487230,전력인,0.0,-28.316052913836252,0.43362718477658063,0~7,<0%,전력인(487230)
069500,코스피,0.5,-23.563738599739427,0.433365325571009,0~7,<0%,코스피(069500)
EWY,EWY,0.5,-8.0857751191321,0.4160606986530841,0~7,<0%,EWY
0023A0,양자컴,1.75,-28.836939160737618,0.3668609800989418,0~7,<0%,0023A0
SPY,SPY,-2.25,3.880039277726266,0.4002928370875248,<0,0~15%,SPY
SCZ,SCZ,-1.75,3.7407091507249968,0.3926276147403579,<0,0~15%,SCZ
EZA,EZA,-0.5,10.14795754261819,0.3907148750898145,<0,0~15%,EZA
EWS,EWS,-2.0,10.623946037099486,0.38310588820106456,<0,0~15%,EWS
SCHD,SCHD,-1.25,6.179066834804536,0.37710087983406737,<0,0~15%,SCHD
EIDO,EIDO,-2.75,6.218057921635434,0.3658397363065184,<0,0~15%,EIDO
EWC,EWC,-2.5,5.1143305987083165,0.35496565034629957,<0,0~15%,EWC
VWO,VWO,-4.25,1.763608614549761,0.35320265521694777,<0,0~15%,VWO
THD,THD,-3.25,4.406877618841221,0.3452265113082574,<0,0~15%,THD
EWU,EWU,-3.0,4.004400440043998,0.34392859505629353,<0,0~15%,EWU
