티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
117680,철강주,-0.75,-0.4715127701375277,0.5173432713976162,<0,<0%,철강주(117680)
305720,이차전,-0.75,-12.105107764983758,0.4726736792614389,<0,<0%,이차전(305720)
KSA,KSA,-0.5,-1.6137401390766026,0.45743545419385756,<0,<0%,KSA
PICK,PICK,-0.5,-3.8077440257246797,0.42533948332209903,<0,<0%,PICK
VNM,VNM,-2.5,-2.96586828066564,0.4246033444964005,<0,<0%,VNM
UNG,UNG,-6.25,-10.717370819576356,0.41082369887198944,<0,<0%,UNG
QQQ,QQQ,-1.5,-1.737089150262816,0.4060471212228923,<0,<0%,QQQ
117460,에너지,-1.75,-5.807994533652206,0.38556853500892757,<0,<0%,에너지(117460)
455850,반소부,-1.0,-19.882943143812703,0.38089826902397733,<0,<0%,반소부(455850)
HYG,HYG,-5.5,-0.023194662663350574,0.36596264764953074,<0,<0%,HYG
CARZ,CARZ,-0.25,-10.025133833365729,0.35825344221859384,<0,<0%,CARZ
EWW,EWW,-6.0,-3.2207967176332453,0.35480392585406334,<0,<0%,EWW
449190,나스닥,-5.25,-4.162102957283675,0.3418115723740932,<0,<0%,나스닥(449190)
ICLN,ICLN,-2.0,-14.257813191215984,0.3345973448569953,<0,<0%,ICLN
091160,반도체,-1.0,-32.218324448250144,0.3035382638913945,<0,<0%,반도체(091160)
XME,XME,-3.0,-6.879490913945019,0.2994154786143444,<0,<0%,XME
IWM,IWM,-5.75,-0.6795919647853976,0.2965968453589701,<0,<0%,IWM
EPHE,EPHE,-5.25,-3.786372089126777,0.29570586933350834,<0,<0%,EPHE
SLV,SLV,-5.5,-6.220096386403595,0.28975368704975335,<0,<0%,SLV
495050,밸류업,-1.75,-25.34271069257361,0.287129900050933,<0,<0%,밸류업(495050)
SMH,SMH,-1.5,-13.216977510983918,0.2845531681020075,<0,<0%,SMH
INDA,INDA,-8.5,-1.2841440083167566,0.28398874317589234,<0,<0%,INDA
069500,코스피,-1.5,-29.021169423456538,0.2792762838605631,<0,<0%,코스피(069500)
XLB,XLB,-8.75,-2.578262573373691,0.25992289091384224,<0,<0%,XLB
IJH,IJH,-7.5,-1.5870930756582968,0.2548544888737237,<0,<0%,IJH
GRID,GRID,-4.5,-9.087728454002553,0.25432651674593304,<0,<0%,GRID
EWL,EWL,-9.0,-1.6262806516562311,0.24852357843040632,<0,<0%,EWL
VNQ,VNQ,-9.5,-0.46917222441182904,0.2478337460309834,<0,<0%,VNQ
XLY,XLY,-9.0,-2.091200200484522,0.24637693328921673,<0,<0%,XLY
147970,티모멘,-4.75,-25.185362353503947,0.24378595399746758,<0,<0%,티모멘(147970)
URA,URA,-5.25,-10.424628463862662,0.24253407593472406,<0,<0%,URA
PDP,PDP,-5.0,-11.60481099902716,0.24193739279978924,<0,<0%,PDP
139230,조선주,-4.75,-25.14501160092807,0.23779221137612794,<0,<0%,조선주(139230)
TLT,TLT,-12.0,-5.167814946815197,0.23307645951897527,<0,<0%,TLT
EWQ,EWQ,-9.0,-1.8522605972461803,0.2288221216521329,<0,<0%,EWQ
377990,신재생,-6.5,-23.124592302674497,0.22289738148858318,<0,<0%,신재생(377990)
QMOM,QMOM,-7.0,-7.848063560724528,0.22229199253200743,<0,<0%,QMOM
229200,코스닥,-8.5,-19.33392278219864,0.2098191396711193,<0,<0%,코스닥(229200)
469070,ai로봇,-6.0,-17.157974300831448,0.19921296760181287,<0,<0%,ai로봇(469070)
XLU,XLU,-10.75,-5.337289477947104,0.19195350149228327,<0,<0%,XLU
241180,니케이,-8.25,-17.45155751778268,0.1877813119867216,<0,<0%,니케이(241180)
BOTZ,BOTZ,-9.25,-7.482362798185571,0.17806176060073195,<0,<0%,BOTZ
SRVR,SRVR,-9.0,-10.696847902576911,0.1729374044797202,<0,<0%,SRVR
446770,톱반도,-5.75,-28.14303884160063,0.16625800104771066,<0,<0%,톱반도(446770)
XLI,XLI,-10.0,-5.1514055675577435,0.1639771435546177,<0,<0%,XLI
LIT,LIT,-9.5,-15.407755000278101,0.16154209933417168,<0,<0%,LIT
PAVE,PAVE,-9.25,-8.394317008867947,0.1577016670920884,<0,<0%,PAVE
ITB,ITB,-10.0,-5.992272480330552,0.1573585609149743,<0,<0%,ITB
102970,증권주,-9.5,-24.62386098749735,0.1561881204247848,<0,<0%,증권주(102970)
411060,금현물,-12.0,-6.599075062255421,0.15557310041165492,<0,<0%,금현물(411060)
JETS,JETS,-8.75,-6.842974197766017,0.1533787840413923,<0,<0%,JETS
449450,방산주,-6.75,-23.568215892053967,0.12894967490502723,<0,<0%,방산주(449450)
453810,인디아,-11.5,-14.576923076923077,0.12588399200724026,<0,<0%,인디아(453810)
PTF,PTF,-4.0,-28.372446347628234,0.12312652900034987,<0,<0%,PTF
0038A0,미로봇,-11.25,-21.4537564415514,0.10101947777274115,<0,<0%,0038A0
244580,바이오,-12.0,-16.481774960380346,0.09991287319321361,<0,<0%,바이오(244580)
TAN,TAN,-11.25,-20.923865496321483,0.06386111178511042,<0,<0%,TAN
0023A0,양자컴,-8.25,-33.44079718640094,0.05940237784554153,<0,<0%,0023A0
ITA,ITA,-11.5,-10.717076375963652,0.0564534089537479,<0,<0%,ITA
371160,항셈테,-11.5,-16.861979166666664,0.05219928469362926,<0,<0%,항셈테(371160)
487230,전력인,-8.75,-31.156994047619047,0.051406454070813803,<0,<0%,전력인(487230)
REMX,REMX,-10.75,-28.22782210736998,0.03756308491376418,<0,<0%,REMX
478150,우주방,-11.5,-22.049956933677862,0.024702690187070782,<0,<0%,우주방(478150)
0051G0,에셈알,-11.25,-25.577100646352726,0.022525687808710785,<0,<0%,0051G0
091180,자동차,-10.75,-27.292971468336813,0.0224131533998845,<0,<0%,자동차(091180)
0048K0,중로봇,-12.0,-32.63065436978481,0.0,<0,<0%,0048K0
475050,K팝,3.25,-10.336239103362388,0.5842872226830469,0~7,<0%,K팝(475050)
XLK,XLK,5.25,-0.6998223249019664,0.5548309110817616,0~7,<0%,XLK
EMGF,EMGF,5.0,-3.510206572863517,0.5333056511539518,0~7,<0%,EMGF
VWO,VWO,0.5,-0.21594203555620473,0.47630364312766627,0~7,<0%,VWO
325020,케모멘,3.5,-9.679925419515223,0.46918284997936727,0~7,<0%,케모멘(325020)
COPX,COPX,2.0,-0.9786122198894742,0.46848615245747344,0~7,<0%,COPX
EWY,EWY,5.75,-14.072557222876602,0.45018297491345866,0~7,<0%,EWY
434730,원자력,1.75,-19.41700960219479,0.43062233069909234,0~7,<0%,원자력(434730)
MTUM,MTUM,0.0,-8.70319485874499,0.36474604479885997,0~7,<0%,MTUM
TUR,TUR,8.5,-0.45056395929474746,0.6119906259335467,8~10,<0%,TUR
XBI,XBI,-1.0,13.175063532039522,0.5137575169825868,<0,0~15%,XBI
EWS,EWS,-0.75,13.68705378903603,0.4986067225952444,<0,0~15%,EWS
XLV,XLV,-0.75,11.79737311871325,0.49108359558093523,<0,0~15%,XLV
SCHD,SCHD,-1.5,8.40429608331863,0.4684446958286804,<0,0~15%,SCHD
XLF,XLF,-2.0,5.883023690132383,0.46325798386807254,<0,0~15%,XLF
EIS,EIS,-1.5,2.1165300060697056,0.45818449350948104,<0,0~15%,EIS
SPY,SPY,-1.25,2.952952647081508,0.4432876504591134,<0,0~15%,SPY
EWU,EWU,-2.5,4.333627521380423,0.43909682983645554,<0,0~15%,EWU
EWP,EWP,-0.5,3.636369175585874,0.4389658086908378,<0,0~15%,EWP
VTV,VTV,-2.0,3.655502814717293,0.42706172551299443,<0,0~15%,VTV
SCZ,SCZ,-2.0,2.21080122774171,0.4240784954383945,<0,0~15%,SCZ
449180,에센피,-3.0,1.4644351464435212,0.4161231492083067,<0,0~15%,에센피(449180)
EWC,EWC,-1.75,3.9697567070069217,0.4143664483156688,<0,0~15%,EWC
EFA,EFA,-2.25,1.9946036993374605,0.41115491578446034,<0,0~15%,EFA
EWG,EWG,-2.5,3.264019473402069,0.3996104975447973,<0,0~15%,EWG
EWA,EWA,-4.0,1.4310640588871992,0.3792676232981599,<0,0~15%,EWA
VYM,VYM,-4.5,2.296008528707283,0.36711585341888936,<0,0~15%,VYM
EWI,EWI,-3.75,1.2466755350769132,0.3645971445447307,<0,0~15%,EWI
KRE,KRE,-3.5,4.769374617040878,0.3594931742124211,<0,0~15%,KRE
DIA,DIA,-5.5,1.9769049576837006,0.3549706737082133,<0,0~15%,DIA
KBE,KBE,-4.0,4.8132372503331355,0.3505526885485706,<0,0~15%,KBE
XLP,XLP,-7.5,1.5843157041810052,0.3450701784056431,<0,0~15%,XLP
VGK,VGK,-5.25,1.362026048847853,0.3446871254755392,<0,0~15%,VGK
FXI,FXI,-8.0,3.5363999190128004,0.33524989107149533,<0,0~15%,FXI
GLD,GLD,-5.75,1.0910937127585951,0.3289251255447741,<0,0~15%,GLD
EWM,EWM,-8.0,0.8330298339439324,0.32312274891036097,<0,0~15%,EWM
ENZL,ENZL,-5.5,1.1811959139975015,0.31993835849492286,<0,0~15%,ENZL
ARKW,ARKW,7.5,10.103467541669243,0.7441971623947272,0~7,0~15%,ARKW
SVXY,SVXY,6.5,12.749868515564078,0.7120077132886539,0~7,0~15%,SVXY
GUNR,GUNR,7.25,8.682555025215644,0.6792405120117136,0~7,0~15%,GUNR
ARKK,ARKK,4.0,7.937321348570614,0.6622728860321668,0~7,0~15%,ARKK
XLC,XLC,4.75,5.649596176723559,0.6587583726046465,0~7,0~15%,XLC
EIDO,EIDO,4.25,3.525645434268765,0.6085435172897408,0~7,0~15%,EIDO
EZA,EZA,3.25,2.976989421055043,0.5358216895312586,0~7,0~15%,EZA
EWH,EWH,1.0,6.466725168224752,0.5191625574740923,0~7,0~15%,EWH
VUG,VUG,0.25,2.566599492320387,0.5036932984062558,0~7,0~15%,VUG
EWZ,EWZ,10.75,10.583408225609992,0.8271469668643724,8~10,0~15%,EWZ
DBA,DBA,8.0,7.898654693861307,0.7732230921480547,8~10,0~15%,DBA
117700,건설주,9.25,3.302881236823607,0.6911218604596582,8~10,0~15%,건설주(117700)
EWT,EWT,8.5,1.997905491320373,0.6076989527524742,8~10,0~15%,EWT
GREK,GREK,13.5,12.659233827393845,0.9029142238431556,11+,0~15%,GREK
091170,은행주,14.0,9.859614756774416,0.873872521639103,11+,0~15%,은행주(091170)
GMOM,GMOM,13.0,6.0026030127272145,0.83096283975118,11+,0~15%,GMOM
EWJ,EWJ,11.0,3.3139279872372196,0.7427130528849202,11+,0~15%,EWJ
THD,THD,11.0,2.4135091372323503,0.7331959380669143,11+,0~15%,THD
228790,화장품,-1.75,28.315946348733224,0.44943686995912413,<0,15~30%,화장품(228790)
ARKF,ARKF,4.5,17.129165035508255,0.7245818380412726,0~7,15~30%,ARKF
IBIT,IBIT,5.5,23.04730728120361,0.7221870217282216,0~7,15~30%,IBIT
CIBR,CIBR,4.75,18.88405359981846,0.6580464140224851,0~7,15~30%,CIBR
IBB,IBB,1.5,17.96586901723336,0.625761123613453,0~7,15~30%,IBB
IGV,IGV,0.75,19.605198530254885,0.6003430280919595,0~7,15~30%,IGV
PDBC,PDBC,15.0,19.588872985348704,0.9511321181961224,11+,15~30%,PDBC
XLE,XLE,13.0,18.886733713327985,0.8982319231535356,11+,15~30%,XLE
