티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
229200,코스닥,-1.0,-19.381787802840435,0.43710984519770946,<0,<0%,코스닥(229200)
139230,조선주,-0.5,-20.251682762657296,0.39060019039392907,<0,<0%,조선주(139230)
244580,바이오,-2.0,-17.372679676344593,0.37949032156801354,<0,<0%,바이오(244580)
117460,에너지,-2.5,-12.618296529968454,0.3557694912142083,<0,<0%,에너지(117460)
449450,방산주,-4.0,-13.10817194142655,0.3289720857631897,<0,<0%,방산주(449450)
0051G0,에셈알,-1.75,-15.227342081171802,0.3180980253479704,<0,<0%,0051G0
SMH,SMH,-3.0,-9.365562062414945,0.2845928237821251,<0,<0%,SMH
CARZ,CARZ,-2.0,-13.528538965660475,0.27629884990858733,<0,<0%,CARZ
469070,ai로봇,-6.5,-36.081003993154596,0.2702197737769752,<0,<0%,ai로봇(469070)
PAVE,PAVE,-3.25,-1.286152877230784,0.2446616876569,<0,<0%,PAVE
PDP,PDP,-4.0,-5.157993820100959,0.2369755286108669,<0,<0%,PDP
GRID,GRID,-4.0,-7.614402026617906,0.23172056425185575,<0,<0%,GRID
MTUM,MTUM,-3.75,-6.583404246107949,0.2285925146081259,<0,<0%,MTUM
446770,톱반도,-4.5,-18.451619778346117,0.22427726421424918,<0,<0%,톱반도(446770)
475050,K팝,-3.75,-14.366021236727045,0.21877898181626618,<0,<0%,K팝(475050)
241180,니케이,-5.5,-9.782893015956052,0.20825463307942413,<0,<0%,니케이(241180)
QMOM,QMOM,-5.0,-7.908681128115546,0.2034539200171394,<0,<0%,QMOM
BOTZ,BOTZ,-6.0,-11.028363742365265,0.18793134114454743,<0,<0%,BOTZ
0023A0,양자컴,-6.0,-36.422356973372004,0.16588256582178015,<0,<0%,0023A0
102970,증권주,-5.5,-26.18051404662284,0.16578973771915537,<0,<0%,증권주(102970)
EPHE,EPHE,-7.25,-0.36528147164522906,0.16094452531162373,<0,<0%,EPHE
091180,자동차,-6.75,-31.19176066699363,0.1519684055619634,<0,<0%,자동차(091180)
ICLN,ICLN,-4.5,-24.724813963158866,0.1489247803801446,<0,<0%,ICLN
PTF,PTF,-6.5,-24.54599585221392,0.13617111618190725,<0,<0%,PTF
XLU,XLU,-9.0,-1.0120153705655333,0.12830242637713107,<0,<0%,XLU
487230,전력인,-8.5,-23.505032563647134,0.11304999985829137,<0,<0%,전력인(487230)
0038A0,미로봇,-9.5,-21.037234042553187,0.10166942479237986,<0,<0%,0038A0
453810,인디아,-10.75,-6.728073688426106,0.07984007396628777,<0,<0%,인디아(453810)
TAN,TAN,-9.75,-31.174755792328025,0.05300029477747662,<0,<0%,TAN
478150,우주방,-11.5,-17.9235429287654,0.028938977033605488,<0,<0%,우주방(478150)
371160,항셈테,-12.0,-18.91418563922942,0.01808464907828625,<0,<0%,항셈테(371160)
0048K0,중로봇,-11.5,-25.44642857142857,0.01805700768923161,<0,<0%,0048K0
117700,건설주,7.75,-4.024144869215296,0.6324778510433072,0~7,<0%,건설주(117700)
117680,철강주,6.5,-10.928961748633881,0.5960294154148597,0~7,<0%,철강주(117680)
434730,원자력,4.5,-11.636414802307582,0.5463251077998318,0~7,<0%,원자력(434730)
377990,신재생,4.75,-17.886435331230288,0.5334503816265992,0~7,<0%,신재생(377990)
455850,반소부,4.0,-13.452593917710198,0.5305123856693176,0~7,<0%,반소부(455850)
SLV,SLV,6.25,-7.677596072976922,0.5237598357001098,0~7,<0%,SLV
LIT,LIT,7.5,-10.345429099952474,0.5111762990750077,0~7,<0%,LIT
XLC,XLC,7.0,-1.646705356732725,0.498096965473133,0~7,<0%,XLC
305720,이차전,4.25,-19.84084880636605,0.48613298875172295,0~7,<0%,이차전(305720)
325020,케모멘,7.0,-13.402818555490315,0.47780063266569905,0~7,<0%,케모멘(325020)
091160,반도체,3.0,-24.176964149504197,0.47711024911733935,0~7,<0%,반도체(091160)
411060,금현물,5.25,-5.915492957746482,0.4687098083731826,0~7,<0%,금현물(411060)
EWY,EWY,7.0,-15.09812127625585,0.46854490289141576,0~7,<0%,EWY
EIS,EIS,5.0,-5.047660981650315,0.45105663701454723,0~7,<0%,EIS
147970,티모멘,3.0,-20.817158385093173,0.4468685562059309,0~7,<0%,티모멘(147970)
VUG,VUG,2.5,-1.1566125044004227,0.4309722671555421,0~7,<0%,VUG
REMX,REMX,3.0,-22.44079099304357,0.4303814709224973,0~7,<0%,REMX
