티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
244580,바이오,-1.0,-22.306322350845953,0.4394846772093728,<0,<0%,바이오(244580)
XLC,XLC,-0.5,-3.585657370517925,0.4170835739666749,<0,<0%,XLC
469070,ai로봇,-0.75,-25.774512935164484,0.416591772854568,<0,<0%,ai로봇(469070)
EWH,EWH,-1.25,-2.5117071094082566,0.4117805888086578,<0,<0%,EWH
EIDO,EIDO,-1.25,-3.8961038961038974,0.3398168038913483,<0,<0%,EIDO
434730,원자력,-0.75,-30.481053149606296,0.30728647895749833,<0,<0%,원자력(434730)
241180,니케이,-0.5,-3.736263736263734,0.30086942494096935,<0,<0%,니케이(241180)
VNM,VNM,-6.25,-8.906666666666673,0.2789227177998527,<0,<0%,VNM
TLT,TLT,-8.0,-1.9603212092583977,0.24555949572233848,<0,<0%,TLT
XLU,XLU,-4.25,-2.9327453142227067,0.24187268598720732,<0,<0%,XLU
0023A0,양자컴,-2.5,-30.70488206253429,0.22832043366606475,<0,<0%,0023A0
478150,우주방,-5.5,-12.573467674223338,0.228290790023563,<0,<0%,우주방(478150)
0051G0,에셈알,-5.5,-15.69287243805445,0.226431460485638,<0,<0%,0051G0
139230,조선주,-2.25,-29.751840741750748,0.22364560386728088,<0,<0%,조선주(139230)
446770,톱반도,-1.0,-8.988304093567256,0.2196590733318621,<0,<0%,톱반도(446770)
UNG,UNG,-6.25,-8.50091407678245,0.17190746375966556,<0,<0%,UNG
EWW,EWW,-11.0,-3.3693415637860102,0.14438577554382978,<0,<0%,EWW
487230,전력인,-4.0,-24.024872809496888,0.13389086924852,<0,<0%,전력인(487230)
0038A0,미로봇,-6.5,-17.135896047644827,0.12025128794175871,<0,<0%,0038A0
0048K0,중로봇,-6.25,-31.181485992691837,0.10641513571882022,<0,<0%,0048K0
ICLN,ICLN,-8.5,-20.437304774654187,0.10345281674191349,<0,<0%,ICLN
EWZ,EWZ,-10.25,-5.801484740170471,0.09699133504820993,<0,<0%,EWZ
475050,K팝,-10.5,-24.1340782122905,0.08598729810965491,<0,<0%,K팝(475050)
453810,인디아,-12.0,-6.608969315499602,0.0787626269315593,<0,<0%,인디아(453810)
371160,항셈테,-12.0,-10.912453760789154,0.06951910221952846,<0,<0%,항셈테(371160)
102970,증권주,-8.0,-33.27965646806227,0.060126445893287805,<0,<0%,증권주(102970)
TAN,TAN,-10.5,-23.472327520849134,0.03501540780581409,<0,<0%,TAN
PICK,PICK,6.75,-0.534843479628766,0.6588877213547629,0~7,<0%,PICK
QQQ,QQQ,7.5,-0.203472977116248,0.569205816153385,0~7,<0%,QQQ
449190,나스닥,7.5,-0.26893769610040197,0.5689234199659069,0~7,<0%,나스닥(449190)
SLV,SLV,3.5,-12.214745465184318,0.566431011509242,0~7,<0%,SLV
XLY,XLY,5.0,-0.4950495049504955,0.5659318287528765,0~7,<0%,XLY
URA,URA,3.0,-8.067810457516345,0.5523980245663014,0~7,<0%,URA
HYG,HYG,5.0,-0.25028156676261126,0.5354058416316845,0~7,<0%,HYG
LIT,LIT,3.0,-12.558630393996262,0.5198263348993255,0~7,<0%,LIT
GRID,GRID,6.0,-5.049350649350648,0.508205770883504,0~7,<0%,GRID
EIS,EIS,3.25,-8.077411641634924,0.4939498076914789,0~7,<0%,EIS
117700,건설주,2.0,-22.050978067575578,0.49259208683694644,0~7,<0%,건설주(117700)
411060,금현물,2.5,-7.1723000824402305,0.48170948532463553,0~7,<0%,금현물(411060)
EWY,EWY,6.25,-4.1751359665989085,0.4808787734696648,0~7,<0%,EWY
EWM,EWM,1.25,-2.5991792065663377,0.4769764315164239,0~7,<0%,EWM
377990,신재생,4.0,-30.94507945358238,0.4743780043908718,0~7,<0%,신재생(377990)
117680,철강주,0.5,-27.025392986698915,0.4717032822530656,0~7,<0%,철강주(117680)
117460,에너지,2.5,-17.240347201436702,0.4673353229322634,0~7,<0%,에너지(117460)
305720,이차전,2.0,-27.26810673443456,0.4671789685754825,0~7,<0%,이차전(305720)
PDP,PDP,7.5,-1.3308234595125867,0.4649898160301567,0~7,<0%,PDP
QMOM,QMOM,6.5,-2.5245161290322615,0.4586599797230419,0~7,<0%,QMOM
229200,코스닥,0.5,-26.112234580384232,0.45091727125446834,0~7,<0%,코스닥(229200)
SRVR,SRVR,1.25,-7.656768558951976,0.43824621751202125,0~7,<0%,SRVR
IBIT,IBIT,0.0,-9.729981378026064,0.4257374558071177,0~7,<0%,IBIT
REMX,REMX,1.25,-21.51414996901466,0.42194275338926834,0~7,<0%,REMX
BOTZ,BOTZ,1.5,-9.704641350210963,0.42158132068250825,0~7,<0%,BOTZ
449450,방산주,0.5,-22.275474057095224,0.40240550626192245,0~7,<0%,방산주(449450)
455850,반소부,3.25,-24.621152944852366,0.3943758636407613,0~7,<0%,반소부(455850)
CARZ,CARZ,3.0,-7.261823581073856,0.38139095559647024,0~7,<0%,CARZ
069500,코스피,3.5,-12.290231049858125,0.37417674575988386,0~7,<0%,코스피(069500)
325020,케모멘,2.75,-8.402160101651845,0.36203753816004997,0~7,<0%,케모멘(325020)
495050,밸류업,2.75,-12.029359793394045,0.35777512824896945,0~7,<0%,밸류업(495050)
SMH,SMH,3.5,-2.672126596335389,0.34517035299031223,0~7,<0%,SMH
091160,반도체,3.0,-18.282958199356912,0.3447951324805375,0~7,<0%,반도체(091160)
091170,은행주,1.0,-0.3904978848031204,0.3321445518597536,0~7,<0%,은행주(091170)
147970,티모멘,0.75,-18.759262098216567,0.29865256041576693,0~7,<0%,티모멘(147970)
091180,자동차,0.5,-22.934454223039534,0.28842542481243777,0~7,<0%,자동차(091180)
PTF,PTF,3.5,-16.743658319150654,0.26170716711007136,0~7,<0%,PTF
KSA,KSA,11.0,-1.345755693581785,0.6867747958183629,11+,<0%,KSA
FXI,FXI,-1.5,0.45045045045044585,0.44668026026291735,<0,0~15%,FXI
JETS,JETS,-0.25,10.2469590858828,0.3833667451367134,<0,0~15%,JETS
EPHE,EPHE,-3.0,1.5372168284789822,0.32011689940928534,<0,0~15%,EPHE
IGV,IGV,7.0,9.360706307839584,0.7680243289470331,0~7,0~15%,IGV
EZA,EZA,7.0,4.427276779081857,0.7152075699825361,0~7,0~15%,EZA
COPX,COPX,7.5,5.91481703659269,0.709694477853406,0~7,0~15%,COPX
CIBR,CIBR,6.0,13.360227812055058,0.6701773993876619,0~7,0~15%,CIBR
ETHA,ETHA,6.75,1.9910083493898556,0.6497023419384306,0~7,0~15%,ETHA
GLD,GLD,5.5,0.004833019187078236,0.6423393745287121,0~7,0~15%,GLD
XLF,XLF,7.5,10.666153253754329,0.6386679223795383,0~7,0~15%,XLF
SPY,SPY,7.5,3.1409259159916214,0.6101173587619239,0~7,0~15%,SPY
EWI,EWI,6.5,7.236729817374976,0.6050470623101191,0~7,0~15%,EWI
EWA,EWA,6.5,4.134815844336326,0.602709342643672,0~7,0~15%,EWA
EWU,EWU,5.5,3.142917816946267,0.6010381668345722,0~7,0~15%,EWU
XLB,XLB,4.5,4.434281169218535,0.5725880424718812,0~7,0~15%,XLB
EWL,EWL,4.5,2.9054916985951307,0.5723020975865437,0~7,0~15%,EWL
VUG,VUG,6.5,0.44551062371487316,0.5711730879631384,0~7,0~15%,VUG
XLK,XLK,7.5,1.8016519762736216,0.5678179380134485,0~7,0~15%,XLK
EWQ,EWQ,4.0,4.405578924064635,0.5604940386328454,0~7,0~15%,EWQ
DIA,DIA,5.0,5.561922073816472,0.5577463411094784,0~7,0~15%,DIA
ITB,ITB,3.0,9.11289436077829,0.5494457618934245,0~7,0~15%,ITB
PAVE,PAVE,6.5,3.349108117946864,0.5414850065064324,0~7,0~15%,PAVE
KBE,KBE,7.25,8.78186968838528,0.5377365760085892,0~7,0~15%,KBE
KRE,KRE,7.25,8.1159002450627,0.5281246203090475,0~7,0~15%,KRE
INDA,INDA,0.0,2.376524075222153,0.4615856778433691,0~7,0~15%,INDA
VNQ,VNQ,1.0,1.901415728014877,0.44695371995501193,0~7,0~15%,VNQ
MTUM,MTUM,5.25,0.7509881422924858,0.420042444913518,0~7,0~15%,MTUM
XME,XME,10.5,0.0,0.7771181889810458,8~10,0~15%,XME
ITA,ITA,10.0,9.220393131295213,0.7155237908201644,8~10,0~15%,ITA
ARKW,ARKW,10.5,3.8408590308370183,0.7082811414326159,8~10,0~15%,ARKW
EWP,EWP,9.0,10.35215006193595,0.6912753289235417,8~10,0~15%,EWP
IWM,IWM,10.0,5.822109988776658,0.6904129322904841,8~10,0~15%,IWM
VGK,VGK,8.5,4.261813248926072,0.669471081292693,8~10,0~15%,VGK
ENZL,ENZL,8.0,8.468104222821204,0.6651534198530491,8~10,0~15%,ENZL
IJH,IJH,10.0,4.816326530612258,0.6492880866453252,8~10,0~15%,IJH
EWT,EWT,10.5,8.11648079306071,0.6489896909986318,8~10,0~15%,EWT
EFA,EFA,9.0,3.5391421427197534,0.647881520269982,8~10,0~15%,EFA
TUR,TUR,9.0,3.3299440772750266,0.638833333567353,8~10,0~15%,TUR
THD,THD,9.25,1.680672268907557,0.6386342877661189,8~10,0~15%,THD
XLP,XLP,8.5,2.0518867924528505,0.6375902871938369,8~10,0~15%,XLP
VYM,VYM,9.0,4.183994959042225,0.633946842540518,8~10,0~15%,VYM
VWO,VWO,8.0,1.7972193964055583,0.6251315525176667,8~10,0~15%,VWO
XLI,XLI,8.5,5.926529661756996,0.6124976406825644,8~10,0~15%,XLI
EMGF,EMGF,9.0,0.3108222661768911,0.6090682072707184,8~10,0~15%,EMGF
449180,에센피,8.0,2.8955223880597014,0.6085024499613901,8~10,0~15%,에센피(449180)
EWJ,EWJ,10.0,3.4603209256631295,0.5961875449033252,8~10,0~15%,EWJ
SCHD,SCHD,15.0,6.883947608894325,0.8559909368998071,11+,0~15%,SCHD
EWS,EWS,14.5,14.421445537835087,0.8409716389368335,11+,0~15%,EWS
XLE,XLE,15.0,6.8751050596738805,0.8350048868501309,11+,0~15%,XLE
VTV,VTV,14.0,7.610241820768127,0.7945922580475808,11+,0~15%,VTV
ARKK,ARKK,11.0,9.044502617801031,0.7818816439514474,11+,0~15%,ARKK
EWC,EWC,13.0,5.674243719022387,0.7802178869833846,11+,0~15%,EWC
ARKF,ARKF,12.0,7.001223990208083,0.7741390246494645,11+,0~15%,ARKF
GUNR,GUNR,13.25,1.8061186877994961,0.768929909508747,11+,0~15%,GUNR
GMOM,GMOM,13.25,2.070457437906459,0.7593195033877729,11+,0~15%,GMOM
EWG,EWG,11.0,2.633418783500363,0.7533296743046137,11+,0~15%,EWG
PDBC,PDBC,13.0,0.7142857142857117,0.6991522136958743,11+,0~15%,PDBC
SCZ,SCZ,11.0,1.1155472052606807,0.678943744355107,11+,0~15%,SCZ
DBA,DBA,11.0,2.648766328011609,0.65163013579203,11+,0~15%,DBA
IBB,IBB,15.0,28.538420522542808,0.9555686011599993,11+,15~30%,IBB
XBI,XBI,15.0,28.778672337839907,0.9331546720082242,11+,15~30%,XBI
XLV,XLV,13.5,17.205951030755905,0.8982345378803743,11+,15~30%,XLV
228790,화장품,13.75,23.24324324324325,0.8916025061389251,11+,15~30%,화장품(228790)
GREK,GREK,15.0,17.876382194499563,0.8886781194530529,11+,15~30%,GREK
SVXY,SVXY,15.0,16.259238203524728,0.8445280945764599,11+,15~30%,SVXY
