티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
XLC,XLC,-0.5,-3.9310104928050316,0.4331190925853436,<0,<0%,XLC
VNM,VNM,-4.0,-4.642470344239791,0.3955084458826605,<0,<0%,VNM
CARZ,CARZ,-2.25,-9.898432756788555,0.36676871670207767,<0,<0%,CARZ
EWW,EWW,-4.0,-1.308814680287429,0.35856399967240105,<0,<0%,EWW
SRVR,SRVR,-3.5,-8.263762056180024,0.3103878954078483,<0,<0%,SRVR
GRID,GRID,-3.0,-6.457305419166515,0.30932622716227537,<0,<0%,GRID
PAVE,PAVE,-2.5,-0.40747083767326275,0.29998422777305633,<0,<0%,PAVE
PDP,PDP,-2.5,-4.353291664432035,0.29702797919796775,<0,<0%,PDP
117680,철강주,-2.25,-29.46133012338249,0.2940659309230628,<0,<0%,철강주(117680)
BOTZ,BOTZ,-6.0,-10.012420396119193,0.29373867167799894,<0,<0%,BOTZ
QMOM,QMOM,-3.5,-5.388115620357937,0.2900149393691137,<0,<0%,QMOM
UNG,UNG,-1.5,-10.64401164199169,0.2770200840484508,<0,<0%,UNG
229200,코스닥,-1.0,-30.932733183295824,0.27385340003299086,<0,<0%,코스닥(229200)
MTUM,MTUM,-4.75,-2.4966687357264594,0.26716109604699356,<0,<0%,MTUM
244580,바이오,-3.25,-27.236842105263158,0.2600161167236533,<0,<0%,바이오(244580)
EWZ,EWZ,-6.75,-1.9834689061907773,0.24883624769062268,<0,<0%,EWZ
TLT,TLT,-6.25,-2.6846280112277965,0.2429210048233085,<0,<0%,TLT
469070,ai로봇,-3.5,-28.644175684277528,0.2421355686457344,<0,<0%,ai로봇(469070)
SMH,SMH,-6.0,-5.890850896699207,0.23262151902652972,<0,<0%,SMH
117460,에너지,-0.25,-22.14725726019361,0.23105505732991952,<0,<0%,에너지(117460)
305720,이차전,-0.25,-30.765344784036376,0.221231187221472,<0,<0%,이차전(305720)
241180,니케이,-5.5,-6.711681296421334,0.207153302916945,<0,<0%,니케이(241180)
117700,건설주,-2.75,-26.647058823529413,0.19072433131996036,<0,<0%,건설주(117700)
446770,톱반도,-3.0,-11.153054221002057,0.18221872166183714,<0,<0%,톱반도(446770)
PTF,PTF,-6.0,-20.92699650562524,0.17743978427387447,<0,<0%,PTF
