티커,산업,Signal_sco,수익률(%),Final_score,sco_bucket,rtn_bucket,표시이름
TUR,TUR,-2.75,-8.54378097710644,0.362863515880656,<0,<0%,TUR
IBIT,IBIT,-0.75,-19.703014184397162,0.36053961059115186,<0,<0%,IBIT
478150,우주방,-2.75,-8.159311087190524,0.3080500920829723,<0,<0%,우주방(478150)
0051G0,에셈알,-2.0,-15.161582603443069,0.3050563096795681,<0,<0%,0051G0
0048K0,중로봇,-0.5,-16.901408450704224,0.27722495682395504,<0,<0%,0048K0
ICLN,ICLN,-2.5,-17.367458866544794,0.2673872013819267,<0,<0%,ICLN
EWY,EWY,-0.5,-13.523829719556801,0.26597047304181287,<0,<0%,EWY
091180,자동차,-1.25,-26.562696516161488,0.2534598581807667,<0,<0%,자동차(091180)
EWZ,EWZ,-6.5,-4.323001631321377,0.24905439473813154,<0,<0%,EWZ
453810,인디아,-5.0,-1.8511066398390397,0.24284725941563073,<0,<0%,인디아(453810)
TAN,TAN,-4.0,-18.727472183043414,0.2354438223382192,<0,<0%,TAN
475050,K팝,-2.0,-20.614035087719294,0.23318063555878804,<0,<0%,K팝(475050)
0038A0,미로봇,-2.25,-15.450874831763118,0.2095839152761729,<0,<0%,0038A0
371160,항셈테,-7.5,-10.185739964050333,0.19115082313394033,<0,<0%,항셈테(371160)
TLT,TLT,-9.5,-3.2311320754716877,0.18592184592042213,<0,<0%,TLT
UNG,UNG,-9.5,-7.650273224043714,0.18223492515884118,<0,<0%,UNG
446770,톱반도,-3.0,-11.285266457680255,0.17638478690561288,<0,<0%,톱반도(446770)
455850,반소부,-2.0,-31.793560036111945,0.15202523570489404,<0,<0%,반소부(455850)
495050,밸류업,-5.5,-18.826666666666668,0.12326890843080068,<0,<0%,밸류업(495050)
487230,전력인,-5.25,-26.007194244604314,0.1173654180798044,<0,<0%,전력인(487230)
XLU,XLU,-11.5,-3.447503917618089,0.1091740084806705,<0,<0%,XLU
069500,코스피,-7.25,-20.495775099114976,0.08484819649748006,<0,<0%,코스피(069500)
102970,증권주,-6.0,-34.5005149330587,0.08114781670477715,<0,<0%,증권주(102970)
091160,반도체,-6.75,-27.37913486005089,0.0735520053592327,<0,<0%,반도체(091160)
XME,XME,6.75,-4.702448516296409,0.6799653988681119,0~7,<0%,XME
GUNR,GUNR,7.5,-3.508771929824561,0.6575658357162245,0~7,<0%,GUNR
FXI,FXI,5.0,-4.626241505488748,0.630276587326553,0~7,<0%,FXI
GLD,GLD,5.5,-6.494773519163754,0.6208731477172272,0~7,<0%,GLD
EIDO,EIDO,6.25,-10.839160839160844,0.5655521598692684,0~7,<0%,EIDO
BOTZ,BOTZ,6.25,-10.112899351429261,0.5584627152724048,0~7,<0%,BOTZ
EWW,EWW,4.25,-4.160956770898205,0.5497235800201592,0~7,<0%,EWW
SLV,SLV,3.75,-25.129174543163202,0.547882971801494,0~7,<0%,SLV
GRID,GRID,6.5,-6.1289668457872875,0.5465544253234269,0~7,<0%,GRID
244580,바이오,4.0,-19.76744186046512,0.5386191399301881,0~7,<0%,바이오(244580)
KSA,KSA,3.75,-1.917595231925373,0.5314593234258815,0~7,<0%,KSA
QMOM,QMOM,4.5,-3.780719992889936,0.5283996994193528,0~7,<0%,QMOM
117700,건설주,5.0,-26.034197462768894,0.5264511996840076,0~7,<0%,건설주(117700)
EMGF,EMGF,4.75,-3.3826784726065373,0.5175797458246779,0~7,<0%,EMGF
LIT,LIT,4.25,-16.56619781201162,0.5145787250796224,0~7,<0%,LIT
URA,URA,3.5,-16.75107859688614,0.5112279838439207,0~7,<0%,URA
EIS,EIS,4.0,-9.265890778871967,0.5073432156339676,0~7,<0%,EIS
117680,철강주,3.25,-30.05681818181818,0.5053562739617182,0~7,<0%,철강주(117680)
EWH,EWH,1.0,-7.128309572301427,0.5047334774041943,0~7,<0%,EWH
PDBC,PDBC,1.25,-4.652406417112309,0.49605008798267436,0~7,<0%,PDBC
469070,ai로봇,3.25,-28.7515006002401,0.48526654778225786,0~7,<0%,ai로봇(469070)
ETHA,ETHA,3.5,-16.921269095182133,0.4788217186151804,0~7,<0%,ETHA
EWM,EWM,3.0,-7.183051969546517,0.47538334690173834,0~7,<0%,EWM
SRVR,SRVR,3.0,-9.402649769585247,0.46999893220416716,0~7,<0%,SRVR
411060,금현물,1.5,-10.003221649484539,0.4631394957694608,0~7,<0%,금현물(411060)
