ticker,종목명,status,RS_rating,Minervini_score,R3M,close_now,pivot,pivot_dist_pct,volume_ratio,pivot_box_pct,vcp_score,contractions,peak_week
000810,삼성화재,PRE_BREAKOUT,79.0,62.5,43.21,696000.0,714000.0,-2.52,1.07,13.03,1.35,19.0% → 13.0%,2026-06-05
