ticker,name,close,change,nxt,market_cap_uk,tv_today_uk,tv5_uk,state,legacy_state,setup_score,total_score,sideways_score,convergence_score,long_structure_score,breakout_score,grade,best_setup_score,best_setup_age,ma5,ma10,ma20,ma60,ma120,close_range_pct,net_change_pct,low_change_pct,tr_ratio,spread_pct,spread_5bars_ago,spread_10bars_ago,shrink_pct,ma20_slope_abs_pct,convergence_hits,ma60_down_ratio,ma120_down_ratio,close_ma60_gap_pct,close_ma120_gap_pct,ma20_ma60_gap_pct,volume_ratio,close_location,breakout_margin_pct,score_sideways_range,score_sideways_net,score_low_stability,score_volatility_contraction,score_spread_level,score_spread_shrink,score_spread_sequence,score_ma20_flatness,score_convergence_persistence,score_ma60_down,score_ma120_down,score_close_ma60_gap,score_close_ma120_gap,score_ma20_ma60_gap,score_first_breakout,score_volume,score_close_location,score_breakout_margin,mandatory_structure_pass,sideways_min_pass,convergence_min_pass,setup_min_pass,setup_ready,first_all_above,fire_ready
051910,LG화학,246000.0,-3.53,NXT,180010,805.0,830.0,,,28.77,,1.32,14.12,13.33,1.25,,,,243800.0,251800.0,256550.0,313666.67,326716.67,18.92,11.03,-9.31,1.44,5.23,2.94,5.89,11.18,4.08,7,68.29,95.12,27.51,32.81,22.26,1.22,0.44,-4.11,0.86,0.0,0.46,0.0,5.54,3.12,1.5,0.46,3.5,2.33,4.0,3.0,3.0,1.0,0.0,1.03,0.22,0.0,True,False,False,False,False,False,False
035420,NAVER,206000.0,0.0,NXT,287521,2467.0,6716.0,,WATCH,42.14,,15.79,18.15,8.2,1.17,,,,203140.0,206920.0,198295.0,213026.67,218524.17,24.46,5.21,2.21,1.31,4.35,6.67,4.22,-3.01,0.39,5,58.54,82.93,3.41,6.08,7.43,0.52,0.67,-0.44,0.0,5.79,10.0,0.0,7.3,1.85,1.5,5.0,2.5,1.28,3.65,1.15,1.16,0.96,0.0,0.0,1.17,0.0,True,False,True,False,False,False,False
005490,POSCO홀딩스,301500.0,-3.21,NXT,240498,1264.0,1801.0,,WATCH,47.91,,15.81,22.77,9.33,0.17,,,,300000.0,306750.0,307650.0,368958.33,372091.67,12.11,6.22,-5.82,1.41,2.55,0.87,2.54,-0.4,1.71,10,68.29,46.34,22.37,23.41,19.93,0.87,0.23,-2.0,7.85,4.78,3.18,0.0,11.35,1.98,1.5,2.94,5.0,2.33,0.0,3.0,3.0,1.0,0.0,0.17,0.0,0.0,True,False,True,False,False,False,False
399720,가온칩스,46250.0,-2.12,NXT,6142,157.0,375.0,,WATCH,47.96,,13.36,20.08,14.52,0.17,,,,45460.0,45090.0,47172.5,51699.17,58670.42,41.15,9.86,3.91,0.87,4.62,6.12,11.23,58.88,3.21,5,100.0,80.49,11.78,26.85,9.6,0.26,0.43,-1.96,0.0,0.19,10.0,3.17,6.76,6.92,3.0,0.9,2.5,4.0,3.52,3.0,3.0,1.0,0.0,0.0,0.17,0.0,True,False,True,False,False,False,False
000270,기아,128800.0,-0.31,NXT,545016,1054.0,1948.0,,,16.07,,1.94,3.36,10.77,0.65,,65.21,6,124460.0,132620.0,140120.0,152715.0,157073.33,32.23,19.5,-16.94,1.01,12.58,2.91,2.64,-376.21,3.29,5,85.37,34.15,18.57,21.95,8.99,0.57,0.53,-8.08,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.86,2.5,3.77,0.0,3.0,3.0,1.0,0.0,0.0,0.65,0.0,True,False,False,False,False,False,False
064260,다날,4575.0,1.22,,3048,114.0,331.0,,,51.63,,12.91,23.72,15.0,3.14,,,,4377.0,4334.5,4219.5,5184.25,6418.96,18.85,7.39,-1.93,1.23,3.73,2.75,4.82,22.54,0.15,9,100.0,100.0,13.32,40.31,22.86,0.62,0.76,4.52,0.92,3.47,8.07,0.45,8.53,4.19,1.5,5.0,4.5,4.0,4.0,3.0,3.0,1.0,0.0,0.0,1.4,1.74,True,False,True,False,False,False,False
454910,두산로보틱스,64400.0,4.55,,43234,561.0,450.0,,,14.79,,0.93,6.86,7.0,2.3,,,,59860.0,63150.0,67320.0,94145.0,94343.33,48.92,21.94,-11.44,1.16,12.46,11.85,20.13,38.09,9.41,0,46.34,48.78,46.19,46.5,39.85,1.35,0.62,-4.34,0.0,0.0,0.0,0.93,0.0,5.36,1.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.25,1.05,0.0,True,False,False,False,False,False,False
034020,두산에너빌리티,67100.0,0.3,NXT,454157,2258.0,3525.0,,,17.67,,0.6,6.07,11.0,0.69,,,,63840.0,67400.0,70840.0,91860.0,97925.0,40.03,21.06,-10.66,1.21,10.96,8.51,15.14,27.59,7.74,0,95.12,46.34,36.9,45.94,29.67,0.63,0.54,-5.28,0.0,0.0,0.0,0.6,0.0,4.57,1.5,0.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.69,0.0,True,False,False,False,False,False,False
347850,디앤디파마텍,56700.0,12.5,,32819,740.0,597.0,,,13.04,,2.98,0.0,10.06,1.81,,,,51390.0,55955.0,66572.5,78529.17,79064.58,89.5,25.3,-28.57,0.9,29.54,25.19,16.82,-75.64,12.13,0,43.9,75.61,38.5,39.44,17.96,0.95,0.78,-14.83,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,3.06,3.0,3.0,1.0,0.0,0.36,1.45,0.0,True,False,False,False,False,False,False
277810,레인보우로보틱스,457000.0,7.4,NXT,77696,2919.0,2312.0,,,40.9,,14.89,15.01,11.0,8.54,,,,414300.0,438100.0,431275.0,585516.67,626816.67,32.98,3.99,-2.28,1.25,5.74,6.65,15.93,63.94,5.27,1,95.12,43.9,28.12,37.16,35.76,1.79,0.58,4.31,0.0,7.01,7.57,0.31,4.51,7.0,3.0,0.0,0.5,4.0,0.0,3.0,3.0,1.0,4.0,1.79,0.91,1.84,True,False,False,False,False,True,False
108490,로보티즈,212000.0,15.91,NXT,28662,2423.0,1126.0,,,22.53,,5.63,5.73,11.17,8.08,,,,181340.0,194060.0,199585.0,267795.0,268847.5,41.28,5.57,-15.38,1.27,10.06,5.69,13.08,23.07,7.63,0,60.98,70.73,26.32,26.81,34.18,3.14,0.66,6.22,0.0,5.43,0.0,0.2,0.0,4.23,1.5,0.0,0.0,1.6,2.57,3.0,3.0,1.0,4.0,2.0,1.14,0.94,True,False,False,False,False,True,False
141080,리가켐바이오,94300.0,8.27,NXT,38611,496.0,521.0,,,21.7,,1.95,4.75,15.0,1.17,,,,85960.0,91310.0,103235.0,135788.33,162766.67,76.71,25.81,-20.32,1.01,20.1,23.12,22.96,12.47,13.25,0,100.0,100.0,44.0,72.61,31.53,0.82,0.65,-8.66,0.0,0.0,0.0,1.95,0.0,3.25,1.5,0.0,0.0,4.0,4.0,3.0,3.0,1.0,0.0,0.04,1.13,0.0,True,False,False,False,False,False,False
058470,리노공업,61300.0,-3.62,NXT,55710,560.0,701.0,,,13.0,,0.0,2.0,11.0,0.08,,,,59820.0,65530.0,69090.0,87443.33,98044.17,38.31,18.05,-17.69,1.3,15.5,4.57,7.67,-101.94,7.26,1,100.0,17.07,42.65,59.94,26.56,0.83,0.2,-11.28,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,4.0,0.0,3.0,3.0,1.0,0.0,0.08,0.0,0.0,True,False,False,False,False,False,False
006800,미래에셋증권,33050.0,-3.22,NXT,216832,714.0,1271.0,,,12.04,,1.04,0.0,11.0,0.0,,,,32000.0,34935.0,37717.5,50724.17,58166.9,47.19,25.65,-21.28,1.14,17.87,6.88,5.15,-246.98,6.81,0,100.0,12.2,53.48,76.0,34.48,0.57,0.25,-12.37,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False
010140,삼성중공업,20800.0,-2.12,NXT,187000,847.0,1610.0,,,27.46,,1.16,12.48,13.82,0.31,,,,20522.0,21501.0,21708.0,25701.0,27256.33,21.64,11.68,-8.26,1.4,5.78,1.53,5.08,-13.76,3.54,9,92.68,73.17,23.56,31.04,18.39,0.58,0.46,-4.18,0.0,0.0,1.16,0.0,4.44,1.31,1.5,0.73,4.5,4.0,2.82,3.0,3.0,1.0,0.0,0.0,0.31,0.0,True,False,False,False,False,False,False
003230,삼양식품,1143000.0,-2.56,NXT,80753,713.0,1650.0,,WATCH,43.49,,18.39,15.41,9.69,0.0,,,,1193800.0,1168100.0,1137800.0,1181866.67,1190758.33,17.11,4.86,-0.68,1.21,4.92,2.9,3.27,-50.52,1.17,8,78.05,85.37,3.4,4.18,3.87,0.7,0.29,-4.26,2.31,6.14,9.32,0.62,6.16,0.0,1.5,3.75,4.0,3.3,3.77,1.15,0.84,0.63,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False
