Ticker,Signal_sco,수익률(%),당일등락률(%),시가,고가,저가,종가,거래량,거래대금,HighVol,NewSig,is_lime,is_green,is_red,RSI14,MA5,MA10,MA20,MA60,MA120,정배열값(jung),HLd99,HLv99,HLv71,HLv7,Stoch_K3,Stoch_K2,ATR5,ATR60,Norm_sco,Norm_rtn,Final_score
TSEM,16.0,63.15915878312195,-0.11285005301870932,206.0,211.8300018310547,201.6199951171875,203.58999633789062,1959400.0,398914238.8244629,False,-,False,False,False,68.4108759749849,198.4279998779297,188.29900054931642,173.6035015106201,143.489333597819,123.81558354695638,,2,2.0,-1.0,1.0,84.58866582909332,82.29256682563457,13.365997314453125,11.0358336130778,1.0,0.6544815156132425,94.81722273419864
TIGO,16.0,62.80391917509191,0.30200531974702294,82.95999908447266,84.44000244140625,82.48999786376953,83.02999877929688,1102900.0,91573785.65368652,False,-,True,False,False,62.91956284982627,81.63500061035157,78.81050033569336,76.26675033569336,68.97808329264323,60.14287494023641,,2,2.0,1.0,1.0,86.69949321041778,90.64216338393977,2.2419998168945314,2.465733591715495,1.0,0.6527064694295119,94.79059704144268
AEIS,16.0,62.29480917413825,1.2427338859615222,375.54998779296875,385.9700012207031,372.7900085449219,379.6400146484375,362100.0,137467649.30419922,False,-,True,False,False,57.59871778376371,358.5580078125,338.96800537109374,331.13500061035154,305.6868352254232,258.43950068155925,,2,2.0,1.0,1.0,66.20450834496347,81.4848037565858,16.093994140625,17.816168212890624,1.0,0.6501625702024428,94.75243855303664
TER,16.0,60.505074094673716,1.037862460663197,370.9599914550781,373.0,365.5,367.989990234375,3112200.0,1145258447.6074219,False,-,True,False,False,56.207379709306224,345.2799987792969,321.6629974365234,311.9389984130859,293.1981658935547,238.67133280436198,,2,2.0,1.0,1.0,72.94502348891048,90.81331470709807,16.120001220703124,17.376498413085937,1.0,0.6412196979807631,94.61829546971144
MTZ,16.0,59.78236365634242,1.077316550387275,357.8299865722656,365.489990234375,354.5400085449219,361.2200012207031,759000.0,274165980.9265137,False,-,True,False,False,64.21343491564913,348.43199462890624,335.5749969482422,321.53099822998047,285.1146647135417,248.67199885050456,,2,2.0,1.0,1.0,85.81578956095608,89.52907183197796,13.734002685546875,13.659168497721355,1.0,0.6376084891614082,94.56412733742113
STX,16.0,57.99836736133352,0.4712774169612244,504.6700134277344,509.54998779296875,494.6000061035156,503.1300048828125,3431500.0,1726490611.755371,False,-,True,False,False,56.5007267517512,484.443994140625,440.89599609375,424.30649719238284,401.7546671549479,336.5946674346924,,2,2.0,1.0,1.0,73.77215771117115,90.70138016971569,28.727996826171875,28.127999369303385,1.0,0.6286942922541272,94.43041438381191
DIOD,16.0,53.0962076382109,0.9478658046164767,83.0999984741211,85.54000091552734,82.83999633789062,83.06999969482422,461600.0,38345111.85913086,False,-,True,False,False,59.38985529630964,78.17200012207032,72.9150001525879,70.44650020599366,65.75883337656657,58.19908339182536,,2,2.0,1.0,1.0,71.42511662321247,83.80571644109816,4.877999877929687,3.741499582926432,1.0,0.6041993887808893,94.06299083171334
ORKA,15.0,90.10849247278925,-6.320749590429864,63.470001220703125,63.470001220703125,59.0,59.58000183105469,1021400.0,60855013.87023926,True,-,True,False,False,73.33066738976981,60.43199920654297,54.494999694824216,47.86350002288818,38.33283316294352,33.586749935150145,,2,2.0,1.0,1.0,92.99736832009917,89.53990085404669,4.516000366210937,2.6046666781107586,0.9642857142857143,0.7891408014547058,93.80139773610631
SBS,16.0,47.08926185774107,3.394964761750252,33.5,34.22999954223633,33.5,34.11000061035156,1348200.0,45987102.82287598,False,-,True,False,False,59.270430965122095,31.90400047302246,30.882000350952147,29.74900026321411,28.418500010172526,26.73391668001811,,2,2.0,1.0,1.0,87.16460626725907,90.80068045315824,1.0859992980957032,0.9236666043599446,1.0,0.5741841372647972,93.61276205897195
FTI,16.0,46.321634878027275,0.38089888608352496,73.0,74.25,72.62000274658203,73.79000091552734,3009100.0,222041491.75491333,False,-,True,False,False,66.36397642980025,72.78399963378907,71.2639991760254,69.02999954223633,62.98199990590413,53.567249902089436,,2,2.0,1.0,1.0,86.15333432714395,89.18826144783135,2.1939987182617187,2.1791663487752277,1.0,0.5703484913794027,93.55522737069104
KGS,15.5,65.13587423274568,0.6459082191941024,60.34000015258789,61.45000076293945,59.80500030517578,60.77000045776367,1035400.0,62921258.473968506,False,-,True,False,False,64.7645558654976,59.75400009155273,58.886000061035155,57.92250022888184,51.4068333307902,43.52525002161662,,2,2.0,1.0,1.0,77.06657426595288,78.89695593202136,1.606999969482422,1.7968502680460612,0.9821428571428571,0.664358683406084,93.44752310823411
DFTX,16.0,44.78816982072911,0.5135415964508061,22.0049991607666,22.1200008392334,21.375,21.530000686645508,1435100.0,30897703.98540497,False,-,True,False,False,59.988331402284714,20.996000289916992,20.054000091552734,19.15050001144409,17.822666676839194,15.212916707992553,,2,2.0,1.0,1.0,76.9280491664135,87.17896814651525,0.9150005340576172,1.094349988301595,1.0,0.5626861383187857,93.44029207478178
CENX,16.0,44.4971921967791,0.980246644262861,66.69999694824219,68.22000122070312,66.30000305175781,66.95999908447266,924400.0,61897823.15368652,False,-,True,False,False,58.252999152573885,65.88199920654297,61.70799942016602,56.66049995422363,52.69366658528646,42.871416600545246,,2,2.0,1.0,1.0,81.65113578684131,92.20085259199814,3.265999603271484,3.835499890645345,1.0,0.5612321936874208,93.41848290531131
SLAB,16.0,44.22670237087934,0.39927574788227727,210.5,211.67999267578125,210.25999450683594,211.22000122070312,272900.0,57641938.33312988,False,-,True,False,False,71.63353513750906,210.29000244140624,208.8220016479492,207.4015007019043,191.76600087483723,162.3012498855591,,2,2.0,1.0,1.0,87.66977466273592,89.64651395740972,1.617999267578125,4.018331654866537,1.0,0.5598806216150838,93.39820932422626
TS,16.0,43.55224745278443,1.182633517790932,59.099998474121094,59.970001220703125,59.040000915527344,59.88999938964844,1532500.0,91781424.06463623,False,🆕LIME,True,False,False,69.41522514174979,58.997999572753905,58.4689998626709,57.203499984741214,51.56683317820231,45.488000043233235,,2,2.0,1.0,1.0,86.27647017360842,75.46085914871772,1.2040008544921874,1.2829997380574545,1.0,0.5565105339294745,93.34765800894212
ADEA,16.0,43.230279911542134,-0.7021383239423806,27.059999465942383,27.59000015258789,26.760000228881836,26.8700008392334,1493405.0,40127793.60331535,True,-,True,False,False,67.10800526479592,26.262000274658202,25.280000114440917,24.560499954223634,21.18991673787435,18.04654176235199,,2,2.0,1.0,1.0,81.2562792710539,88.10280445227946,1.0373397827148438,0.9608002344767252,1.0,0.5549017401957562,93.32352610293634
WDC,15.5,60.48130498868283,1.6425913675754966,343.95001220703125,349.75,330.0,343.42999267578125,6116400.0,2100555207.2021484,False,-,True,False,False,55.503297089036565,327.2399963378906,302.6399978637695,298.9484992980957,275.73149922688805,219.8689161936442,,2,2.0,1.0,1.0,68.96494306207843,90.99316989489827,20.896002197265624,21.6178337097168,0.9821428571428571,0.6411009295215989,93.09865679996683
VSAT,16.0,35.15137300233639,1.5526279469724624,56.0,56.61000061035156,54.11000061035156,56.25,1102000.0,61987500.0,False,-,True,False,False,54.99048404772556,54.79000015258789,50.89700012207031,49.74849987030029,46.63316650390625,41.42924997011821,,2,2.0,1.0,1.0,64.69054708382528,82.84837615447654,3.3519989013671876,3.42433344523112,1.0,0.5145334013232288,92.71800101984843
CSTM,16.0,34.911244041922785,0.5768580938409151,29.780000686645508,30.18000030517578,29.530000686645508,29.639999389648438,1715800.0,50856310.95275879,False,-,True,False,False,55.949372764357236,28.587999725341795,26.888999938964844,25.634499931335448,24.751833311716716,21.07316661675771,,2,2.0,1.0,1.0,74.19754079162303,90.83066899091503,1.3800003051757812,1.3116666793823242,1.0,0.5133335351339009,92.7000030270085
EZPW,16.0,34.37939120112843,0.8790435840555499,28.31999969482422,28.770000457763672,28.280000686645508,28.690000534057617,409800.0,11757162.218856812,False,-,True,False,False,57.64608720579521,27.88000030517578,26.825,26.310000038146974,24.764833386739095,21.97841671307882,,2,2.0,1.0,1.0,69.02646646533061,87.44647410159129,1.090000534057617,0.895500119527181,1.0,0.5106759954507739,92.6601399317616
COHU,16.0,34.12356303136341,5.480221873128355,35.9900016784668,37.93000030517578,35.630001068115234,37.34000015258789,1088600.0,40648324.16610718,False,-,True,False,False,58.99950744827775,34.524000549316405,32.57600021362305,31.25349998474121,30.259333324432372,27.04916664759318,,2,2.0,1.0,1.0,80.01002706160456,91.81140754304805,1.7419998168945312,1.6863334019978842,1.0,0.5093976841190212,92.64096526178531
ESI,16.0,33.061947442788984,1.157159060660562,37.459999084472656,38.04999923706055,37.099998474121094,37.59000015258789,1867500.0,70199325.28495789,False,-,True,False,False,57.39917500327582,36.0379997253418,34.875,33.69750003814697,32.34049994150798,29.26949995358785,,2,2.0,1.0,1.0,78.693426308329,80.19729347408857,1.3600006103515625,1.4663334528605143,1.0,0.5040930484407592,92.5613957266114
PLXS,16.0,32.04525313121673,1.8847682347212569,223.99000549316406,227.99000549316406,221.75,227.5800018310547,263600.0,59990088.482666016,False,-,True,False,False,58.36189924747024,216.65,209.25,204.9739990234375,197.13583399454754,172.8140837351481,,2,2.0,1.0,1.0,68.0125302130979,78.88399029274845,7.95,9.326998901367187,1.0,0.4990128734912802,92.48519310236921
MATX,16.0,31.150937342332274,-0.48227879234091775,172.6199951171875,172.6999969482422,170.63999938964844,171.27000427246094,144700.0,24782769.618225098,False,-,True,False,False,57.92831353340926,170.21400451660156,166.17000274658204,161.89350280761718,160.59316813151042,136.67241744995118,,2,2.0,1.0,1.0,79.80556058479874,81.49591270827818,4.45799560546875,5.601000213623047,1.0,0.4945441943456396,92.4181629151846
KLIC,15.75,39.79425969641177,0.8593698001158279,78.87000274658203,80.97000122070312,77.1500015258789,77.45999908447266,923800.0,71557547.15423584,False,-,True,False,False,53.496781450178005,72.08400115966796,68.29700088500977,67.15600128173828,65.6313336054484,54.884250195821124,,2,2.0,1.0,1.0,64.93414535284224,80.39656969569822,4.0319976806640625,3.2638333638509116,0.9910714285714286,0.5377327803381814,92.30706313364415
CRUS,16.0,29.4812659991466,0.18157490072137072,160.57000732421875,162.50999450683594,158.0800018310547,160.0,646200.0,103392000.0,False,-,True,False,False,61.16087912993638,154.1320037841797,149.1260025024414,143.73350219726564,138.3723341623942,130.54266713460285,,2,2.0,1.0,1.0,73.26654681050832,81.81129409924759,5.658001708984375,5.507332356770833,1.0,0.48620125150139615,92.29301877252094
MOD,14.5,90.02125387091056,-0.024841651843487966,244.13999938964844,245.0,235.33999633789062,241.4600067138672,652000.0,157431924.3774414,False,-,True,False,False,57.288644633774354,229.34000244140626,222.1840026855469,214.55050048828124,200.68333358764647,173.18974997202557,,2,2.0,1.0,1.0,68.39786896187468,68.00313386678977,15.922000122070312,13.437333170572916,0.9464285714285714,0.7887048913145119,92.27700194114625
FIX,15.5,48.427972499201765,1.1680278966473168,1592.449951171875,1614.0,1567.0,1592.8399658203125,241200.0,384192999.7558594,False,-,True,False,False,55.1038865895391,1510.289990234375,1441.6099975585937,1427.17099609375,1327.4269958496093,1141.3091649373373,,2,2.0,1.0,1.0,69.97724877797182,84.73686158908399,67.00400390625,71.71116536458334,0.9821428571428571,0.5808733497330291,92.19524310313828
JBL,16.0,25.655545345330033,2.211456975389403,296.8999938964844,303.739990234375,294.6099853515625,299.5,1155800.0,346162100.0,False,-,True,False,False,56.481282527163444,283.9960021972656,273.4699996948242,268.717000579834,258.2828328450521,237.66674995422363,,2,2.0,1.0,1.0,71.01370109976386,81.70402650745739,10.739996337890625,11.771834309895834,1.0,0.4670850530452764,92.00627579567914
LSCC,16.0,22.943215205320875,-0.1787585283372528,108.20999908447266,109.41000366210938,105.30999755859375,106.0999984741211,784200.0,83203618.80340576,False,-,True,False,False,54.86319721061037,102.60599822998047,97.20599899291992,95.20149955749511,91.7996669769287,82.18133347829183,,2,2.0,1.0,1.0,64.64640926085019,82.20361622756397,5.432003784179687,5.222333780924479,1.0,0.4535321970145558,91.80298295521834
ETN,16.0,21.24676396887535,0.6392961599705149,404.2200012207031,407.010009765625,401.1000061035156,403.0,2218200.0,893934600.0,False,-,True,False,False,54.00667751773562,384.352001953125,370.6980010986328,366.5440017700195,362.4136678059896,354.43725128173827,,2,2.0,1.0,1.0,63.49584018844837,81.69070533155187,12.151995849609374,12.968999735514323,1.0,0.4450554415372131,91.6758316230582
