date,scenario,ticker,name,bucket,rank,target_weight,close,signal_sco,final_score,trend,mtype
2026-06-24,s3,446770,톱반도,us,1,0.1085,98325.0,14.0,0.960714,,NASDAQ
2026-06-24,s1,XBI,XBI,us,2,0.15444,149.5395965576172,16.0,0.940859,,NASDAQ
2026-06-24,s3,XBI,XBI,us,2,0.0875,149.5395965576172,16.0,0.940859,,NASDAQ
2026-06-24,s1,JETS,JETS,us,3,0.098842,31.969999313354492,15.0,0.937,,NASDAQ
2026-06-24,s3,JETS,JETS,us,3,0.056,31.969999313354492,15.0,0.937,,NASDAQ
2026-06-24,s1,091160,반도체,kr,4,0.035006,171440.0,12.0,0.915655,,KOSPI
2026-06-24,s3,091160,반도체,kr,4,0.035,171440.0,12.0,0.915655,,KOSPI
2026-06-24,s1,SMH,SMH,us,5,0.032523,618.5800170898438,12.5,0.896098,,NASDAQ
2026-06-24,s3,SMH,SMH,us,5,0.035,618.5800170898438,12.5,0.896098,,NASDAQ
2026-06-24,s1,EWT,EWT,us,6,0.027387,104.30000305175781,12.5,0.883896,,NASDAQ
2026-06-24,s3,EWT,EWT,us,6,0.028,104.30000305175781,12.5,0.883896,,NASDAQ
2026-06-25,s1,091160,반도체,kr,4,0.035006,171440.0,12.0,0.915673,,KOSPI
2026-06-25,s3,091160,반도체,kr,4,0.038,171440.0,12.0,0.915673,,KOSPI
2026-06-25,s1,JETS,JETS,us,1,0.200964,32.48,15.0,0.941888,,NASDAQ
2026-06-25,s3,JETS,JETS,us,1,0.1155,32.48,15.0,0.941888,,NASDAQ
2026-06-25,s1,XBI,XBI,us,2,0.164425,149.71,16.0,0.941675,,NASDAQ
2026-06-25,s3,XBI,XBI,us,2,0.0945,149.71,16.0,0.941675,,NASDAQ
2026-06-25,s1,446770,톱반도,us,3,0.101497,102180.0,13.0,0.941071,,NASDAQ
2026-06-25,s3,446770,톱반도,us,3,0.07,102180.0,13.0,0.941071,,NASDAQ
2026-06-25,s1,SMH,SMH,us,4,0.03206,618.92,12.5,0.876502,,NASDAQ
2026-06-25,s3,SMH,SMH,us,4,0.035,618.92,12.5,0.876502,,NASDAQ
2026-06-25,s1,EWT,EWT,us,5,0.033748,104.72,12.5,0.869204,,NASDAQ
2026-06-25,s3,EWT,EWT,us,5,0.035,104.72,12.5,0.869204,,NASDAQ
2026-06-26,s1,JETS,JETS,us,1,0.084,32.98,15.0,0.943976,,NASDAQ
2026-06-26,s3,JETS,JETS,us,1,0.0525,32.98,15.0,0.943976,,NASDAQ
2026-06-26,s1,XBI,XBI,us,2,0.072,151.59,16.0,0.94009,,NASDAQ
2026-06-26,s3,XBI,XBI,us,2,0.045,151.59,16.0,0.94009,,NASDAQ
2026-06-26,s1,487230,전력인,us,3,0.055,27405.0,15.0,0.920496,,NASDAQ
2026-06-26,s3,487230,전력인,us,3,0.0375,27405.0,15.0,0.920496,,NASDAQ
2026-06-26,s1,446770,톱반도,us,4,0.02,100095.0,11.5,0.911607,,NASDAQ
2026-06-26,s3,446770,톱반도,us,4,0.015,100095.0,11.5,0.911607,,NASDAQ
