date,Worst,Neutral,Recovery,HotVeryHot,total_universe,avg_sco,avg_3m,Other,Worst_pct,Neutral_pct,Recovery_pct,HotVeryHot_pct,Other_pct,cell_<0__<0%,cell_<0__0~15%,cell_<0__15~30%,cell_<0__30%+,cell_0~7__<0%,cell_0~7__0~15%,cell_0~7__15~30%,cell_0~7__30%+,cell_8~10__<0%,cell_8~10__0~15%,cell_8~10__15~30%,cell_8~10__30%+,cell_11+__<0%,cell_11+__0~15%,cell_11+__15~30%,cell_11+__30%+,QQQ_close,SPY_close,sco_strong,sco_mid,sco_weak,sco_neg,regime_raw_avg,regime_map_score,strong_zone_cnt,risk_zone_cnt,worst_zone_cnt,regime_state
2024-04-30,23,49,3,1,127,1.48,4.4,51,18.11,38.58,2.36,0.79,40.16,,,,,,,,,,,,,,,,,419.98,,5.0,11.0,58.0,53.0,0.0,0.0,0.0,0.0,0.0,
2024-05-01,23,49,4,1,127,1.6,5.11,50,18.11,38.58,3.15,0.79,39.37,,,,,,,,,,,,,,,,,416.94,,6.0,12.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,
2024-05-02,19,49,3,2,128,2.17,5.01,55,14.84,38.28,2.34,1.56,42.97,,,,,,,,,,,,,,,,,422.26,,8.0,13.0,60.0,47.0,0.0,0.0,0.0,0.0,0.0,
2024-05-03,16,57,2,1,128,2.68,6.04,52,12.5,44.53,1.56,0.78,40.62,,,,,,,,,,,,,,,,,430.75,,7.0,15.0,68.0,38.0,0.0,0.0,0.0,0.0,0.0,
2024-05-06,13,62,4,1,128,3.71,7.26,48,10.16,48.44,3.12,0.78,37.5,,,,,,,,,,,,,,,,,435.47,,8.0,16.0,76.0,28.0,0.0,0.0,0.0,0.0,0.0,
2024-05-07,8,58,4,1,128,4.75,6.98,57,6.25,45.31,3.12,0.78,44.53,,,,,,,,,,,,,,,,,435.54,,15.0,17.0,76.0,20.0,0.0,0.0,0.0,0.0,0.0,
2024-05-08,8,55,6,1,128,5.63,6.48,58,6.25,42.97,4.69,0.78,45.31,,,,,,,,,,,,,,,,,435.28,,18.0,20.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,
2024-05-09,8,34,7,1,128,6.39,6.49,78,6.25,26.56,5.47,0.78,60.94,,,,,,,,,,,,,,,,,436.23,,21.0,39.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,
2024-05-10,7,17,8,3,128,7.01,6.24,93,5.47,13.28,6.25,2.34,72.66,,,,,,,,,,,,,,,,,437.26,,23.0,51.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,
2024-05-13,6,12,6,3,128,7.52,6.11,101,4.69,9.38,4.69,2.34,78.91,,,,,,,,,,,,,,,,,438.27,,44.0,36.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,
2024-05-14,5,19,5,3,128,7.77,8.16,96,3.91,14.84,3.91,2.34,75.0,,,,,,,,,,,,,,,,,441.09,,50.0,33.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,
2024-05-15,5,18,6,4,128,8.05,8.0,95,3.91,14.06,4.69,3.12,74.22,,,,,,,,,,,,,,,,,447.98,,58.0,29.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-05-16,4,16,3,4,128,8.23,7.01,101,3.12,12.5,2.34,3.12,78.91,,,,,,,,,,,,,,,,,447.07,,61.0,27.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,
2024-05-17,5,14,4,3,128,8.45,7.04,102,3.91,10.94,3.12,2.34,79.69,,,,,,,,,,,,,,,,,446.85,,67.0,25.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,
2024-05-20,6,8,5,4,128,8.57,7.69,105,4.69,6.25,3.91,3.12,82.03,,,,,,,,,,,,,,,,,449.97,,71.0,23.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-05-21,6,14,5,3,128,8.49,7.29,100,4.69,10.94,3.91,2.34,78.12,,,,,,,,,,,,,,,,,450.85,,65.0,28.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,
2024-05-22,7,9,8,3,128,8.09,5.84,101,5.47,7.03,6.25,2.34,78.91,,,,,,,,,,,,,,,,,450.76,,25.0,67.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,
2024-05-23,8,13,5,3,128,7.05,4.98,99,6.25,10.16,3.91,2.34,77.34,,,,,,,,,,,,,,,,,448.73,,12.0,72.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-05-24,13,43,8,3,128,5.95,5.42,61,10.16,33.59,6.25,2.34,47.66,,,,,,,,,,,,,,,,,452.98,,10.0,37.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,
2024-05-27,18,31,4,5,128,6.42,5.22,70,14.06,24.22,3.12,3.91,54.69,18.0,3.0,1.0,0.0,10.0,31.0,4.0,0.0,1.0,26.0,2.0,0.0,0.0,24.0,3.0,5.0,457.9500122070313,529.4400024414062,,,,,0.0,0.0,0.0,0.0,0.0,
2024-05-28,17,49,6,4,128,4.73,5.35,52,13.28,38.28,4.69,3.12,40.62,,,,,,,,,,,,,,,,,454.69,,9.0,28.0,70.0,21.0,0.0,0.0,0.0,0.0,0.0,
2024-05-29,20,51,3,4,128,3.71,4.3,50,15.62,39.84,2.34,3.12,39.06,,,,,,,,,,,,,,,,,451.48,,14.0,17.0,72.0,25.0,0.0,0.0,0.0,0.0,0.0,
2024-05-30,24,57,3,3,128,3.06,3.85,41,18.75,44.53,2.34,2.34,32.03,,,,,,,,,,,,,,,,,446.64,,7.0,16.0,77.0,28.0,0.0,0.0,0.0,0.0,0.0,
2024-05-31,23,62,2,3,128,2.49,3.65,38,17.97,48.44,1.56,2.34,29.69,,,,,,,,,,,,,,,,,445.81,,5.0,11.0,81.0,31.0,0.0,0.0,0.0,0.0,0.0,
2024-06-03,22,62,4,1,128,2.0,3.7,39,17.19,48.44,3.12,0.78,30.47,,,,,,,,,,,,,,,,,448.21,,3.0,9.0,83.0,33.0,0.0,0.0,0.0,0.0,0.0,
2024-06-04,23,62,6,1,128,1.52,3.7,36,17.97,48.44,4.69,0.78,28.12,,,,,,,,,,,,,,,,,449.43,,1.0,6.0,82.0,39.0,0.0,0.0,0.0,0.0,0.0,
2024-06-05,23,63,5,1,128,1.67,3.47,36,17.97,49.22,3.91,0.78,28.12,,,,,,,,,,,,,,,,,458.49,,2.0,11.0,76.0,39.0,0.0,0.0,0.0,0.0,0.0,
2024-06-06,23,52,4,1,128,1.86,2.92,48,17.97,40.62,3.12,0.78,37.5,,,,,,,,,,,,,,,,,458.34,,6.0,8.0,71.0,43.0,0.0,0.0,0.0,0.0,0.0,
2024-06-07,27,46,5,0,128,1.79,2.64,50,21.09,35.94,3.91,0.0,39.06,,,,,,,,,,,,,,,,,457.93,,3.0,9.0,68.0,48.0,0.0,0.0,0.0,0.0,0.0,
2024-06-10,25,46,5,0,128,1.88,2.92,52,19.53,35.94,3.91,0.0,40.62,,,,,,,,,,,,,,,,,459.78,,5.0,10.0,66.0,47.0,0.0,0.0,0.0,0.0,0.0,
2024-06-11,28,34,4,0,128,1.55,2.46,62,21.88,26.56,3.12,0.0,48.44,,,,,,,,,,,,,,,,,462.94,,5.0,10.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,
2024-06-12,27,39,3,0,128,1.47,3.0,59,21.09,30.47,2.34,0.0,46.09,,,,,,,,,,,,,,,,,469.0,,6.0,9.0,57.0,56.0,0.0,0.0,0.0,0.0,0.0,
2024-06-13,21,38,5,0,128,1.48,3.44,64,16.41,29.69,3.91,0.0,50.0,,,,,,,,,,,,,,,,,471.54,,7.0,9.0,58.0,54.0,0.0,0.0,0.0,0.0,0.0,
2024-06-14,32,30,3,0,128,1.45,3.03,63,25.0,23.44,2.34,0.0,49.22,,,,,,,,,,,,,,,,,473.98,,9.0,14.0,48.0,57.0,0.0,0.0,0.0,0.0,0.0,
2024-06-17,25,24,4,0,128,1.54,3.09,75,19.53,18.75,3.12,0.0,58.59,,,,,,,,,,,,,,,,,479.79,,10.0,17.0,44.0,57.0,0.0,0.0,0.0,0.0,0.0,
2024-06-18,30,21,6,0,128,1.59,3.33,71,23.44,16.41,4.69,0.0,55.47,,,,,,,,,,,,,,,,,479.94,,13.0,18.0,41.0,56.0,0.0,0.0,0.0,0.0,0.0,
2024-06-19,42,15,2,2,128,2.77,2.84,67,32.81,11.72,1.56,1.56,52.34,42.0,13.0,0.0,0.0,11.0,15.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,27.0,7.0,1.0,485.2099914550781,548.489990234375,,,,,0.0,0.0,0.0,0.0,0.0,
2024-06-20,40,18,2,1,128,1.61,2.36,67,31.25,14.06,1.56,0.78,52.34,,,,,,,,,,,,,,,,,476.24,,23.0,11.0,37.0,57.0,0.0,0.0,0.0,0.0,0.0,
2024-06-21,41,19,1,0,128,1.79,1.99,67,32.03,14.84,0.78,0.0,52.34,,,,,,,,,,,,,,,,,474.96,,20.0,14.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,
2024-06-24,34,28,1,0,128,2.32,2.28,65,26.56,21.88,0.78,0.0,50.78,,,,,,,,,,,,,,,,,469.56,,16.0,20.0,43.0,49.0,0.0,0.0,0.0,0.0,0.0,
2024-06-25,37,21,2,0,128,2.35,1.72,68,28.91,16.41,1.56,0.0,53.12,,,,,,,,,,,,,,,,,474.93,,7.0,30.0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,
2024-06-26,40,13,4,0,128,2.34,1.72,71,31.25,10.16,3.12,0.0,55.47,,,,,,,,,,,,,,,,,475.91,,4.0,39.0,32.0,53.0,0.0,0.0,0.0,0.0,0.0,
2024-06-27,40,11,4,0,128,2.51,1.22,73,31.25,8.59,3.12,0.0,57.03,,,,,,,,,,,,,,,,,477.14,,5.0,40.0,32.0,51.0,0.0,0.0,0.0,0.0,0.0,
2024-06-28,38,12,3,0,128,2.44,1.04,75,29.69,9.38,2.34,0.0,58.59,,,,,,,,,,,,,,,,,474.66,,4.0,40.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,
2024-07-01,33,15,2,0,128,2.48,1.03,78,25.78,11.72,1.56,0.0,60.94,,,,,,,,,,,,,,,,,477.44,,4.0,35.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,
2024-07-02,29,24,4,0,128,2.71,1.51,71,22.66,18.75,3.12,0.0,55.47,,,,,,,,,,,,,,,,,482.46,,11.0,26.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,
2024-07-03,20,31,5,0,128,3.18,2.13,72,15.62,24.22,3.91,0.0,56.25,,,,,,,,,,,,,,,,,486.48,,14.0,23.0,55.0,36.0,0.0,0.0,0.0,0.0,0.0,
2024-07-04,23,34,2,0,128,4.25,2.13,69,17.97,26.56,1.56,0.0,53.91,23.0,12.0,1.0,0.0,13.0,34.0,2.0,0.0,3.0,5.0,1.0,0.0,5.0,28.0,1.0,0.0,491.0400085449219,551.4600219726562,,,,,0.0,0.0,0.0,0.0,0.0,
2024-07-05,20,42,7,0,128,3.56,3.23,59,15.62,32.81,5.47,0.0,46.09,,,,,,,,,,,,,,,,,491.55,,19.0,16.0,62.0,31.0,0.0,0.0,0.0,0.0,0.0,
2024-07-08,21,36,4,0,128,4.3,3.29,67,16.41,28.12,3.12,0.0,52.34,,,,,,,,,,,,,,,,,492.72,,24.0,20.0,53.0,31.0,0.0,0.0,0.0,0.0,0.0,
2024-07-09,17,30,4,0,128,5.05,2.72,77,13.28,23.44,3.12,0.0,60.16,,,,,,,,,,,,,,,,,493.15,,29.0,20.0,51.0,28.0,0.0,0.0,0.0,0.0,0.0,
2024-07-10,15,35,4,1,128,5.64,3.31,73,11.72,27.34,3.12,0.78,57.03,,,,,,,,,,,,,,,,,498.29,,32.0,19.0,57.0,20.0,0.0,0.0,0.0,0.0,0.0,
2024-07-11,11,33,4,1,128,6.46,4.98,79,8.59,25.78,3.12,0.78,61.72,,,,,,,,,,,,,,,,,487.36,,30.0,32.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,
2024-07-12,7,23,4,0,128,7.14,5.17,94,5.47,17.97,3.12,0.0,73.44,,,,,,,,,,,,,,,,,490.22,,35.0,38.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,
2024-07-15,11,19,3,1,128,7.73,6.43,94,8.59,14.84,2.34,0.78,73.44,,,,,,,,,,,,,,,,,491.54,,51.0,32.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,
2024-07-16,8,12,6,0,128,8.15,7.91,102,6.25,9.38,4.69,0.0,79.69,,,,,,,,,,,,,,,,,491.73,,66.0,25.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,
2024-07-17,10,19,3,0,128,7.86,7.54,96,7.81,14.84,2.34,0.0,75.0,,,,,,,,,,,,,,,,,477.29,,52.0,34.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,
2024-07-18,10,27,4,2,129,7.07,7.22,86,7.75,20.93,3.1,1.55,66.67,,,,,,,,,,,,,,,,,475.04,,42.0,36.0,38.0,13.0,0.0,0.0,0.0,0.0,0.0,
2024-07-19,12,35,2,0,129,5.92,6.77,80,9.3,27.13,1.55,0.0,62.02,,,,,,,,,,,,,,,,,470.82,,22.0,42.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,
2024-07-22,13,37,3,0,129,4.9,7.12,76,10.08,28.68,2.33,0.0,58.91,,,,,,,,,,,,,,,,,477.84,,17.0,39.0,44.0,29.0,0.0,0.0,0.0,0.0,0.0,
2024-07-23,15,27,3,0,129,4.16,6.59,84,11.63,20.93,2.33,0.0,65.12,,,,,,,,,,,,,,,,,476.15,,4.0,50.0,36.0,39.0,0.0,0.0,0.0,0.0,0.0,
2024-07-24,19,32,4,0,129,3.28,4.19,74,14.73,24.81,3.1,0.0,57.36,,,,,,,,,,,,,,,,,459.07,,1.0,44.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,
2024-07-25,20,48,3,0,129,2.55,3.49,58,15.5,37.21,2.33,0.0,44.96,,,,,,,,,,,,,,,,,454.01,,1.0,29.0,57.0,42.0,0.0,0.0,0.0,0.0,0.0,
2024-07-26,23,45,3,0,129,1.81,4.31,58,17.83,34.88,2.33,0.0,44.96,,,,,,,,,,,,,,,,,458.67,,2.0,23.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,
2024-07-29,26,39,4,0,129,1.26,4.01,60,20.16,30.23,3.1,0.0,46.51,,,,,,,,,,,,,,,,,459.59,,2.0,21.0,45.0,61.0,0.0,0.0,0.0,0.0,0.0,
2024-07-30,29,35,2,0,129,1.1,2.7,63,22.48,27.13,1.55,0.0,48.84,,,,,,,,,,,,,,,,,453.28,,4.0,19.0,43.0,63.0,0.0,0.0,0.0,0.0,0.0,
2024-07-31,21,33,3,0,129,1.59,4.91,72,16.28,25.58,2.33,0.0,55.81,,,,,,,,,,,,,,,,,466.69,,5.0,24.0,39.0,61.0,0.0,0.0,0.0,0.0,0.0,
2024-08-01,28,30,2,0,129,1.49,3.8,69,21.71,23.26,1.55,0.0,53.49,,,,,,,,,,,,,,,,,455.39,,8.0,21.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,
2024-08-02,42,30,1,0,129,0.81,0.66,56,32.56,23.26,0.78,0.0,43.41,,,,,,,,,,,,,,,,,444.58,,6.0,20.0,37.0,66.0,0.0,0.0,0.0,0.0,0.0,
2024-08-05,68,27,0,0,129,-0.4,-4.01,34,52.71,20.93,0.0,0.0,26.36,,,,,,,,,,,,,,,,,431.32,,6.0,4.0,42.0,77.0,0.0,0.0,0.0,0.0,0.0,
2024-08-06,74,27,0,0,129,-1.89,-3.46,28,57.36,20.93,0.0,0.0,21.71,,,,,,,,,,,,,,,,,435.45,,6.0,3.0,34.0,86.0,0.0,0.0,0.0,0.0,0.0,
2024-08-07,82,14,0,0,129,-3.04,-3.45,33,63.57,10.85,0.0,0.0,25.58,,,,,,,,,,,,,,,,,430.73,,5.0,1.0,15.0,108.0,0.0,0.0,0.0,0.0,0.0,
2024-08-08,67,16,0,0,130,-3.23,-1.72,47,51.54,12.31,0.0,0.0,36.15,,,,,,,,,,,,,,,,,443.91,,3.0,3.0,16.0,108.0,0.0,0.0,0.0,0.0,0.0,
2024-08-09,66,16,1,0,130,-2.53,-1.78,47,50.77,12.31,0.77,0.0,36.15,,,,,,,,,,,,,,,,,446.23,,0.0,6.0,19.0,105.0,0.0,0.0,0.0,0.0,0.0,
2024-08-12,58,25,0,0,130,-1.71,-1.52,47,44.62,19.23,0.0,0.0,36.15,,,,,,,,,,,,,,,,,447.19,,0.0,6.0,32.0,92.0,0.0,0.0,0.0,0.0,0.0,
2024-08-13,51,37,0,0,130,-0.4,-0.74,42,39.23,28.46,0.0,0.0,32.31,,,,,,,,,,,,,,,,,458.28,,0.0,9.0,41.0,80.0,0.0,0.0,0.0,0.0,0.0,
2024-08-14,47,36,1,0,130,0.49,-1.17,46,36.15,27.69,0.77,0.0,35.38,,,,,,,,,,,,,,,,,458.43,,0.0,12.0,52.0,66.0,0.0,0.0,0.0,0.0,0.0,
2024-08-15,37,39,1,0,130,1.57,-1.07,53,28.46,30.0,0.77,0.0,40.77,,,,,,,,,,,,,,,,,470.01,,2.0,13.0,66.0,49.0,0.0,0.0,0.0,0.0,0.0,
2024-08-16,24,53,1,0,130,3.12,0.06,52,18.46,40.77,0.77,0.0,40.0,,,,,,,,,,,,,,,,,470.62,,6.0,14.0,78.0,32.0,0.0,0.0,0.0,0.0,0.0,
2024-08-19,19,48,1,0,130,4.26,0.27,62,14.62,36.92,0.77,0.0,47.69,,,,,,,,,,,,,,,,,476.8,,8.0,25.0,75.0,22.0,0.0,0.0,0.0,0.0,0.0,
2024-08-20,14,32,1,0,130,5.65,0.23,83,10.77,24.62,0.77,0.0,63.85,,,,,,,,,,,,,,,,,475.8,,25.0,28.0,61.0,16.0,0.0,0.0,0.0,0.0,0.0,
2024-08-21,13,28,1,0,130,6.67,0.92,88,10.0,21.54,0.77,0.0,67.69,,,,,,,,,,,,,,,,,478.02,,42.0,25.0,49.0,14.0,0.0,0.0,0.0,0.0,0.0,
2024-08-22,13,17,0,0,130,7.08,0.41,100,10.0,13.08,0.0,0.0,76.92,,,,,,,,,,,,,,,,,470.44,,45.0,31.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,
2024-08-23,12,10,0,0,130,7.5,2.67,108,9.23,7.69,0.0,0.0,83.08,,,,,,,,,,,,,,,,,475.54,,49.0,40.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,
2024-08-26,12,7,0,0,130,7.69,1.55,111,9.23,5.38,0.0,0.0,85.38,,,,,,,,,,,,,,,,,470.92,,54.0,40.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,
2024-08-27,16,6,0,0,130,7.64,1.58,108,12.31,4.62,0.0,0.0,83.08,,,,,,,,,,,,,,,,,472.33,,51.0,43.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,
2024-08-28,15,9,0,0,130,7.48,2.29,106,11.54,6.92,0.0,0.0,81.54,,,,,,,,,,,,,,,,,466.97,,40.0,50.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,
2024-08-29,15,12,1,0,130,7.33,2.38,102,11.54,9.23,0.77,0.0,78.46,,,,,,,,,,,,,,,,,466.29,,39.0,47.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,
2024-08-30,16,16,1,0,130,7.04,2.51,97,12.31,12.31,0.77,0.0,74.62,,,,,,,,,,,,,,,,,471.84,,32.0,49.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,
2024-09-02,20,20,1,0,130,7.62,1.66,89,15.38,15.38,0.77,0.0,68.46,20.0,1.0,0.0,0.0,11.0,20.0,1.0,0.0,4.0,18.0,1.0,0.0,3.0,49.0,2.0,0.0,476.2699890136719,563.6799926757812,,,,,0.0,0.0,0.0,0.0,0.0,
2024-09-03,15,28,1,0,130,6.2,0.81,86,11.54,21.54,0.77,0.0,66.15,,,,,,,,,,,,,,,,,457.52,,9.0,55.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,
2024-09-04,15,43,1,0,130,5.4,0.47,71,11.54,33.08,0.77,0.0,54.62,,,,,,,,,,,,,,,,,456.33,,10.0,36.0,68.0,16.0,0.0,0.0,0.0,0.0,0.0,
2024-09-05,19,41,2,0,130,4.15,-0.68,68,14.62,31.54,1.54,0.0,52.31,,,,,,,,,,,,,,,,,456.76,,7.0,26.0,77.0,20.0,0.0,0.0,0.0,0.0,0.0,
2024-09-06,30,46,0,0,130,2.6,-2.27,54,23.08,35.38,0.0,0.0,41.54,,,,,,,,,,,,,,,,,444.52,,3.0,13.0,82.0,32.0,0.0,0.0,0.0,0.0,0.0,
2024-09-09,34,56,2,0,130,1.64,-0.74,38,26.15,43.08,1.54,0.0,29.23,,,,,,,,,,,,,,,,,450.24,,4.0,9.0,79.0,38.0,0.0,0.0,0.0,0.0,0.0,
2024-09-10,41,52,1,0,130,0.87,-1.07,36,31.54,40.0,0.77,0.0,27.69,,,,,,,,,,,,,,,,,454.4,,10.0,2.0,72.0,46.0,0.0,0.0,0.0,0.0,0.0,
2024-09-11,38,61,2,0,130,0.47,-0.25,29,29.23,46.92,1.54,0.0,22.31,,,,,,,,,,,,,,,,,464.27,,9.0,2.0,73.0,46.0,0.0,0.0,0.0,0.0,0.0,
2024-09-12,38,56,2,0,130,0.89,0.28,34,29.23,43.08,1.54,0.0,26.15,,,,,,,,,,,,,,,,,468.82,,9.0,4.0,69.0,48.0,0.0,0.0,0.0,0.0,0.0,
2024-09-13,35,59,3,0,130,1.5,1.45,33,26.92,45.38,2.31,0.0,25.38,,,,,,,,,,,,,,,,,470.92,,10.0,4.0,69.0,47.0,0.0,0.0,0.0,0.0,0.0,
2024-09-16,34,56,2,0,130,1.95,2.23,38,26.15,43.08,1.54,0.0,29.23,,,,,,,,,,,,,,,,,468.84,,10.0,8.0,65.0,47.0,0.0,0.0,0.0,0.0,0.0,
2024-09-17,33,59,3,0,130,2.57,2.03,35,25.38,45.38,2.31,0.0,26.92,,,,,,,,,,,,,,,,,469.09,,13.0,7.0,68.0,42.0,0.0,0.0,0.0,0.0,0.0,
2024-09-18,31,45,3,0,130,2.95,1.45,51,23.85,34.62,2.31,0.0,39.23,,,,,,,,,,,,,,,,,467.06,,8.0,23.0,59.0,40.0,0.0,0.0,0.0,0.0,0.0,
2024-09-19,27,46,1,0,130,3.83,3.15,56,20.77,35.38,0.77,0.0,43.08,,,,,,,,,,,,,,,,,478.87,,10.0,30.0,54.0,36.0,0.0,0.0,0.0,0.0,0.0,
2024-09-20,18,39,2,0,130,4.81,3.06,71,13.85,30.0,1.54,0.0,54.62,,,,,,,,,,,,,,,,,477.96,,17.0,32.0,55.0,26.0,0.0,0.0,0.0,0.0,0.0,
2024-09-23,18,34,2,0,130,5.53,3.36,76,13.85,26.15,1.54,0.0,58.46,,,,,,,,,,,,,,,,,479.22,,22.0,35.0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,
2024-09-24,10,29,2,0,130,6.54,4.7,89,7.69,22.31,1.54,0.0,68.46,,,,,,,,,,,,,,,,,481.54,,39.0,32.0,45.0,14.0,0.0,0.0,0.0,0.0,0.0,
2024-09-25,8,22,2,0,130,6.9,4.42,98,6.15,16.92,1.54,0.0,75.38,,,,,,,,,,,,,,,,,481.98,,40.0,34.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,
2024-09-26,5,25,2,0,130,7.36,5.91,98,3.85,19.23,1.54,0.0,75.38,,,,,,,,,,,,,,,,,485.6,,41.0,37.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-09-27,4,21,3,0,130,7.75,6.02,102,3.08,16.15,2.31,0.0,78.46,,,,,,,,,,,,,,,,,482.91,,53.0,28.0,40.0,9.0,0.0,0.0,0.0,0.0,0.0,
2024-09-30,4,16,2,0,130,7.67,5.59,108,3.08,12.31,1.54,0.0,83.08,,,,,,,,,,,,,,,,,484.21,,44.0,41.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-10-01,5,18,3,0,130,7.51,4.99,104,3.85,13.85,2.31,0.0,80.0,,,,,,,,,,,,,,,,,477.47,,24.0,61.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,
2024-10-02,6,27,5,2,130,7.13,4.03,90,4.62,20.77,3.85,1.54,69.23,,,,,,,,,,,,,,,,,478.14,,21.0,53.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-10-03,6,35,5,2,130,6.11,3.25,82,4.62,26.92,3.85,1.54,63.08,,,,,,,,,,,,,,,,,477.79,,9.0,51.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,
2024-10-04,7,52,4,3,130,5.37,4.02,64,5.38,40.0,3.08,2.31,49.23,,,,,,,,,,,,,,,,,483.47,,8.0,32.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,
2024-10-07,8,53,4,3,130,4.49,4.34,62,6.15,40.77,3.08,2.31,47.69,,,,,,,,,,,,,,,,,478.29,,6.0,26.0,77.0,21.0,0.0,0.0,0.0,0.0,0.0,
2024-10-08,11,50,4,1,130,3.73,3.11,64,8.46,38.46,3.08,0.77,49.23,,,,,,,,,,,,,,,,,485.44,,3.0,24.0,76.0,27.0,0.0,0.0,0.0,0.0,0.0,
2024-10-09,14,51,2,1,130,3.7,2.73,62,10.77,39.23,1.54,0.77,47.69,,,,,,,,,,,,,,,,,489.25,,5.0,19.0,74.0,32.0,0.0,0.0,0.0,0.0,0.0,
2024-10-10,18,49,2,0,130,3.41,1.86,61,13.85,37.69,1.54,0.0,46.92,,,,,,,,,,,,,,,,,488.7,,4.0,20.0,70.0,36.0,0.0,0.0,0.0,0.0,0.0,
2024-10-11,16,48,3,0,130,3.66,2.51,63,12.31,36.92,2.31,0.0,48.46,,,,,,,,,,,,,,,,,489.46,,4.0,28.0,64.0,34.0,0.0,0.0,0.0,0.0,0.0,
2024-10-14,13,44,4,0,130,3.87,1.96,69,10.0,33.85,3.08,0.0,53.08,,,,,,,,,,,,,,,,,493.57,,8.0,31.0,67.0,24.0,0.0,0.0,0.0,0.0,0.0,
2024-10-15,15,41,3,0,130,3.89,2.14,71,11.54,31.54,2.31,0.0,54.62,,,,,,,,,,,,,,,,,486.97,,11.0,29.0,61.0,29.0,0.0,0.0,0.0,0.0,0.0,
2024-10-16,17,43,5,0,130,3.92,3.09,65,13.08,33.08,3.85,0.0,50.0,,,,,,,,,,,,,,,,,487.03,,12.0,27.0,60.0,31.0,0.0,0.0,0.0,0.0,0.0,
2024-10-17,15,38,4,0,130,3.75,3.37,73,11.54,29.23,3.08,0.0,56.15,,,,,,,,,,,,,,,,,487.37,,22.0,18.0,53.0,37.0,0.0,0.0,0.0,0.0,0.0,
2024-10-18,17,37,7,0,130,3.55,3.01,69,13.08,28.46,5.38,0.0,53.08,,,,,,,,,,,,,,,,,490.56,,21.0,14.0,59.0,36.0,0.0,0.0,0.0,0.0,0.0,
2024-10-21,17,31,6,0,130,3.44,2.83,76,13.08,23.85,4.62,0.0,58.46,,,,,,,,,,,,,,,,,491.51,,15.0,25.0,51.0,39.0,0.0,0.0,0.0,0.0,0.0,
2024-10-22,18,36,6,0,130,3.04,3.87,70,13.85,27.69,4.62,0.0,53.85,,,,,,,,,,,,,,,,,492.04,,11.0,25.0,53.0,41.0,0.0,0.0,0.0,0.0,0.0,
2024-10-23,18,43,5,0,130,2.37,3.71,64,13.85,33.08,3.85,0.0,49.23,,,,,,,,,,,,,,,,,484.5,,7.0,20.0,57.0,46.0,0.0,0.0,0.0,0.0,0.0,
2024-10-24,24,40,6,0,130,1.56,3.18,60,18.46,30.77,4.62,0.0,46.15,,,,,,,,,,,,,,,,,488.43,,4.0,18.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,
