date,Worst,Neutral,Recovery,HotVeryHot,Other,total_universe,avg_sco,avg_3m,QQQ_close,sco_strong,sco_mid,sco_weak,sco_neg,regime_raw_avg,regime_map_score,strong_zone_cnt,risk_zone_cnt,worst_zone_cnt,regime_state,Worst_pct,Neutral_pct,Recovery_pct,HotVeryHot_pct,Other_pct
2026-05-23,31,16,13,31,56,147,3.51,26.05,717.54,28,25,47,47,6.966,39.8,41,52,31,약세 경계,21.09,10.88,8.84,21.09,38.1
