2026.5월3주,2026.5월4주,2026.6월1주,2026.6월2주,2026.6월3주,2026.6월4주,2026.7월1주,2026.7월2주,2026.7월3주,2026.7월4주,2026.7월5주,2026.8월1주,2026.8월2주
"주성엔지니어링(036930)
DDOG
대덕전자(353200)
FTNT
CRWD","대덕전자(353200)
ARM
DELL
주성엔지니어링(036930)
MU","MRVL
로보스타(090360)
HPE
ARM
DELL","코리아써키트(007810)
유진테크(084370)
AMAT
ASML
MRVL","SK하이닉스(000660)
삼화콘덴서(001820)
삼성전기(009150)
WDC
MU","MU
PANW
AMAT
SK하이닉스(000660)
DELL","PANW
TDOC
OKTA
심텍(222800)
AMAT","OKTA
NET
DELL
TDOC
FTNT","PANW
CRWD
OKTA
SNOW
FTNT","AME
VST
SNOW
AAPL
DELL","SNOW
HXGBY
PATH
EMR
NOW","SNOW
PATH
MSFT
HPE
EMR","PATH
SNOW
MSFT
CRWD
DELL"
