date,ticker,industry,rank,close,sco,trend,위치,raw_mult,floor_mult,base_w,internal_w,alloc_pct,alloc_amount,atr_excluded,vol63,atr_stage_val,k_mult,kospi_trend,last_trend
2022-04-01,091170,은행주,1,6533.0,13.0,LIME,1,0.5,0.5,0.45,0.48169,0.240845,24084507,False,21.8788,0,0.5,GREEN,GREEN
2022-04-01,325020,케모멘,2,11366.0,12.5,GREEN,1,0.5,0.4,0.3,0.23662,0.11831,11830985,False,17.0619,3,0.5,GREEN,GREEN
2022-04-01,147970,티모멘,3,23432.0,12.0,LIME,1,0.5,0.4,0.25,0.28169,0.140845,14084507,False,17.9023,0,0.5,GREEN,GREEN
2022-04-04,091170,은행주,1,6545.0,13.5,LIME,1,0.6,0.5,0.45,0.43734,0.262404,26240409,False,21.8772,0,0.6,GREEN,GREEN
2022-04-04,147970,티모멘,2,23467.0,13.25,LIME,1,0.6,0.5,0.3,0.306905,0.184143,18414322,False,17.8489,0,0.6,GREEN,GREEN
2022-04-04,325020,케모멘,3,11408.0,12.5,GREEN,1,0.6,0.4,0.25,0.255754,0.153453,15345268,False,17.0222,0,0.6,GREEN,GREEN
2022-04-05,147970,티모멘,1,23376.0,13.25,LIME,2,0.5,0.45,0.45,0.510493,0.255247,25524673,False,17.7611,0,0.5,GREEN,GREEN
2022-04-05,091170,은행주,2,6403.0,13.0,LIME,3,0.5,0.45,0.3,0.290981,0.145491,14549064,False,22.2049,1,0.5,GREEN,GREEN
2022-04-05,325020,케모멘,3,11342.0,12.5,GREEN,2,0.5,0.35,0.25,0.198525,0.099263,9926262,False,17.049,3,0.5,GREEN,GREEN
2022-04-06,147970,티모멘,1,23361.0,12.25,LIME,3,0.35,0.35,1.0,1.0,0.35,35000000,False,17.7152,0,0.2,-,GREEN
2022-04-07,228790,화장품,1,2833.0,11.25,GREEN,2,0.3,0.3,0.55,0.524501,0.15735,15735041,False,33.9532,1,0.2,-,-
2022-04-07,117680,철강주,2,8345.0,11.0,-,1,0.35,0.35,0.45,0.475499,0.166425,16642451,False,27.5929,0,0.2,-,-
2022-04-08,117680,철강주,1,8376.0,11.0,-,1,0.35,0.35,1.0,1.0,0.35,35000000,False,27.216,0,0.2,-,-
2022-04-11,117680,철강주,1,8420.0,11.5,GREEN,1,0.35,0.35,1.0,1.0,0.35,35000000,False,27.0782,0,0.2,-,-
2022-04-12,117680,철강주,1,8429.0,12.0,GREEN,1,0.4,0.4,1.0,1.0,0.4,40000000,False,26.8107,0,0.2,-,-
2022-04-13,117680,철강주,1,8547.0,13.5,GREEN,1,0.5,0.5,1.0,1.0,0.5,50000000,False,26.9419,0,0.2,-,-
2022-04-14,117680,철강주,1,8604.0,14.0,GREEN,1,0.0,0.0,1.0,1.0,0.0,0,False,26.9382,0,0.0,RED,-
2022-04-15,117680,철강주,1,8609.0,14.5,GREEN,1,0.0,0.0,0.55,0.537275,0.0,0,False,26.8875,0,0.0,RED,RED
2022-04-15,147970,티모멘,2,23535.0,11.0,-,1,0.0,0.0,0.45,0.462725,0.0,0,False,17.8553,0,0.0,RED,RED
2022-04-18,117680,철강주,1,8632.0,15.0,GREEN,1,0.0,0.0,0.45,0.461538,0.0,0,False,26.675,0,0.0,RED,RED
2022-04-18,147970,티모멘,2,23477.0,14.75,-,1,0.0,0.0,0.3,0.307692,0.0,0,False,17.7667,0,0.0,RED,RED
2022-04-18,139230,조선주,3,3229.0,12.0,GREEN,1,0.0,0.0,0.25,0.230769,0.0,0,False,33.61,0,0.0,RED,RED
2022-04-19,117680,철강주,1,8852.0,15.25,GREEN,1,0.0,0.0,0.45,0.461538,0.0,0,False,26.926,0,0.0,RED,RED
2022-04-19,147970,티모멘,2,23741.0,15.5,LIME,1,0.0,0.0,0.3,0.307692,0.0,0,False,17.88,0,0.0,RED,RED
2022-04-19,139230,조선주,3,3284.0,12.5,GREEN,1,0.0,0.0,0.25,0.230769,0.0,0,False,33.7565,0,0.0,RED,RED
2022-04-20,117680,철강주,1,9030.0,15.5,GREEN,1,0.0,0.0,0.45,0.461538,0.0,0,False,26.8783,0,0.0,RED,RED
2022-04-20,147970,티모멘,2,23751.0,16.0,LIME,1,0.0,0.0,0.3,0.307692,0.0,0,False,17.7415,0,0.0,RED,RED
2022-04-20,139230,조선주,3,3259.0,12.5,GREEN,1,0.0,0.0,0.25,0.230769,0.0,0,False,33.612,0,0.0,RED,RED
2022-04-21,117680,철강주,1,9076.0,15.75,GREEN,1,0.0,0.0,0.35,0.356234,0.0,0,False,26.3406,0,0.0,RED,RED
2022-04-21,147970,티모멘,2,23718.0,16.0,LIME,1,0.0,0.0,0.3,0.305344,0.0,0,False,17.5087,0,0.0,RED,RED
2022-04-21,228790,화장품,3,2952.0,12.0,GREEN,1,0.0,0.0,0.25,0.24173,0.0,0,False,32.6223,0,0.0,RED,RED
2022-04-21,139230,조선주,4,3259.0,12.25,GREEN,1,0.0,0.0,0.1,0.096692,0.0,0,False,33.2726,0,0.0,RED,RED
2022-04-22,117680,철강주,1,9026.0,16.0,GREEN,1,0.0,0.0,0.45,0.461538,0.0,0,False,26.089,0,0.0,RED,RED
2022-04-22,147970,티모멘,2,23854.0,16.0,LIME,1,0.0,0.0,0.3,0.307692,0.0,0,False,17.5181,0,0.0,RED,RED
2022-04-22,228790,화장품,3,2927.0,11.25,GREEN,2,0.0,0.0,0.25,0.230769,0.0,0,False,32.6305,0,0.0,RED,RED
2022-04-25,117680,철강주,1,8793.0,15.0,GREEN,2,0.0,0.0,0.55,0.537275,0.0,0,False,26.6876,1,0.0,RED,RED
