date,ticker,industry,rank,close,sco,trend,위치,mtype,raw_mult,base_w,alloc_pct,k_mult,us_mult,kospi_trend,nasdaq_trend
2022-01-13,EWU,EWU,5,29.57063865661621,16.0,LIME,1,NASDAQ,0.24,0.1,0.024,0.0,0.1,RED,PURPLE
2022-01-13,XLI,XLI,6,99.68096923828124,11.5,LIME,1,NASDAQ,0.2,0.08,0.016,0.0,0.1,RED,PURPLE
2022-01-14,XLE,XLE,1,27.7671127319336,16.0,LIME,1,FIXED,1.0,0.31,0.31,0.0,0.1,RED,PURPLE
2022-01-14,EWU,EWU,2,29.64780044555664,16.0,LIME,1,NASDAQ,0.24,0.25,0.06,0.0,0.1,RED,PURPLE
2022-01-14,091170,은행주,3,6362.0,16.0,LIME,1,KOSPI,0.24,0.16,0.0384,0.0,0.1,RED,PURPLE
2022-01-14,VYM,VYM,4,101.30998992919922,15.0,LIME,2,NASDAQ,0.22,0.1,0.022,0.0,0.1,RED,PURPLE
2022-01-14,VTV,VTV,5,135.20742797851562,15.0,LIME,2,NASDAQ,0.22,0.1,0.022,0.0,0.1,RED,PURPLE
2022-01-14,SCHD,SCHD,6,23.334442138671875,14.75,LIME,2,NASDAQ,0.2,0.08,0.016,0.0,0.1,RED,PURPLE
2022-01-17,091170,은행주,1,6248.0,15.0,LIME,2,KOSPI,0.22,0.55,0.121,0.0,0.4,RED,-
2022-01-17,325020,케모멘,2,11586.0,11.5,-,3,KOSPI,0.2,0.45,0.09,0.0,0.4,RED,-
2022-01-18,XLE,XLE,1,27.87902069091797,16.0,LIME,1,FIXED,1.0,0.31,0.31,0.0,0.1,RED,PURPLE
2022-01-18,EWU,EWU,2,29.49348258972168,15.0,LIME,2,NASDAQ,0.22,0.25,0.055,0.0,0.1,RED,PURPLE
2022-01-18,KSA,KSA,3,40.04074096679688,15.0,LIME,1,NASDAQ,0.24,0.16,0.0384,0.0,0.1,RED,PURPLE
2022-01-18,PDBC,PDBC,4,11.588271141052246,14.75,LIME,1,FIXED,1.0,0.1,0.1,0.0,0.1,RED,PURPLE
2022-01-18,PICK,PICK,5,38.12521362304688,13.25,LIME,2,FIXED,1.0,0.1,0.1,0.0,0.1,RED,PURPLE
2022-01-18,091170,은행주,6,6256.0,13.25,LIME,2,KOSPI,0.2,0.08,0.016,0.0,0.1,RED,PURPLE
2022-01-19,XLE,XLE,1,27.676721572875977,16.0,LIME,1,FIXED,1.0,0.31,0.31,0.0,0.1,RED,PURPLE
2022-01-19,KSA,KSA,2,40.418399810791016,15.5,LIME,1,NASDAQ,0.24,0.25,0.06,0.0,0.1,RED,PURPLE
2022-01-19,PDBC,PDBC,3,11.635029792785645,15.5,LIME,1,FIXED,1.0,0.16,0.16,0.0,0.1,RED,PURPLE
2022-01-19,EWU,EWU,4,29.64780044555664,15.0,LIME,1,NASDAQ,0.24,0.1,0.024,0.0,0.1,RED,PURPLE
2022-01-19,PICK,PICK,5,38.690086364746094,12.5,LIME,2,FIXED,1.0,0.1,0.1,0.0,0.1,RED,PURPLE
2022-01-19,091170,은행주,6,6304.0,11.5,LIME,2,KOSPI,0.2,0.08,0.016,0.0,0.1,RED,PURPLE
2022-01-20,KSA,KSA,1,40.55327987670898,16.0,LIME,1,NASDAQ,0.24,0.31,0.0744,0.0,0.0,RED,RED
2022-01-20,PDBC,PDBC,2,11.588271141052246,15.75,LIME,1,FIXED,1.0,0.25,0.25,0.0,0.0,RED,RED
2022-01-20,XLE,XLE,3,27.42276191711425,15.0,LIME,2,FIXED,1.0,0.16,0.16,0.0,0.0,RED,RED
2022-01-20,DBA,DBA,4,17.878185272216797,14.5,LIME,1,FIXED,1.0,0.1,0.1,0.0,0.0,RED,RED
2022-01-20,EWU,EWU,5,29.33915328979492,13.0,LIME,3,NASDAQ,0.2,0.1,0.02,0.0,0.0,RED,RED
2022-01-20,PICK,PICK,6,38.293827056884766,11.25,LIME,2,FIXED,1.0,0.08,0.08,0.0,0.0,RED,RED
2022-01-21,PDBC,PDBC,1,11.60385799407959,16.0,LIME,1,FIXED,1.0,0.33,0.33,0.0,0.0,RED,RED
2022-01-21,DBA,DBA,2,17.781118392944336,15.0,LIME,1,FIXED,1.0,0.27,0.27,0.0,0.0,RED,RED
2022-01-21,KSA,KSA,3,40.17561721801758,15.0,LIME,2,NASDAQ,0.22,0.2,0.044,0.0,0.0,RED,RED
2022-01-21,GLD,GLD,4,171.08999633789062,14.0,LIME,1,FIXED,1.0,0.1,0.1,0.0,0.0,RED,RED
2022-01-21,XLE,XLE,5,26.88042259216309,12.75,LIME,3,FIXED,1.0,0.1,0.1,0.0,0.0,RED,RED
2022-01-24,GLD,GLD,1,172.02999877929688,15.0,LIME,1,FIXED,1.0,0.33,0.33,0.0,0.0,RED,RED
2022-01-24,PDBC,PDBC,2,11.564892768859863,14.75,LIME,2,FIXED,1.0,0.27,0.27,0.0,0.0,RED,RED
2022-01-24,DBA,DBA,3,17.7546443939209,14.0,LIME,2,FIXED,1.0,0.2,0.2,0.0,0.0,RED,RED
2022-01-24,KSA,KSA,4,39.29441833496094,13.0,LIME,3,NASDAQ,0.2,0.1,0.02,0.0,0.0,RED,RED
2022-01-24,EZA,EZA,5,39.89360809326172,11.75,-,3,NASDAQ,0.2,0.1,0.02,0.0,0.0,RED,RED
2022-01-25,GLD,GLD,1,172.5800018310547,15.0,LIME,1,FIXED,1.0,0.33,0.33,0.0,0.0,RED,RED
2022-01-25,PDBC,PDBC,2,11.673995018005373,14.75,LIME,1,FIXED,1.0,0.27,0.27,0.0,0.0,RED,RED
2022-01-25,DBA,DBA,3,17.825241088867188,13.0,LIME,2,FIXED,1.0,0.2,0.2,0.0,0.0,RED,RED
2022-01-25,KSA,KSA,4,40.085697174072266,11.75,LIME,2,NASDAQ,0.2,0.1,0.02,0.0,0.0,RED,RED
2022-01-25,EWH,EWH,5,20.564775466918945,11.0,GREEN,1,NASDAQ,0.2,0.1,0.02,0.0,0.0,RED,RED
2022-01-26,PDBC,PDBC,1,11.720752716064451,14.75,LIME,1,FIXED,1.0,0.35,0.35,0.0,0.0,RED,RED
2022-01-26,DBA,DBA,2,17.798765182495117,11.5,LIME,2,FIXED,1.0,0.3,0.3,0.0,0.0,RED,RED
2022-01-26,GLD,GLD,3,169.7899932861328,11.5,-,4,FIXED,1.0,0.25,0.25,0.0,0.0,RED,RED
2022-01-26,KSA,KSA,4,40.0317497253418,11.0,LIME,1,NASDAQ,0.2,0.1,0.02,0.0,0.0,RED,RED
2022-01-27,PDBC,PDBC,1,11.775303840637209,14.75,LIME,1,FIXED,1.0,0.55,0.55,0.0,0.0,RED,RED
2022-01-27,XLE,XLE,2,28.36971664428711,12.75,LIME,1,FIXED,1.0,0.45,0.45,0.0,0.0,RED,RED
2022-01-28,PDBC,PDBC,1,11.798684120178224,16.0,LIME,1,FIXED,1.0,0.35,0.35,0.0,0.1,RED,PURPLE
2022-01-28,XLE,XLE,2,28.249191284179688,15.0,LIME,1,FIXED,1.0,0.3,0.3,0.0,0.1,RED,PURPLE
2022-01-28,EWZ,EWZ,3,22.902612686157227,12.0,GREEN,1,NASDAQ,0.2,0.25,0.05,0.0,0.1,RED,PURPLE
2022-01-28,KSA,KSA,4,40.21158981323242,12.0,LIME,1,NASDAQ,0.2,0.1,0.02,0.0,0.1,RED,PURPLE
