date,ticker,industry,rank,close,sco,trend,위치,mtype,raw_mult,base_w,alloc_pct,k_mult,us_mult,kospi_trend,nasdaq_trend
2023-06-06,XLC,XLC,4,61.52740097045898,16.0,LIME,1,NASDAQ,1.0,0.1,0.1,0.4,1.0,-,LIME
2023-06-06,VUG,VUG,5,267.2600402832031,16.0,LIME,1,NASDAQ,1.0,0.1,0.1,0.4,1.0,-,LIME
2023-06-07,449190,나스닥,1,11745.0,16.0,GREEN,1,NASDAQ,0.8,0.31,0.248,1.0,0.8,LIME,GREEN
2023-06-07,XLY,XLY,2,77.10460662841797,16.0,GREEN,1,NASDAQ,0.8,0.25,0.2,1.0,0.8,LIME,GREEN
2023-06-07,CARZ,CARZ,3,50.6524772644043,16.0,LIME,1,NASDAQ,0.8,0.16,0.128,1.0,0.8,LIME,GREEN
2023-06-07,VOO,VOO,4,376.5393371582031,16.0,LIME,1,NASDAQ,0.8,0.1,0.08,1.0,0.8,LIME,GREEN
2023-06-07,QQQ,QQQ,5,342.7404479980469,15.0,-,2,NASDAQ,0.8,0.1,0.08,1.0,0.8,LIME,GREEN
2023-06-07,XLC,XLC,6,60.8403205871582,15.0,LIME,2,NASDAQ,0.8,0.08,0.064,1.0,0.8,LIME,GREEN
2023-06-08,XLY,XLY,1,78.24630737304688,16.0,GREEN,1,NASDAQ,0.6,0.31,0.186,1.0,0.4,LIME,-
2023-06-08,CARZ,CARZ,2,51.35943603515625,16.0,LIME,1,NASDAQ,0.6,0.25,0.15,1.0,0.4,LIME,-
2023-06-08,139230,조선주,3,3592.0,15.25,LIME,1,KOSPI,1.0,0.16,0.16,1.0,0.4,LIME,-
2023-06-08,EWZ,EWZ,4,26.29863739013672,15.5,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-08,VOO,VOO,5,378.7966003417969,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-08,XLC,XLC,6,61.14999008178711,14.0,LIME,2,NASDAQ,0.5,0.08,0.04,1.0,0.4,LIME,-
2023-06-09,139230,조선주,1,3607.0,16.0,LIME,1,KOSPI,1.0,0.31,0.31,1.0,0.4,LIME,-
2023-06-09,EWZ,EWZ,2,26.78172492980957,15.75,LIME,1,NASDAQ,0.6,0.25,0.15,1.0,0.4,LIME,-
2023-06-09,XLY,XLY,3,78.65128326416016,16.0,GREEN,1,NASDAQ,0.6,0.16,0.096,1.0,0.4,LIME,-
2023-06-09,CARZ,CARZ,4,51.62693405151367,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-09,147970,티모멘,5,23352.0,16.0,LIME,1,KOSPI,1.0,0.1,0.1,1.0,0.4,LIME,-
2023-06-09,VOO,VOO,6,379.4305419921875,16.0,LIME,1,NASDAQ,0.6,0.08,0.048,1.0,0.4,LIME,-
2023-06-12,139230,조선주,1,3617.0,16.0,LIME,1,KOSPI,1.0,0.31,0.31,1.0,0.4,LIME,-
2023-06-12,EWZ,EWZ,2,26.88342666625977,16.0,LIME,1,NASDAQ,0.6,0.25,0.15,1.0,0.4,LIME,-
2023-06-12,GREK,GREK,3,32.31624984741211,16.0,LIME,1,NASDAQ,0.6,0.16,0.096,1.0,0.4,LIME,-
2023-06-12,CARZ,CARZ,4,52.65871047973633,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-12,PTF,PTF,5,47.67079162597656,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-12,XLY,XLY,6,80.00279235839844,16.0,GREEN,1,NASDAQ,0.6,0.08,0.048,1.0,0.4,LIME,-
2023-06-13,139230,조선주,1,3631.0,16.0,LIME,1,KOSPI,1.0,0.31,0.31,1.0,0.4,LIME,-
2023-06-13,GREK,GREK,2,32.58585357666016,16.0,LIME,1,NASDAQ,0.6,0.25,0.15,1.0,0.4,LIME,-
2023-06-13,091160,반도체,3,31628.0,15.75,LIME,1,KOSPI,1.0,0.16,0.16,1.0,0.4,LIME,-
2023-06-13,EWZ,EWZ,4,26.75630187988281,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-13,CARZ,CARZ,5,53.79557418823242,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,1.0,0.4,LIME,-
2023-06-13,XLY,XLY,6,80.83224487304688,16.0,GREEN,1,NASDAQ,0.6,0.08,0.048,1.0,0.4,LIME,-
2023-06-14,091160,반도체,1,31195.0,16.0,LIME,1,KOSPI,0.6,0.31,0.186,0.4,0.4,-,-
2023-06-14,139230,조선주,2,3622.0,16.0,LIME,1,KOSPI,0.6,0.25,0.15,0.4,0.4,-,-
2023-06-14,GREK,GREK,3,32.72964096069336,16.0,LIME,1,NASDAQ,0.6,0.16,0.096,0.4,0.4,-,-
2023-06-14,EWZ,EWZ,4,27.49364471435547,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-06-14,449190,나스닥,5,12018.0,16.0,-,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-06-14,CARZ,CARZ,6,54.16816329956055,16.0,LIME,1,NASDAQ,0.6,0.08,0.048,0.4,0.4,-,-
2023-06-15,091160,반도체,1,31958.0,16.0,LIME,1,KOSPI,0.6,0.31,0.186,0.4,0.8,-,GREEN
2023-06-15,139230,조선주,2,3671.0,16.0,LIME,1,KOSPI,0.6,0.25,0.15,0.4,0.8,-,GREEN
2023-06-15,EWZ,EWZ,3,27.68010330200196,16.0,LIME,1,NASDAQ,0.8,0.16,0.128,0.4,0.8,-,GREEN
2023-06-15,GREK,GREK,4,33.0441780090332,16.0,LIME,1,NASDAQ,0.8,0.1,0.08,0.4,0.8,-,GREEN
2023-06-15,BOTZ,BOTZ,5,29.419492721557617,16.0,LIME,1,NASDAQ,0.8,0.1,0.08,0.4,0.8,-,GREEN
2023-06-15,449190,나스닥,6,12081.0,16.0,GREEN,1,NASDAQ,0.8,0.08,0.064,0.4,0.8,-,GREEN
2023-06-16,139230,조선주,1,3774.0,16.0,LIME,1,KOSPI,0.6,0.31,0.186,0.4,0.8,-,GREEN
2023-06-16,091160,반도체,2,31968.0,16.0,LIME,1,KOSPI,0.6,0.25,0.15,0.4,0.8,-,GREEN
2023-06-16,EWZ,EWZ,3,27.39194107055664,16.0,LIME,1,NASDAQ,0.8,0.16,0.128,0.4,0.8,-,GREEN
2023-06-16,BOTZ,BOTZ,4,29.29080581665039,16.0,LIME,1,NASDAQ,0.8,0.1,0.08,0.4,0.8,-,GREEN
2023-06-16,GREK,GREK,5,33.15201568603516,16.0,LIME,1,NASDAQ,0.8,0.1,0.08,0.4,0.8,-,GREEN
2023-06-16,449190,나스닥,6,12246.0,16.0,GREEN,1,NASDAQ,0.8,0.08,0.064,0.4,0.8,-,GREEN
2023-06-19,139230,조선주,1,3809.0,16.0,LIME,1,KOSPI,0.6,0.33,0.198,0.4,0.8,-,GREEN
2023-06-19,449190,나스닥,2,12181.0,16.0,GREEN,1,NASDAQ,0.8,0.27,0.216,0.4,0.8,-,GREEN
2023-06-19,446770,톱반도,3,14614.0,15.25,GREEN,1,NASDAQ,0.8,0.2,0.16,0.4,0.8,-,GREEN
2023-06-19,091160,반도체,4,31608.0,15.0,LIME,2,KOSPI,0.55,0.1,0.055,0.4,0.8,-,GREEN
2023-06-19,241180,니케이,5,17654.0,14.75,-,2,NASDAQ,0.8,0.1,0.08,0.4,0.8,-,GREEN
2023-06-20,139230,조선주,1,3883.0,16.0,LIME,1,KOSPI,0.6,0.31,0.186,0.4,0.4,-,-
2023-06-20,EWZ,EWZ,2,27.73095321655273,16.0,LIME,1,NASDAQ,0.6,0.25,0.15,0.4,0.4,-,-
2023-06-20,QQQ,QQQ,3,360.9999084472656,16.0,-,1,NASDAQ,0.6,0.16,0.096,0.4,0.4,-,-
2023-06-20,449190,나스닥,4,12146.0,16.0,-,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-06-20,XLY,XLY,5,81.78683471679688,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-06-20,091160,반도체,6,31924.0,15.0,LIME,1,KOSPI,0.6,0.08,0.048,0.4,0.4,-,-
2023-06-21,139230,조선주,1,3843.0,16.0,LIME,1,KOSPI,0.6,0.31,0.186,0.4,0.4,-,-
2023-06-21,EWZ,EWZ,2,28.112335205078125,16.0,LIME,1,NASDAQ,0.6,0.25,0.15,0.4,0.4,-,-
2023-06-21,147970,티모멘,3,23746.0,16.0,LIME,1,KOSPI,0.6,0.16,0.096,0.4,0.4,-,-
2023-06-21,DBA,DBA,4,19.623682022094727,16.0,LIME,1,FIXED,1.0,0.1,0.1,0.4,0.4,-,-
2023-06-21,INDA,INDA,5,42.77056884765625,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-06-21,449190,나스닥,6,12146.0,14.75,-,2,NASDAQ,0.5,0.08,0.04,0.4,0.4,-,-
2023-06-22,EWZ,EWZ,1,27.78180313110352,16.0,LIME,1,NASDAQ,0.6,0.31,0.186,0.4,0.4,-,-
2023-06-22,147970,티모멘,2,23751.0,16.0,LIME,1,KOSPI,0.6,0.25,0.15,0.4,0.4,-,-
2023-06-22,139230,조선주,3,3784.0,15.0,LIME,2,KOSPI,0.55,0.16,0.088,0.4,0.4,-,-
2023-06-22,DBA,DBA,4,19.46406936645508,16.0,LIME,1,FIXED,1.0,0.1,0.1,0.4,0.4,-,-
2023-06-22,XLY,XLY,5,81.83573150634766,14.5,LIME,1,NASDAQ,0.55,0.1,0.055,0.4,0.4,-,-
2023-06-22,INDA,INDA,6,42.65142822265625,14.75,LIME,2,NASDAQ,0.5,0.08,0.04,0.4,0.4,-,-
2023-06-23,EWZ,EWZ,1,27.70552444458008,15.0,LIME,2,NASDAQ,0.55,0.31,0.1705,0.4,0.4,-,-
2023-06-23,147970,티모멘,2,23497.0,15.0,LIME,2,KOSPI,0.55,0.25,0.1375,0.4,0.4,-,-
2023-06-23,139230,조선주,3,3741.0,13.25,LIME,2,KOSPI,0.45,0.16,0.072,0.4,0.4,-,-
2023-06-23,XLY,XLY,4,80.88727569580078,13.0,-,2,NASDAQ,0.45,0.1,0.045,0.4,0.4,-,-
2023-06-23,GREK,GREK,5,32.93634033203125,12.5,LIME,2,NASDAQ,0.4,0.1,0.04,0.4,0.4,-,-
2023-06-23,DBA,DBA,6,19.09163475036621,14.0,LIME,3,FIXED,1.0,0.08,0.08,0.4,0.4,-,-
2023-06-26,VNM,VNM,1,12.819539070129396,15.25,GREEN,1,NASDAQ,0.6,0.31,0.186,0.4,0.4,-,-
2023-06-26,EWZ,EWZ,2,27.65467643737793,13.75,LIME,2,NASDAQ,0.45,0.25,0.1125,0.4,0.4,-,-
2023-06-26,147970,티모멘,3,23410.0,13.0,-,3,KOSPI,0.45,0.16,0.072,0.4,0.4,-,-
2023-06-26,139230,조선주,4,3726.0,11.0,-,3,KOSPI,0.4,0.1,0.04,0.4,0.4,-,-
2023-06-26,XLY,XLY,5,79.85083770751953,11.0,-,3,NASDAQ,0.4,0.1,0.04,0.4,0.4,-,-
2023-06-26,DBA,DBA,6,19.07390022277832,11.75,LIME,3,FIXED,1.0,0.08,0.08,0.4,0.4,-,-
2023-06-27,VNM,VNM,1,12.90475082397461,16.0,GREEN,1,NASDAQ,0.6,0.35,0.21,0.4,0.4,-,-
2023-06-27,EWZ,EWZ,2,27.366518020629883,11.5,-,3,NASDAQ,0.4,0.3,0.12,0.4,0.4,-,-
2023-06-27,XLY,XLY,3,81.56684875488281,11.25,-,1,NASDAQ,0.4,0.25,0.1,0.4,0.4,-,-
2023-06-27,XLI,XLI,4,101.18150329589844,11.25,-,1,NASDAQ,0.4,0.1,0.04,0.4,0.4,-,-
2023-06-28,VNM,VNM,1,12.857409477233888,16.0,GREEN,1,NASDAQ,0.6,0.33,0.198,0.1,0.4,PURPLE,-
2023-06-28,XLY,XLY,2,81.88951873779297,11.25,-,1,NASDAQ,0.4,0.27,0.108,0.1,0.4,PURPLE,-
2023-06-28,JETS,JETS,3,21.057523727416992,11.0,LIME,1,NASDAQ,0.4,0.2,0.08,0.1,0.4,PURPLE,-
2023-06-28,XLI,XLI,4,101.18150329589844,12.0,-,1,NASDAQ,0.4,0.1,0.04,0.1,0.4,PURPLE,-
2023-06-28,PDP,PDP,5,78.99718475341797,11.0,LIME,1,NASDAQ,0.4,0.1,0.04,0.1,0.4,PURPLE,-
2023-06-29,VNM,VNM,1,12.601777076721191,14.0,-,3,NASDAQ,0.5,0.31,0.155,0.1,0.4,PURPLE,-
2023-06-29,XLI,XLI,2,102.16077423095705,14.25,LIME,1,NASDAQ,0.55,0.25,0.1375,0.1,0.4,PURPLE,-
2023-06-29,JETS,JETS,3,20.958335876464844,13.0,LIME,1,NASDAQ,0.5,0.16,0.08,0.1,0.4,PURPLE,-
2023-06-29,PDP,PDP,4,79.80329132080078,13.25,LIME,1,NASDAQ,0.5,0.1,0.05,0.1,0.4,PURPLE,-
2023-06-29,ARKW,ARKW,5,57.294193267822266,12.75,-,1,NASDAQ,0.4,0.1,0.04,0.1,0.4,PURPLE,-
2023-06-29,XLY,XLY,6,81.97750854492188,12.25,-,1,NASDAQ,0.4,0.08,0.032,0.1,0.4,PURPLE,-
2023-06-30,JETS,JETS,1,21.245981216430664,15.0,LIME,1,NASDAQ,0.6,0.31,0.186,0.1,0.4,PURPLE,-
2023-06-30,ARKW,ARKW,2,57.71764755249024,15.0,-,1,NASDAQ,0.6,0.25,0.15,0.1,0.4,PURPLE,-
2023-06-30,PDP,PDP,3,80.63925170898438,15.5,LIME,1,NASDAQ,0.6,0.16,0.096,0.1,0.4,PURPLE,-
2023-06-30,ARKF,ARKF,4,20.891733169555664,14.75,-,1,NASDAQ,0.55,0.1,0.055,0.1,0.4,PURPLE,-
2023-06-30,XLY,XLY,5,83.01885986328125,14.25,-,1,NASDAQ,0.55,0.1,0.055,0.1,0.4,PURPLE,-
2023-06-30,XLI,XLI,6,103.03443145751952,15.0,LIME,1,NASDAQ,0.6,0.08,0.048,0.1,0.4,PURPLE,-
2023-07-03,XLY,XLY,1,84.02108764648438,15.5,-,1,NASDAQ,0.6,0.31,0.186,0.4,0.4,-,-
2023-07-03,ARKF,ARKF,2,21.281391143798828,15.5,LIME,1,NASDAQ,0.6,0.25,0.15,0.4,0.4,-,-
2023-07-03,ARKW,ARKW,3,59.39176559448242,15.5,LIME,1,NASDAQ,0.6,0.16,0.096,0.4,0.4,-,-
2023-07-03,JETS,JETS,4,21.47411346435547,15.0,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-07-03,PDP,PDP,5,80.28097534179688,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-07-03,XLI,XLI,6,103.05363464355467,15.5,LIME,1,NASDAQ,0.6,0.08,0.048,0.4,0.4,-,-
2023-07-04,091180,자동차,1,18315.0,15.75,LIME,1,KOSPI,0.6,0.33,0.198,0.4,0.4,-,-
2023-07-04,091160,반도체,2,32505.0,15.0,-,1,KOSPI,0.6,0.27,0.162,0.4,0.4,-,-
2023-07-04,147970,티모멘,3,24156.0,13.75,LIME,1,KOSPI,0.5,0.2,0.1,0.4,0.4,-,-
2023-07-04,434730,원자력,4,11165.0,13.25,LIME,1,KOSPI,0.5,0.1,0.05,0.4,0.4,-,-
2023-07-04,446770,톱반도,5,14874.0,12.0,-,1,NASDAQ,0.4,0.1,0.04,0.4,0.4,-,-
2023-07-05,ARKF,ARKF,1,21.341339111328125,16.0,LIME,1,NASDAQ,0.6,0.31,0.186,0.4,0.4,-,-
2023-07-05,ARKW,ARKW,2,58.96831130981445,16.0,LIME,1,NASDAQ,0.6,0.25,0.15,0.4,0.4,-,-
2023-07-05,XLY,XLY,3,84.05531311035156,15.5,-,1,NASDAQ,0.6,0.16,0.096,0.4,0.4,-,-
2023-07-05,PTF,PTF,4,48.98991394042969,15.5,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-07-05,XLI,XLI,5,102.49679565429688,16.0,LIME,1,NASDAQ,0.6,0.1,0.06,0.4,0.4,-,-
2023-07-05,091180,자동차,6,18282.0,16.0,LIME,1,KOSPI,0.6,0.08,0.048,0.4,0.4,-,-
2023-07-06,091180,자동차,1,18469.0,16.0,LIME,1,KOSPI,0.24,0.31,0.0744,0.1,0.4,PURPLE,-
2023-07-06,XLY,XLY,2,82.70108032226562,15.0,-,2,NASDAQ,0.55,0.25,0.1375,0.1,0.4,PURPLE,-
2023-07-06,PTF,PTF,3,48.13236618041992,15.0,-,2,NASDAQ,0.55,0.16,0.088,0.1,0.4,PURPLE,-
2023-07-06,GREK,GREK,4,33.324710845947266,14.5,-,2,NASDAQ,0.5,0.1,0.05,0.1,0.4,PURPLE,-
2023-07-06,ARKW,ARKW,5,57.51084518432617,15.0,-,2,NASDAQ,0.55,0.1,0.055,0.1,0.4,PURPLE,-
2023-07-06,XLI,XLI,6,101.72875213623048,15.0,-,2,NASDAQ,0.55,0.08,0.044,0.1,0.4,PURPLE,-
2023-07-07,GREK,GREK,1,33.776756286621094,14.75,-,1,NASDAQ,0.55,0.31,0.1705,0.1,0.4,PURPLE,-
2023-07-07,091180,자동차,2,18334.0,15.0,LIME,2,KOSPI,0.22,0.25,0.055,0.1,0.4,PURPLE,-
2023-07-07,XLC,XLC,3,63.05216598510742,15.0,-,2,NASDAQ,0.55,0.16,0.088,0.1,0.4,PURPLE,-
2023-07-07,JETS,JETS,4,21.503870010375977,14.25,-,1,NASDAQ,0.55,0.1,0.055,0.1,0.4,PURPLE,-
2023-07-07,XLY,XLY,5,82.8037338256836,14.0,-,2,NASDAQ,0.5,0.1,0.05,0.1,0.4,PURPLE,-
2023-07-07,ARKW,ARKW,6,58.07216644287109,13.75,-,2,NASDAQ,0.45,0.08,0.036,0.1,0.4,PURPLE,-
2023-07-10,139230,조선주,1,3873.0,15.0,-,1,KOSPI,0.24,0.31,0.0744,0.1,0.4,PURPLE,-
2023-07-10,GREK,GREK,2,33.91236877441406,14.75,-,1,NASDAQ,0.55,0.25,0.1375,0.1,0.4,PURPLE,-
2023-07-10,091180,자동차,3,18363.0,15.0,LIME,1,KOSPI,0.24,0.16,0.0384,0.1,0.4,PURPLE,-
2023-07-10,JETS,JETS,4,21.860944747924805,14.25,-,1,NASDAQ,0.55,0.1,0.055,0.1,0.4,PURPLE,-
2023-07-10,CARZ,CARZ,5,54.079219818115234,14.0,-,1,NASDAQ,0.55,0.1,0.055,0.1,0.4,PURPLE,-
2023-07-10,ARKW,ARKW,6,59.49023818969727,13.75,-,1,NASDAQ,0.5,0.08,0.04,0.1,0.4,PURPLE,-
2023-07-11,139230,조선주,1,4001.0,15.25,-,1,KOSPI,0.24,0.31,0.0744,0.1,0.4,PURPLE,-
2023-07-11,GREK,GREK,2,34.84358596801758,14.75,-,1,NASDAQ,0.55,0.25,0.1375,0.1,0.4,PURPLE,-
2023-07-11,JETS,JETS,3,21.99980735778809,14.25,-,1,NASDAQ,0.55,0.16,0.088,0.1,0.4,PURPLE,-
2023-07-11,ARKW,ARKW,4,61.912784576416016,13.75,-,1,NASDAQ,0.5,0.1,0.05,0.1,0.4,PURPLE,-
2023-07-11,091180,자동차,5,18512.0,15.0,LIME,1,KOSPI,0.24,0.1,0.024,0.1,0.4,PURPLE,-
2023-07-11,CARZ,CARZ,6,54.415775299072266,14.0,-,1,NASDAQ,0.55,0.08,0.044,0.1,0.4,PURPLE,-
